subject,with_brown_rules,prompt_type,poem_text
youth,FALSE,figurative,"In fields where laughter dances free, 
Bright eyes reflect the endless sky. 

Adventures woven in the breeze, 
Moments flit by, like birds that fly. 

Dreams unfurl like petals wide, 
Chasing whispers, sweet and clear. 

Hearts ignited, a joyous stride, 
Each heartbeat echoes, loud and near. 

The world, a canvas yet to paint, 
Colors splash in every space. 

Time, a fleeting artist, quaint, 
Leaves behind a vibrant trace. 

In shadows cast by fleeting light, 
Hope ignites in sparks of cheer. 

Yet, in each tender, fleeting night, 
We gather memories, hold them dear. 

For every dawn brings promise bright, 
In unison, we rise and sing. 

Moments linger, dancing light, 
Embracing all that life can bring."
youth,FALSE,specific,"

In the golden glow, we laugh and play, 
The last day of summer slips away. 

With friends beside us, we chase the light, 
The golden glow, we laugh and play. 

Barefoot on grass, our worries ease, 
The last day of summer slips away. 

Ice cream drips down our hands, a tease, 
With friends beside us, we chase the light. 

The sky blushes pink, a canvas bright, 
Barefoot on grass, our worries ease. 

We gather memories, like stars at night, 
Ice cream drips down our hands, a tease. 

With every sunset, we hold on tight, 
The sky blushes pink, a canvas bright. 

But autumn whispers, It's time to go,� 
We gather memories, like stars at night. 

Yet in our hearts, this warmth we'll sow, 
With every sunset, we hold on tight. 

For youth is fleeting, a fire's glow, 
But autumn whispers, It's time to go.� 

Still, in the laughter, we'll always stay, 
Yet in our hearts, this warmth we'll sow. 

The last day of summer, come what may. 
For youth is fleeting, a fire's glow."
abuse,TRUE,general,"In silence, we weep for what can't be said. 
In shadows, we gather the words left untold. 
In shadows, we gather the words left unsaid. 
In bruises, we find stories packed in their folds. 

In bruises, we find tales of courage and dread. 
In breaks, we discover what’s fragile and bold. 
In breaks, we discover what love can infect. 
In mirrors, we gaze at the truths they enfold. 

In mirrors, we gaze, and the heart feels misled. 
In echo, we listen as time turns us cold. 
In echo, we listen to voices of dread. 
In silence, we weep, as the past calls us old. 

In silence, we weep for what can't be said."
abuse,TRUE,figurative,"In the quiet, shadows whisper my name, 
A storm brews beneath the surface of night. 
A storm brews beneath the surface of night, 
It roars with secrets that tremble in fright. 
It roars with secrets that tremble in fright, 
Each echo a reminder of lost delight. 
Each echo a reminder of lost delight, 
Yet memories cling tight, refusing flight. 
Yet memories cling tight, refusing flight, 
They dance like phantoms, out of mind, in sight. 
They dance like phantoms, out of mind, in sight, 
A face I knew, but the trust feels contrite. 
A face I knew, but the trust feels contrite, 
Longing for daylight, I yearn for the light. 
Longing for daylight, I yearn for the light, 
In the quiet, shadows whisper my name."
abuse,TRUE,specific,"In the attic, I find the dusty box, 
A revelation hidden in the dark. 
A revelation hidden in the dark, 
Photographs of laughter haunt me like ghosts. 
Photographs of laughter haunt me like ghosts, 
Yet, one snapshot reveals the quiet storm. 
Yet, one snapshot reveals the quiet storm, 
Their smiles, a mask worn over the bruised hearts. 
Their smiles, a mask worn over the bruised hearts, 
Trembled words echo in the silence still. 
Trembled words echo in the silence still, 
The echo of love twisted by its grip. 
The echo of love twisted by its grip, 
Each moment a battle dressed as a dance. 
In the attic, I find the dusty box."
activities,TRUE,general,"I slip into the shadow of silence. 
In this stillness, echoes breathe the unspoken. 
In this stillness, echoes breathe the unspoken, 
Yet the heart beats loud, a drum unbroken. 
Yet the heart beats loud, a drum unbroken, 
Trapped in vibrant hues of thoughts unshaken. 
Trapped in vibrant hues of thoughts unshaken, 
Each whisper steals the dreams I’ve forsaken. 
Each whisper steals the dreams I’ve forsaken, 
Through crumbling walls where past and present waken. 
Through crumbling walls where past and present waken, 
A dance of ghosts, hands of time quake and quaken. 
A dance of ghosts, hands of time quake and quaken, 
To seize the weight of what’s lost and unspoken. 
To seize the weight of what’s lost and unspoken, 
I slip into the shadow of silence."
activities,TRUE,figurative,"I wander through a world that feels like home, 
I dance in fields where shadows weave their dreams. 
I dance in fields where shadows weave their dreams, 
Alive with whispers carried by the streams. 
Alive with whispers carried by the streams, 
They sing of hearts that flutter, tear at seams. 
They sing of hearts that flutter, tear at seams, 
Yet silence binds the hope that hardly gleams. 
Yet silence binds the hope that hardly gleams, 
I paint despair with colors from my schemes. 
I paint despair with colors from my schemes, 
And brush away the edges of my screams. 
And brush away the edges of my screams, 
I find peace resting softly on moonbeams. 
I find peace resting softly on moonbeams, 
I wander through a world that feels like home."
activities,TRUE,specific,"In the quiet dusk, I found your old ring, 
In the quiet dusk, a whisper of lost dreams. 
Each shimmered sigh drew shadows to that spring, 
Each shimmered sigh unwound the quiet seams. 

You buried secrets where the violets grow, 
You buried secrets in a fragrance steeped. 
The air was thick, and time began to flow, 
The air was thick, a heart once held and wept. 

My fingers traced the echoes of your name, 
My fingers traced the edges worn by tears. 
What we held close was never just the same, 
What we held close revealed worn-out fears. 

Now all that's left is moments that still sting, 
Now all that's left is love wrapped in old dreams. 
In the quiet dusk, I found your old ring."
arts & sciences,TRUE,general,"In the heart of creation, dreams unravel, 
Where knowledge whispers, fears begin to travel. 
Where knowledge whispers, fears begin to travel, 
And science sings what art holds close and fragile. 

And science sings what art holds close and fragile, 
Yet passion’s flame ignites the coldest canvas. 
Yet passion’s flame ignites the coldest canvas, 
So colors drown in questions, bleed in answers. 

So colors drown in questions, bleed in answers, 
Emotions swirl, entwined with data's dance. 
Emotions swirl, entwined with data's dance, 
A pulse within the numbers begs a glance. 

A pulse within the numbers begs a glance, 
And still, the paintbrush finds a world to shatter. 
And still, the paintbrush finds a world to shatter, 
In the heart of creation, dreams unravel."
arts & sciences,TRUE,figurative,"In the quiet hum of thought, we collide, 
Where reason's heart dreams wild, untried. 
Where reason's heart dreams wild, untried, 
The colors of our logic dance and glide. 

The colors of our logic dance and glide, 
But shadows linger, quiet in their pride. 
But shadows linger, quiet in their pride, 
Revealing truths that once we sought to hide. 

Revealing truths that once we sought to hide, 
We spin our webs of brilliance, but what's inside? 
We spin our webs of brilliance, but what's inside? 
The whispers bend the light, on walls they bide. 

The whispers bend the light, on walls they bide, 
They seek to forge a path through dark and wide. 
They seek to forge a path through dark and wide, 
In the quiet hum of thought, we collide."
arts & sciences,TRUE,specific,"In the quiet hum of a library's light, 
A place where whispers guide both heart and mind. 
A place where whispers guide both heart and mind, 
The crackle of ideas blooms so bright. 

A spring of thoughts, where ink meets paper’s grain, 
The crackle of ideas blooms so bright. 
Ideas erupt like storms, a patient rain, 
A tapestry woven from dark and white. 

The echo of laughter rings through the shelves, 
A tapestry woven from dark and white. 
Tell me, how does the soul’s brush paint itself? 
In shadows of science, the art takes flight. 

The fragile balance, unsteady as clouds, 
In shadows of science, the art takes flight. 
The weight of wonder drifts within the crowds, 
In systems of wonder where dreams ignite. 

The moments hang heavy, like stars entwined, 
In systems of wonder where dreams ignite. 
In the quiet hum of a library’s light, 
In the quiet hum of a library's light."
christianity,TRUE,general,"In the light, I seek a path, yet I stray. 
In the light, I seek a path, yet I stray. 
Hopes collide, they twist like vines gone awry. 

In the dreams, a whisper hangs, I’ll obey. 
In the dreams, I listen close, heart in sway. 
In the dreams, I listen close, heart in sway. 
Faith becomes a fire, yet candles can die. 

Each promise like a song, sweetly they play. 
Each promise like a song that will decay. 
Each promise like a song that will decay, 
But in silence, grace blooms; I dare to try. 

But in silence, grace blooms; I dare to pray. 
But in silence, I find strength beneath sighs."
christianity,TRUE,figurative,"In every shadow, faith ignites the night. 
In darkened spaces, light finds room to grow. 
In darkened spaces, love reveals its fight, 
Where doubt once whispered, hope begins to flow. 

Where doubt once whispered, shadows grow so wide; 
The echo of loss lingers in the air. 
The echo of loss pulls me to the side, 
Reminds me that grace lives in the despair. 

Reminds me that grace can pierce through the pain; 
A single tear can wash the past away. 
A single tear can drown the weight of strain, 
Or lift the heart to sing of brighter days. 

Or lift the heart, to seek what can be found. 
In every shadow, faith ignites the night."
christianity,TRUE,specific,"In the quiet church, the candles flicker low. 
In the stillness, shadows dance on stained glass. 
In the stillness, shadows dance on stained glass, 
Revealing all the prayers wrapped tight in hope. 

Revealing all the prayers wrapped tight in hope, 
An echo of a voice that calls my name. 
An echo of a voice that calls my name, 
The whisper carries burdens I can’t speak. 

The whisper carries burdens I can’t speak, 
Yet in each flicker, warmth finds room to grow. 
Yet in each flicker, warmth finds room to grow, 
A flicker shared with hearts in quiet ache. 

A flicker shared with hearts in quiet ache, 
Where doubts reside beneath the surface deep. 
Where doubts reside beneath the surface deep, 
A journey mapped by scars and grace I know. 

A journey mapped by scars and grace I know, 
In the quiet church, the candles flicker low."
chronic illness,TRUE,general,"I live in shadows that whisper my name. 
In shadows, I find the light still remains. 
In shadows, I find the light still remains. 
Yet, darkness can wear a face of bright pain. 

Each dawn holds a promise I may not keep, 
Each promise feels heavy, a weight unseen. 
Each promise feels heavy, a weight unseen. 
Yet hope is a river, pure and serene. 

My body a canvas of battles well fought, 
My soul like a mirror shattered in dreams. 
My soul like a mirror shattered in dreams. 
I gather the fragments, stitching the seams. 

With every small struggle, I grow and bend, 
With every small struggle, I grow and bend. 
I learn from the soft songs that my heart lends. 

I live in shadows that whisper my name."
chronic illness,TRUE,figurative,"I wake to shadows stretching on the floor. 
I wake to daylight breaking through my pain. 
I wake to daylight breaking through my pain. 
I rise to meet the ache that wraps my bones. 
I rise to meet the ache that lingers still. 
I stumble through the air, a ghost at noon. 
I stumble through the air, carrying my heart. 
I carry the weight of words I cannot speak. 
I carry the weight of hope that slips away. 
I grip the fragile thread of dreams so thin. 
I grip the fragile thread that ties me close. 
I tie my spirit to the sounds of night. 
I tie my spirit to the pulse of life. 
I wake to shadows stretching on the floor. 
I wake to daylight breaking through my pain."
chronic illness,TRUE,specific,"In the quiet room, I wait for the dawn. 
In shadows cast by pain, I hold my breath. 
In shadows cast by pain, I brace myself. 
The clock ticks on, each tock a gentle theft. 

The clock ticks on, but time drips like a tear. 
What once was sweet now bends beneath a weight. 
What once was sweet, now bitter on each plate. 
Is there a world beyond this fraying state? 

Is there a world where hope and heart collide? 
We dance on edge, both fragile and alive. 
We dance on edge, the night begins to thrive. 
In worn-out chairs, we talk and truth survives. 

In worn-out chairs, the laughter breaks the gloom. 
They say there’s light beneath this heavy room. 
They say there’s light, a glow that feels like home. 
In the quiet room, I wait for the dawn."
crime & punishment,TRUE,general,"In the city, shadows are a night's embrace. 
Where justice wears a mask, and hearts race. 
Where justice wears a mask, and hearts race, 
The echoes of the sirens leave a trace. 

A truth unspoken lies behind the veil, 
In whispers of the lost, their fading tale. 
In whispers of the lost, their fading tale, 
The weight of silence hangs, a heavy scales. 

Fate teeters on the edge of a soft sigh, 
While dreams of freedom wilt when hope is nigh. 
While dreams of freedom wilt when hope is nigh, 
The light of day reveals the reasons why. 

Transgressions haunt like ghosts beneath the skin, 
Each choice a ripple, thick with where we've been. 
Each choice a ripple, thick with where we've been, 
In the city, shadows are a night's embrace."
crime & punishment,TRUE,figurative,"In shadows, whispers teach us how to bleed. 
In silence, truths emerge that we must heed. 
In silence, truths emerge that we must heed. 
Yet darkness bends the light, a heart unfreed. 

The knife is sharp, the hand that grips is weak. 
The hand that grips is bound to break and seek. 
The heart must learn to ache but not to speak. 
Drowning in the echoes, fate becomes a streak. 

Each choice we make is laced with heavy chains. 
With heavy chains, we try to mask our stains. 
We try to mask our stains, but they remain. 
A mirror to the soul, it tells our pains. 

A mirror to the soul reflects our thirst. 
Reflects our thirst for peace while we are cursed. 
For all we've borne, the heart has been well-versed. 
In shadows, whispers teach us how to bleed."
crime & punishment,TRUE,specific,"In the alley’s shadow, a whisper fades, 
Beneath the weight of sins we never claimed. 
Beneath the weight of sins we never claimed, 
The knife’s cold glint reveals a truth untamed. 
The knife's cold glint shimmers like a wish, 
A wish that cuts deep through the layers' shame. 
A wish that cuts deep, releasing the fish, 
The fish slips away, leaving dreams unframed. 
The dreams unframed hang like ghosts in our minds, 
Like ghosts in our minds that refuse to die. 
Like ghosts in our minds that refuse to die, 
The city sleeps sound, but its heart is sly. 
The heart is sly, replaying night’s sharp thread, 
Replaying night’s sharp thread, we wish to fly. 
We wish to fly from our truths and regrets, 
In the alley’s shadow, a whisper fades."
cycles,TRUE,general,"In the silence between breaths, we reset, 
The heart's drum whispers secrets we won’t forget. 
The heart's drum whispers secrets we won’t forget, 
Yet shadows linger where the light begs to set. 

The night's cool sigh recalls warmth of the day, 
Where laughter blooms and then swiftly decays. 
Where laughter blooms and then swiftly decays, 
Sweet echoes fade like forgotten ballet. 

In every goodbye, there’s a yearning for more, 
A dance with the past I thought I’d outwore. 
A dance with the past I thought I’d outwore, 
But the tune plays on, and I long to explore. 

It's the cycle of loss, then a fragile hope, 
A tightrope stretched thin, on the edge we cope. 
A tightrope stretched thin, on the edge we cope, 
In the silence between breaths, we reset."
cycles,TRUE,figurative,"The moon rises soft, yet shadows conspire. 
The moon brings whispers, sweet as old regret. 
The moon brings whispers, sweet as old regret. 
Yet shadows weave a tapestry of pain. 
Yet shadows thread the laughter's loudest strain. 
The laughter holds the secrets we've concealed. 
The laughter roots in soil once over-tilled. 
The soil remembers dreams that slipped away. 
The dreams were bitter truths we tried to tame. 
The truths unravel like a threadbare seam. 
The threadbare seam reveals our hearts in flight. 
Our hearts were pounding in the dead of night. 
In the dead of night we find what we seek. 
We find that longing dances just like fire. 
The moon rises soft, yet shadows conspire."
cycles,TRUE,specific,"In the cluttered attic, dust speaks of time. 
In the shadows linger whispers of my youth. 
In the shadows linger whispers of my youth. 
Old letters curl, ink fading like lost truth. 
Old letters curl, my heart clenched in their grasp. 
Memories weave through cobwebs, bittersweet. 
Memories weave through cobwebs, bittersweet— 
The scent of hopes, now moth-eaten and torn. 
The scent of hopes, like faded summer skies, 
Beneath packed boxes, dreams gather dust and sigh. 
Beneath packed boxes, the light hardly shows— 
Forgotten toys whisper of laughter and joy. 
Forgotten toys once held the worlds we would choose. 
The joy of those days haunts the stillness here, 
In the cluttered attic, dust speaks of time."
desire & passion,TRUE,general,"In the heat of longing, shadows entwine, 
In the light of passion, I trace the lines. 
In the light of passion, I trace the lines, 
Every edge a whisper, drawing me closer. 
Every edge a whisper, drawing me closer, 
Yet the walls keep secrets of what we cannot hold. 
Yet the walls keep secrets of what we cannot hold, 
A truth hidden deeper than the skin can feel. 
A truth hidden deeper than the skin can feel, 
Sparks caught in a silence, aching to break free. 
Sparks caught in a silence, aching to break free, 
With every breath I take, I drown in the fire. 
With every breath I take, I drown in the fire, 
And in that blaze, I find my heart's great desire. 
In the heat of longing, shadows entwine."
desire & passion,TRUE,figurative,"I crave the spark that turns the night to fire. 
I yearn for heat that shapes the world around. 
I yearn for heat that shapes the world around. 
I long for flames that summer skies have found. 

The pulse that rises from the soil, a choir, 
Wraps tightly 'round my heart like woven sound. 
Wraps tightly 'round my heart like woven sound, 
It dances fierce, then leaves me unbound. 

With whispers that ignite the air much higher, 
I chase the shadows, high as hopes unground. 
I chase the shadows, high as hopes unbound, 
Yet in the twilight, quiet thoughts compound. 

To hold the echoes that the dark inspires, 
To navigate the lines where love is drowned, 
To navigate the lines where love is drowned, 
I crave the spark that turns the night to fire."
desire & passion,TRUE,specific,"In the dusk, I hear the train's slow song. 
The echo of its whistle pulls me back. 
The echo of its whistle pulls me back, 
To summer nights when longing sang along. 
To summer nights, a thread of heat so tight, 
And every pause was like a breath we'd save. 
And every pause was like a breath we'd save, 
Our fingers danced like flames beneath the light. 
Our fingers danced like flames, the world so hushed, 
Your laughter wrapped around me like a shroud, 
Your laughter wrapped around me like a shroud, 
But whispers lingered, dreams too fierce to trust. 
But whispers lingered, lost beneath the stars, 
In the dusk, I hear the train's slow song."
doubt & contemplation,TRUE,general,"In doubt, I find the shadows of my dreams. 
In doubt, I weave the silence into screams. 
In doubt, I weave the silence into screams. 
I grapple with the weight of what it seems. 
Yet certainty is fragile at the seams, 
And truth is just a line traced at extremes. 
The night holds secrets, tangled as moonbeams, 
Each thought a river crossing darkened streams. 
I step inside the echo of my themes, 
Where every whisper stirs and softly gleams. 
I search for comfort in what rarely deems 
To hold me close—a hope that slowly teems. 
But in the room where heart and silence team, 
In doubt, I find the shadows of my dreams."
doubt & contemplation,TRUE,figurative,"In shadows, what I seek is lost to me, 
In silence, every echo hides the truth, 
In silence, every echo hides the truth, 
Yet whispers dance on edges of the roof. 
Yet underneath the weight of soundless dreams, 
Yet underneath, the heart knows how to scream. 
The heart knows how to scream beneath the night, 
The heart knows how to scream when in plain sight. 
When in plain sight, I stagger, face to face, 
When in plain sight, I question my own grace. 
I question my own grace, the mask I wear, 
I question my own grace; do I still care? 
Do I still care, while shadows tease the dawn? 
In shadows, what I seek is lost to me."
doubt & contemplation,TRUE,specific,"In the corner of the room at dusk, 
Faint shadows whisper stories of the lost. 
Faint shadows whisper stories of the lost, 
Echoes of laughter haunt like love’s ghost. 
Echoes of laughter haunt like love’s ghost, 
Where memories linger, heavy with time. 
Where memories linger, heavy with time, 
Fingers trace the air, searching for the rhyme. 
Fingers trace the air, searching for the rhyme, 
Yet silence answers back with weighty sighs. 
Yet silence answers back with weighty sighs, 
Every question tumbles, rolling like dice. 
Every question tumbles, rolling like dice, 
And regret hangs like a painting's torn frame. 
And regret hangs like a painting's torn frame, 
In the corner of the room at dusk."
family & ancestors,TRUE,general,"In shadows where my ancestors once stood, 
Their whispers weave through branches of my past. 
Their whispers weave through branches of my past, 
Yet memories bend like light in fading wood. 

I search the roots for stories too vast, 
Yet find a silence pressing, heavy, hushed. 
Yet find a silence pressing, heavy, hushed, 
And echoes press against the heart, amassed. 

This longing coils around my mind like dust, 
Yet still I rise, a flame against the gray. 
Yet still I rise, a flame against the gray, 
In every heartbeat, know we’re born to trust. 

With every step, I trace a hidden way, 
Their stories live in me, as I have stood. 
Their stories live in me, as I have stood, 
In shadows where my ancestors once stood."
family & ancestors,TRUE,figurative,"In whispers, I find echoes of my past, 
In shadows, seeds of joy and sorrow grow. 
In shadows, seeds of joy and sorrow grow, 
In petals, the fragrance of love’s embrace. 
In petals, the fragrance of love’s embrace, 
In laughter, the ghosts of forgotten dreams. 
In laughter, the ghosts of forgotten dreams, 
In silence, a promise that time can mend. 
In silence, a promise that time can mend, 
In light’s glow, I stumble through memories. 
In light’s glow, I stumble through memories, 
In rivers, the stories that flow like songs. 
In rivers, the stories that flow like songs, 
In moments, they linger where heartbeats dwell. 
In whispers, I find echoes of my past."
family & ancestors,TRUE,specific,"In the attic, dust dances like memories, 
In the attic, old trunks hum family tales, 
In the attic, old trunks hum family tales, 
Bits of longing wrapped in sepia veils. 
A shadow flits past, whispering sweet lore, 
A shadow flits past, tracing hands gone cold. 
An old mirror echoes voices of yore, 
An old mirror reflects a story told. 
Creaking floorboards mourn, the past slips away, 
Creaking floorboards mourn, they know time’s soft grip. 
The lace doilies cradle a heart in sway, 
The lace doilies rest, mere ghosts in a slip. 
I hold my breath while shadows swirl and churn, 
I hold my breath, the unspoken returns. 
In the attic, dust dances like memories."
gender & sexuality,TRUE,general,"In every shadow, a song unsung, 
A whisper tells of what I’ve never sung. 
A whisper tells of tears caught in the throat, 
Tears caught in the light, where I mask my face. 
Tears caught in the comfort of a safe space, 
Where love’s a question wrapped in silk and rope. 
Where love sits heavy, a weight on my chest, 
A weight that knows the ache of yearning hearts. 
A weight like the silence when colors collide, 
Silence unwritten, sparking what feels right. 
Silence is filled with all I can’t admit, 
Filled with old fears that rise like rising smoke. 
Filled with the truth that there’s strength in my song, 
In every shadow, a song unsung."
gender & sexuality,TRUE,figurative,"I wear the light like a cloak in silence. 
I cloak my heart with thoughts that break the dawn. 
I cloak my heart with thoughts that break the dawn. 
The dawn unveils a truth the night once hid. 

The night once hid my secret song of love, 
A song of love that floats where shadows dance. 
A song of love that floats where shadows dance, 
The shadows whisper tales of what is pure. 

What is pure? The ache of wanting more, 
Wanting more than soft shaped smiles that betray. 
Wanting more than soft shaped smiles that betray, 
Betray the ache, yet fill the empty space. 

The empty space now swells with hope and fear, 
Hope and fear entwined like hands on my skin. 
Hope and fear entwined like hands on my skin, 
My skin reveals the light I wear in silence."
gender & sexuality,TRUE,specific,"In a dim-lit bar, the whiskey speaks loud, 
The glass holds stories of hearts unconfined. 
The glass holds stories of hearts unconfined. 
An echo's whisper grips what fate resigned. 

In shadows, silhouettes twist like the light, 
To bare the truth of touch that can betray. 
To bare the truth of touch that can betray, 
In shades of longing, we dance and decay. 

The jukebox plays the blues of those unseen, 
Each note a fragment of desire’s fire. 
Each note a fragment of desire’s fire, 
A bitter sweetness we can’t quite retire. 

And there, in chaos, love knows no strict bounds, 
We break the chains of what defines our hearts. 
We break the chains of what defines our hearts, 
In a dim-lit bar, the whiskey speaks loud."
greek & roman mythology,TRUE,general,"In shadows of gods, the whispers awaken, 
The age-old tales hold the weight of our souls. 
The age-old tales hold the weight of our souls, 
Yet they offer strength to mend broken roles. 
Yet they carve the paths in the night we roam, 
As echoes of thunder, a heart calls for home. 
As echoes of thunder, a heart calls for home, 
Yet beauty can bloom from the ashes of foam. 
Yet love's sweet embrace can deceive in the dark, 
Like Icarus soaring, we ignore the spark. 
Like Icarus soaring, we ignore the spark, 
Dare to dance on the edge, but with fate we embark. 
Dare to dance on the edge, but with fate we embark, 
In shadows of gods, the whispers awaken."
greek & roman mythology,TRUE,figurative,"In shadows chant the whispers of the gods, 
In shadows dance the fate of mortal hearts. 
In shadows chant the whispers of the gods, 
In darkness, hear the love that haunts the arts. 
Across the sky, their stories spin like threads, 
Across the sea, they weave in aching dreams. 
Across the sky, their stories spin like threads, 
Through tempest winds, the truth is not what seems. 
With heavy crowns, they revel in our plight, 
With heavy hands, we echo every sigh. 
With heavy crowns, they revel in our plight, 
Yet hope ignites where broken spirits cry. 
As echoes fade, so do the legends swell, 
The past, a river deep with silent wails. 
As echoes fade, the wishes weave their spell, 
In shadows chant the whispers of the gods."
greek & roman mythology,TRUE,specific,"In the garden where shadows whisper secrets, 
In the moonlight, the stone statues beckon. 
In the moonlight, the stone statues beckon, 
Echoes of gods carved in mistakes and lessons. 
Echoes of gods carved in mistakes and lessons, 
Mosaic of dreams laid bare under twilight. 
Mosaic of dreams laid bare under twilight, 
Cloaked in the whispers of lovers unseen. 
Cloaked in the whispers of lovers unseen, 
Where Orpheus strums to conjure a heart lost. 
Where Orpheus strums to conjure a heart lost, 
Notes slip through fingers like water through hands. 
Notes slip through fingers like water through hands, 
Every drop, a promise made in soft silences. 
In the garden where shadows whisper secrets."
history & politics,TRUE,general,"In shadows where the lost stories linger, 
In silence, we crave the truth like a flame. 
In silence, we crave the truth like a flame. 
Yet whispers of power drown out the name. 

Each echo of history, thick with sorrow, 
Each echo, a wound that bleeds in the night. 
Each echo hides wisdom behind the hollow. 
Are we the ghosts who’ve taught wrong from right? 

Our candles flicker, the past still glowing, 
Our candles flicker, yet darkness persists. 
Yet darkness persists, haunting what we’re knowing. 
Can we rewrite the tales in the mist? 

The history is inked in our heartbeat. 
The history, a burden we reclaim. 
In shadows where the lost stories linger."
history & politics,TRUE,figurative,"In shadows, whispers craft the tales we know. 
In whispers, echoes bleed from truths we fear. 
In echoes, every heart beats far too slow, 
In beats, the time pulls tight, a jagged spear. 

A jagged spear of choice and consequence, 
The choice cloaked in a shroud of old regret. 
An old regret, it lingers in the tense, 
In tenses lost, our voices break, upset. 

Upset the grave where dreams both rise and fall, 
Where rise ignites a spark, igniting flame. 
A spark will catch the silence, smothered thrall, 
In silence, all the players share the blame. 

The players turn, the stage—a fickle show. 
A fickle show, the first and last encore. 
In shadows, whispers craft the tales we know."
history & politics,TRUE,specific,"In the attic, the dust weeps for the past, 
In the attic, histories whisper their names. 
A soft rustle in corners where memories last, 
Yet silence shouts louder than embers or flames. 

A faded photograph peeks from its frame, 
Yet silence shouts louder than dreams left unchased. 
The faces that smile are worn down with blame, 
Even joy in that moment becomes bittersweet haste. 

A broken clock ticks on the wall like despair, 
Even joy in that laughter was never quite safe. 
The minutes betray what we gather with care, 
Echoes of footsteps, the past their grave waif. 

“Look at what we held and what slipped from our hands,"" 
Echoes of footsteps, the past their grave waif. 
In the attic, the dust weeps for the past."
home life,TRUE,general,"In the quiet shadows, my heart holds its breath, 
Home sometimes feels like a place out of reach. 
Home sometimes feels like a place out of reach— 
It laughs in the hallways where memories creep. 

Echoes of disruption, a love we can’t claim, 
The walls wear their whispers like a second skin. 
The walls wear their whispers, familiar but strange, 
Every word a reminder of joy wrapped in sin. 

I trace the edges of us where we collide, 
Beneath every surface, a tension so deep. 
Beneath every surface, the cracks show our pride, 
Longing for warmth, but we’re colder than sleep. 

I often return to the heart of this strife, 
In the quiet shadows, my heart holds its breath."
home life,TRUE,figurative,"The walls whisper secrets only I hear, 
A refuge where laughter and sorrow blend. 
A refuge where laughter and sorrow blend, 
In stillness, the shadows begin to steer. 

The crest of joy bends low like a heavy weight, 
Yet moments dangle like stars in dark skies. 
Yet moments dangle like stars in dark skies, 
Silence hums low, a tune I must negotiate. 

Echoes stretch, a tale woven in our bones, 
When words dissolve, the heart learns to confide. 
When words dissolve, the heart learns to confide, 
Hope and despair dance, but never alone. 

The past gnaws gently, a song that won’t fade; 
Companions of light wrestle with shades of doubt. 
Companions of light wrestle with shades of doubt, 
The walls whisper secrets only I hear."
home life,TRUE,specific,"In the kitchen light, I find my mother, 
A phantom figure, stirring shadows slow. 
A phantom figure, stirring shadows slow, 
Her laughter lingers like an old refrain. 
Her laughter lingers, echoes in the night, 
While pots simmer softly on the stove’s heat. 
While pots simmer softly, memories boil, 
I chase the warmth of words left unspoken. 
I chase the warmth of words left unspoken, 
Through cracks in plaster, history whispers. 
Through cracks in plaster, I taste bitter dreams, 
And know that silence wears a heavy shroud. 
And know that silence wears a heavy shroud, 
Yet still we gather, seeking light and bread. 
Yet still we gather in the kitchen light, 
In the kitchen light, I find my mother."
hope,TRUE,general,"In the quiet dark, I found a spark of hope, 
In shadows deep, a flicker fights to cope. 
In shadows deep, a flicker fights to cope, 
Each heartbeat shows me stars beyond the slope. 

With every breath, a promise redefined, 
Where dreams once slipped, I grasp what I can find. 
Where dreams once slipped, I grasp what I can find, 
Hope builds its bridge through memories intertwined. 

Still, time may carve the pain into my skin, 
Yet through each scar, a light begins to spin. 
Yet through each scar, a light begins to spin, 
As dawn unfolds, my spirit finds its grin. 

The night was long, but now the morning blooms, 
I carry warmth, though shadows hold their gloom. 
I carry warmth, though shadows hold their gloom, 
In the quiet dark, I found a spark of hope."
hope,TRUE,figurative,"In shadows deep, a spark can light the way. 
In dreams, we find the stars that dim our day. 
In dreams, we find the stars that dim our day, 
Yet in the dark, the night's embrace can stay. 

Each moment whispers of what we might lose, 
Each tear a melody, a haunting blues. 
Each tear a melody, a haunting blues, 
And yet, the rhythm sways like morning dew. 

I search for echoes in the silence deep, 
I search for echoes held in thoughts I keep. 
Like tides that pull the heart to shore from sleep, 
Or whispers soft that promise not to weep. 

I faced the dawn with shadows in my way, 
And gazing up, I found the sun’s warm ray. 
In shadows deep, a spark can light the way."
hope,TRUE,specific,"In the quiet dawn, my breath held tight, 
A single leaf dances, caught in the light. 
A single leaf dances, caught in the light, 
As shadows stretch, the darkness takes flight. 

A moment’s pause, the world feels so wide, 
The sun’s soft glow whispers, “Don’t hide, don’t hide.” 
The sun’s soft glow whispers, “Don’t hide, don’t hide,” 
Yet in my chest, a storm that won’t subside. 

The storm inside speaks low but clear to me, 
Things pass like clouds, their weight still to be. 
Things pass like clouds, their weight still to be, 
While morning paints the sky, it sets me free. 

It sets me free, this dance of time and pain, 
The leaf twirls once more, a fleeting refrain. 
A fleeting refrain, its hues bold and bright, 
In the quiet dawn, my breath held tight."
