subject,with_brown,prompt_type,poem_text,,,
weather,TRUE,figurative,"The storm arrives when I least expect change.
The storm arrives when I least expect change.
My heart breaks open like unexpected rain.
My heart breaks open like unexpected rain.
These tears fall harder than the drought allows.
These tears fall harder than the drought allows.
The thunder speaks what silence never could.
The thunder speaks what silence never could.
Lightning illuminates my hidden fears.
Lightning illuminates my hidden fears.
The wind strips leaves from all my careful plans.
The wind strips leaves from all my careful plans. After the deluge, something new takes root.
After the deluge, something new takes root.
The storm arrives when I least expect change.",,,
weather,TRUE,specific,"

The radio crackles with tomorrow's storm.
The radio crackles with tomorrow's storm.
Static fills the spaces where we used to talk.
Static fills the spaces where we used to talk.
Your silence thunders louder than the rain.
Your silence thunders louder than the rain.
I memorize the pattern of your leaving.
I memorize the pattern of your leaving.
Each goodbye rehearsed like weather reports.
Each goodbye rehearsed like weather reports.
The barometer drops with my heart's pressure.
The barometer drops with my heart's pressure.
I board the windows of what we once were.
I board the windows of what we once were.
The radio crackles with tomorrow's storm.",,,
youth,TRUE,general,"

We thought our hearts could hold the whole wide world.
We thought our hearts could hold the whole wide world.
But weight like that will break you, leave you curled
But weight like that will break you, leave you curled
Around the dreams that promised they'd unfurl.
Around the dreams that promised they'd unfurl,
We waited for our lives to start their swirl.
We waited for our lives to start their swirl,
Not knowing we were already the pearl.
Not knowing we were already the pearl,
We searched for something precious we could twirl.
We searched for something precious we could twirl
Between our eager fingers, watch it whirl.
Between our eager fingers, watch it whirl—
We thought our hearts could hold the whole wide world.",,,
youth,TRUE,figurative,"

At seventeen, I thought I held forever
At seventeen, I thought I held forever
The weight of wanting crushed my tender bones
The weight of wanting crushed my tender bones
I mistook breaking for becoming whole
I mistook breaking for becoming whole
Each scar a story I was proud to tell
Each scar a story I was proud to tell
Until the mirror showed me someone else
Until the mirror showed me someone else
Time teaches lessons that we never choose
Time teaches lessons that we never choose
The girl I was now walks in different shoes
The girl I was now walks in different shoes
At seventeen, I thought I held forever",,,
youth,TRUE,specific,"

The sticky quarters burned my teenage palms
The sticky quarters burned my teenage palms—
Each coin a small betrayal of my dreams
Each coin a small betrayal of my dreams
While classmates drove to beaches, lived their schemes
While classmates drove to beaches, lived their schemes
I scooped vanilla under fluorescent light
I scooped vanilla under fluorescent light
And watched my summer dissolve, cone by cone
And watched my summer dissolve, cone by cone
As mothers paid with bills I'd never own
As mothers paid with bills I'd never own
Their children sticky-faced and summer-free
Their children sticky-faced and summer-free
I envied what I thought I used to be
I envied what I thought I used to be—
The sticky quarters burned my teenage palms",,,
abuse,FALSE,general,"
The bruises fade but memory holds the pain
In whispered rooms where no one dares to speak

In whispered rooms where no one dares to speak
The children learn that love can look like fear

The children learn that love can look like fear
While neighbors close their blinds and turn away

While neighbors close their blinds and turn away
A voice grows stronger through the breaking night

A voice grows stronger through the breaking night
And finds the courage hidden in the heart

And finds the courage hidden in the heart
The power to reclaim what was once lost

The power to reclaim what was once lost
Transforms the silence into healing song

Transforms the silence into healing song
The bruises fade but memory holds the pain",,,
abuse,FALSE,figurative,"
The bruises fade but never truly heal,
each mark a story that she'll never tell.
Each mark a story that she'll never tell
the neighbors see but choose to look away.
The neighbors see but choose to look away,
their silence heavy as her hidden pain.
Their silence heavy as her hidden pain,
she learns to smile while dying deep inside.
She learns to smile while dying deep inside,
and makes excuses for his gentle hands.
And makes excuses for his gentle hands
that yesterday were fists against her skin.
That yesterday were fists against her skin
the bruises fade but never truly heal.",,,
abuse,FALSE,specific,"
She learned to flinch before the door slammed shut.
Her mother's voice still echoes in her head.

Her mother's voice still echoes in her head:
""You're worthless, stupid why can't you be good?""

""You're worthless, stupid why can't you be good?""
Now twenty years have passed since she moved out.

Now twenty years have passed since she moved out,
but still she apologizes for taking space.

But still she apologizes for taking space,
her shoulders curved inward like a question mark.

Her shoulders curved inward like a question mark,
she wonders if love comes with conditions.

She wonders if love comes with conditions 
she learned to flinch before the door slammed shut.",,,
activities,FALSE,general,"
We wake to routines that shape our days,
brushing teeth while coffee brews below.
Brushing teeth while coffee brews below,
we scroll through news and weather's ways.
We scroll through news and weather's ways,
then dress for work or weekend's flow.
Then dress for work or weekend's flow,
we step outside where sunlight plays.
We step outside where sunlight plays
on sidewalks worn by countless shows.
On sidewalks worn by countless shows,
we join the world's familiar maze.
We join the world's familiar maze
we wake to routines that shape our days.",,,
activities,FALSE,figurative,"
We wake to tasks that call us from our dreams,
The morning light reveals what must be done.
The morning light reveals what must be done
Coffee brewing, children's voices rise.

Coffee brewing, children's voices rise
Above the hum of washing machines.
Above the hum of washing machines,
We fold our lives in neat, repeated squares.

We fold our lives in neat, repeated squares,
Each chore a stitch in time's unending seam.
Each chore a stitch in time's unending seam
We wake to tasks that call us from our dreams.",,,
activities,FALSE,specific,"
The whistle pierces morning air like hope,
Small bodies surge across the dewy field.

Small bodies surge across the dewy field,
Their cleats leave marks in earth still soft with night.

Their cleats leave marks in earth still soft with night,
While parents clutch their coffee, breath in clouds.

While parents clutch their coffee, breath in clouds,
The coach calls out instructions, voice grown hoarse.

The coach calls out instructions, voice grown hoarse,
As children chase the ball in joyful swarms.

As children chase the ball in joyful swarms,
They learn that trying matters more than winning.

They learn that trying matters more than winning,
The whistle pierces morning air like hope.",,,
arts & sciences,FALSE,general,"
The artist's brush meets the chemist's flame,
Both seeking truth in different ways.
Both seeking truth in different ways,
The lab and studio share the same.

The lab and studio share the same
Devotion to the mystery of creation.
Devotion to the mystery of creation
Drives the physicist and poet's claim.

Drives the physicist and poet's claim
That beauty lives in pattern and in form.
That beauty lives in pattern and in form
The golden ratio, the perfect frame.

The golden ratio, the perfect frame
Where mathematics dances with design.
Where mathematics dances with design,
The artist's brush meets the chemist's flame.",,,
arts & sciences,FALSE,figurative,"
In petri dishes, colors bloom like thought made visible,
Where logic meets the brush, new worlds take shape.

Where logic meets the brush, new worlds take shape,
The microscope reveals what painters always knew.

The microscope reveals what painters always knew
That beauty lives in patterns small and vast.

That beauty lives in patterns small and vast,
From DNA's spiral to the dancer's leap.

From DNA's spiral to the dancer's leap,
Equations sing in frequencies of light.

Equations sing in frequencies of light,
While poets chart the constellations of the heart.

While poets chart the constellations of the heart,
In petri dishes, colors bloom like thought made visible.",,,
arts & sciences,FALSE,specific,"
Through the telescope, Saturn's rings appear as thin gold wire.
The astronomer sketches what mathematics cannot hold.

The astronomer sketches what mathematics cannot hold
each cratered shadow, each storm's swirling signature.

Each cratered shadow, each storm's swirling signature
becomes a watercolor wash of amber and steel.

Becomes a watercolor wash of amber and steel,
the cosmos rendered in pigment and wonder.

The cosmos rendered in pigment and wonder,
numbers dancing with brushstrokes across the page.

Numbers dancing with brushstrokes across the page,
art and science married in the pre-dawn light.

Art and science married in the pre-dawn light
through the telescope, Saturn's rings appear as thin gold wire.",,,
christianity,FALSE,general,"
In the beginning was the Word, they say,
and darkness fled before the morning light.

The faithful gather still to kneel and pray,
and darkness fled before the morning light.

Through stained glass windows, hope finds its way
to hearts that wrestle through the longest night.

Through stained glass windows, hope finds its way
in the beginning was the Word, they say.

To hearts that wrestle through the longest night,
the faithful gather still to kneel and pray.
",,,
christianity,FALSE,figurative,"
The cross stands bare against the morning sky,
Its shadow falls where broken hearts seek peace.

Its shadow falls where broken hearts seek peace,
And find in stillness what the world denies.

And find in stillness what the world denies
That love can conquer death's unyielding reign.

That love can conquer death's unyielding reign
Is written in the wounds that made us whole.

Is written in the wounds that made us whole,
The story of a carpenter's dear son.

The story of a carpenter's dear son
Echoes through cathedrals built of prayer.

Echoes through cathedrals built of prayer,
The cross stands bare against the morning sky.",,,
christianity,FALSE,specific,"
The water blushed to wine at His command,
six stone jars waiting by the wedding feast.

Six stone jars waiting by the wedding feast
the servants knew before the master tasted.

The servants knew before the master tasted
that ordinary had become the best.

That ordinary had become the best
was His first sign, though few could understand.

Was His first sign, though few could understand
the water blushed to wine at His command?",,,
chronic illness,FALSE,general,"
This body carries what the eye can't see
A constellation of invisible scars.
Each morning brings familiar company:
A constellation of invisible scars
That map the territory of chronic pain.
The world moves fast while I count every star,
That maps the territory of chronic pain
Where rest becomes a guilty, stolen thing.
The world moves fast while I count every star;
Where rest becomes a guilty, stolen thing,
I learn to measure strength in smaller ways.
Some days I'm water, others I'm the wing
I learn to measure strength in smaller ways.
This body carries what the eye can't see.",,,
chronic illness,FALSE,figurative,"
Some mornings I wake up a stranger to myself,
my bones speaking languages I never learned.

My bones speak languages I never learned
fatigue, a dialect of lead and fog.

Fatigue speaks its dialect of lead and fog
while others plan their bright tomorrows.

While others plan their bright tomorrows,
I measure days in pills and careful steps.

I measure days in pills and careful steps,
each one a small negotiation with pain.

Each one a small negotiation with pain,
this body that betrays and still sustains.

This body that betrays and still sustains
teaches me new words for endurance.

It teaches me new words for endurance
some mornings I wake up a stranger to myself.",,,
chronic illness,FALSE,specific,"
The barometer drops and my joints start to ache
this body, a forecast I cannot ignore.

This body, a forecast I cannot ignore,
predicts storms three days before they arrive.

Predicts storms three days before they arrive,
my inflammation rising like mercury.

My inflammation rising like mercury,
I learn to read clouds in my swollen hands.

I learn to read clouds in my swollen hands,
the way others check apps for tomorrow's rain.

The way others check apps for tomorrow's rain,
I measure fatigue against the morning light.

I measure fatigue against the morning light
the barometer drops and my joints start to ache.",,,
crime & punishment,FALSE,general,"
The gavel falls with thunderous certainty,
yet doubt creeps through the courthouse halls at night.

Yet doubt creeps through the courthouse halls at night
can mortal judgment ever make things right?

Can mortal judgment ever make things right
when victims' pain cuts deeper than the law?

When victims' pain cuts deeper than the law,
revenge disguised as justice takes its hold.

Revenge disguised as justice takes its hold,
but chains that bind the guilty bind us all.

But chains that bind the guilty bind us all
the gavel falls with thunderous certainty.",,,
crime & punishment,FALSE,figurative,"
The gavel falls like thunder in the night,
While justice wears her blindfold, cold and still.

While justice wears her blindfold, cold and still,
The guilty walk in shadows, seeking light.

The guilty walk in shadows, seeking light,
Behind the bars where broken spirits dwell.

Behind the bars where broken spirits dwell,
Time moves like water through a rusted mill.

Time moves like water through a rusted mill,
The victims' voices echo, sharp and shrill.

The victims' voices echo, sharp and shrill,
As mercy battles vengeance for what's right.

As mercy battles vengeance for what's right,
The gavel falls like thunder in the night.",,,
crime & punishment,FALSE,specific,"
She slips the lipstick in her coat with trembling hands,
The store detective watches from aisle three.

The store detective watches from aisle three,
Her heartbeat echoes louder than she planned.

Her heartbeat echoes louder than she planned,
The exit door seems miles away from here.

The exit door seems miles away from here,
The handcuffs click like locks she understands.

The handcuffs click like locks she understands,
Her daughter's lunch money still costs too much.

Her daughter's lunch money still costs too much,
She slips the lipstick in her coat with trembling hands.",,,
cycles,FALSE,general,"
The seasons turn as they have always done,
from spring's bright hope to winter's silent rest.
From spring's bright hope to winter's silent rest,
the earth completes what time has long begun.

The earth completes what time has long begun
each dawn that breaks, each star-filled evening blessed.
Each dawn that breaks, each star-filled evening blessed
reminds us how all endings are outrun.

Reminds us how all endings are outrun
by morning light that pierces through the test.
By morning light that pierces through the test,
we learn that every finish has begun.

We learn that every finish has begun
the seasons' turn as they have always done.",,,
cycles,FALSE,figurative,"
The seasons turn as they have always turned,
and we, like leaves, must fall to rise again.
And we, like leaves, must fall to rise again
each death contains the seed of what's to come.
Each death contains the seed of what's to come,
while morning light dissolves the darkest hour.
While morning light dissolves the darkest hour,
the moon retreats to let the sun hold sway.
The moon retreats to let the sun hold sway,
then claims the sky when daylight starts to fade.
Then claims the sky when daylight starts to fade
so hearts that break will somehow learn to mend.
So hearts that break will somehow learn to mend,
as seasons turn the way they've always turned.",,,
cycles,FALSE,specific,"
The tide retreats, leaves mirrors in the stone,
where hermit crabs drag castles on their backs.

Where hermit crabs drag castles on their backs,
anemones unfurl like underwater suns.

Anemones unfurl like underwater suns,
then close when shadows of the gulls pass over.

Then close when shadows of the gulls pass over
the sea returns to claim what it had lent.

The sea returns to claim what it had lent,
erasing every footprint from the sand.

Erasing every footprint from the sand,
the tide retreats, leaves mirrors in the stone.",,,
desire & passion,FALSE,general,"
Your touch ignites a fire I cannot name,
Each kiss a spark that sets my world ablaze.

Each kiss a spark that sets my world ablaze
I crave the heat that drives away all shame.

I crave the heat that drives away all shame,
This wild hunger that time cannot erase.

This wild hunger that time cannot erase
Burns bright as stars through night's consuming haze.

Burns bright as stars through night's consuming haze,
Your touch ignites a fire I cannot name.",,,
desire & passion,FALSE,figurative,"
We are bodies built for burning bright,
Your touch ignites what words cannot say.

Your touch ignites what words cannot say
This hunger carved in midnight's embrace.

This hunger carved in midnight's embrace
Pulls me deeper than the ocean's call.

Pulls me deeper than the ocean's call,
My heart beats wild against your chest.

My heart beats wild against your chest,
We drown in fire, we drown in want.

We drown in fire, we drown in want,
We are bodies built for burning bright.",,,
desire & passion,FALSE,specific,"
The chocolate melts slow on my eager tongue,
Dark sweetness pooling where my teeth have pressed.

Dark sweetness pooling where my teeth have pressed,
I break another square, my will undone.

I break another square, my will undone
This craving owns me more than I confess.

This craving owns me more than I confess,
Each bitter note a prayer I've always sung.

Each bitter note a prayer I've always sung
Against the kitchen's fluorescent-lit guilt.

Against the kitchen's fluorescent-lit guilt,
I savor what my conscience would arrest.

I savor what my conscience would arrest:
The chocolate melts slow on my eager tongue.",,,
doubt & contemplation,FALSE,general,"
The questions multiply like shadows at dusk,
each answer birthing three more in its wake.

Each answer birthing three more in its wake
I trace the edges of what I don't know.

I trace the edges of what I don't know,
mapping the borders of my ignorance.

Mapping the borders of my ignorance,
I find the territory larger than I thought.

I find the territory larger than I thought.
Maybe unknowing is its own kind of gift.

Maybe unknowing is its own kind of gift
this space where wonder still has room to grow.

This space where wonder still has room to grow
expands beyond the shadows and the dusk.

The questions multiply like shadows at dusk.
This space where wonder still has room to grow.",,,
doubt & contemplation,FALSE,figurative,"
The mind turns circles in the quiet hours,
each thought a pebble dropped in still water.

Each thought a pebble dropped in still water
ripples expand then fade to nothing clear.

Ripples expand then fade to nothing clear.
What truths lie buried beneath certainty?

What truths lie buried beneath certainty?
The heart knows more than words can ever say.

The heart knows more than words can ever say,
yet silence offers no relief from wonder.

Yet silence offers no relief from wonder.
In darkness, questions bloom like night flowers.

In darkness, questions bloom like night flowers.
The mind turns circles in the quiet hours.",,,
doubt & contemplation,FALSE,specific,"
The diving board trembles beneath my feet.
I've climbed these rungs a thousand times in dreams.

I've climbed these rungs a thousand times in dreams,
but never felt the pool stretch out so far.

The pool below stretches impossibly far
my friends call out like distant summer birds.

My friends call out like distant summer birds,
their voices thin as courage in the wind.

My voice grows thin, my courage starts to wind
back down the ladder, rung by rung, retreat.

Back down the ladderno. I will not retreat.
The diving board grows steady beneath my feet.",,,
family & ancestors,FALSE,general,"
My grandmother's hands live on in mine,
Her calluses soft as whispered prayers.
Her calluses, soft as whispered prayers,
Hold stories that time cannot erase.

Hold stories that time cannot erase
The way she hummed while kneading bread.
The way she hummed while kneading bread
Still echoes in my kitchen now.

Still echoes in my kitchen now,
Her voice, her love, her gentle ways.
Her voice, her love, her gentle ways
Flow through my veins like ancient wine.

Flow through my veins like ancient wine,
My grandmother's hands live on in mine.",,,
family & ancestors,FALSE,figurative,"
The blood that flows through me has traveled far
from hands that worked the soil in distant lands.

From hands that worked the soil in distant lands,
their stories live in how I hold my own.

Their stories live in how I hold my own
each gesture carries forward what they gave.

Each gesture carries forward what they gave:
the way I tilt my head when deep in thought.

The way I tilt my head when deep in thought
mirrors my grandmother's quiet contemplation.

Mirrors my grandmother's quiet contemplation,
I find her wisdom settling in my bones.

I find her wisdom settling in my bones,
the blood that flows through me has traveled far.",,,
family & ancestors,FALSE,specific,"
My grandmother's hands could coax bread from stone,
kneading stories into every rising loaf.
Kneading stories into every rising loaf,
she taught me hunger was never about food.

She taught me hunger was never about food
it was the ache for home across an ocean.
It was the ache for home across an ocean
that made her plant tomatoes in tin cans.

That made her plant tomatoes in tin cans
until she found soil that would hold her roots.
Until she found soil that would hold her roots,
she carried recipes like sacred prayers.

She carried recipes like sacred prayers,
measuring love in pinches, dashes, heaps.
Measuring love in pinches, dashes, heaps,
now I shape the same dough with her fingers.

Now I shape the same dough with her fingers
my grandmother's hands could coax bread from stone.",,,
gender & sexuality,FALSE,general,"
Some days I am the question, some days the reply,
shifting through pronouns like light through a prism.
Shifting through pronouns like light through a prism,
each facet reveals what was always inside.

Each facet reveals what was always inside
desire that blooms beyond binary borders.
Desire that blooms beyond binary borders
writes love letters in languages undefined.

Love letters in languages undefined
speak truths that bodies have always known.
These truths that bodies have always known
dance freely when shame finally dies.

Dancing freely when shame finally dies,
some days I am the question, some days the reply.",,,
gender & sexuality,FALSE,figurative,"
The mirror holds a stranger's face each dawn,
while whispers question who I'm meant to be.

While whispers question who I'm meant to be,
I trace the edges of my truest form.

I trace the edges of my truest form
through borrowed clothes and names that never fit.

Through borrowed clothes and names that never fit,
my heart beats rhythms only I can hear.

My heart beats rhythms only I can hear
love's language written in a script I choose.

Love's language written in a script I choose
defies the boxes others built for me.

Defies the boxes others built for me,
the mirror holds a stranger's face each dawn.",,,
gender & sexuality,FALSE,specific,"
The taste of strawberry gloss on nervous lips
your hand found mine beneath the bleacher seats.

Your hand found mine beneath the bleacher seats,
while cheerleaders spelled out victory above.
While cheerleaders spelled out victory above,
I learned that love doesn't follow their routines.

I learned that love doesn't follow their routines,
how wanting you felt natural as breathing.
How wanting you felt natural as breathing,
despite what Sunday sermons tried to teach.

Despite what Sunday sermons tried to teach,
your kiss became my first honest prayer.
Your kiss became my first honest prayer
the taste of strawberry gloss on nervous lips.",,,
greek & roman mythology,FALSE,general,"
The gods dwell high on marble thrones of cloud,
Their ancient stories echoing through time.
Their ancient stories echoing through time
Still whisper truths we've never quite disowned.

Still whisper truths we've never quite disowned
How mortals rage and love and break and mend.
How mortals rage and love and break and mend
While deities play games with mortal lives.

While deities play games with mortal lives,
We see ourselves in every sacred myth.
We see ourselves in every sacred myth:
The gods dwell high on marble thrones of cloud.",,,
greek & roman mythology,FALSE,figurative,"
The gods once walked among the mortals here,
Their stories carved in marble, etched in time.

Their stories carved in marble, etched in time,
We trace the paths where heroes dared to tread.

We trace the paths where heroes dared to tread,
Through labyrinth and underworld they went.

Through labyrinth and underworld they went,
While Zeus hurled lightning from his throne on high.

While Zeus hurled lightning from his throne on high,
The Fates were weaving destinies below.

The Fates were weaving destinies below,
And mortals begged the gods to hear their prayer.

And mortals begged the gods to hear their prayer,
The gods once walked among the mortals here.",,,
greek & roman mythology,FALSE,specific,"
The gift arrived with golden clasps and lies
Zeus smiled, knowing what lurked beneath the lid.
Zeus smiled, knowing what lurked beneath the lid,
while mortal hands reached for the precious prize.
While mortal hands reached for the precious prize,
curiosity burned brighter than her fear.
Curiosity burned brighter than her fear;
she lifted up the box toward the skies.
She lifted up the box toward the skies
and loosed upon the world its hidden grief.
And loosed upon the world its hidden grief
disease and war spilled out before her eyes.
Disease and war spilled out before her eyes,
yet in the depths, one treasure did remain.
Yet in the depths, one treasure did remain:
hope, fragile-winged, still learning how to rise.
The gift arrived with golden clasps and lies,
but hope, fragile-winged, still learning how to rise.",,,
history & politics,FALSE,general,"
History repeats itself, they always say,
But do we learn from all our past mistakes?

But do we learn from all our past mistakes?
The powerful still promise and betray.

The powerful still promise and betray
While common folk bear burdens that they make.

While common folk bear burdens that they make,
The same old stories play out, day by day.

The same old stories play out, day by day
Elections come with hopes that dawn will break.

Elections come with hopes that dawn will break,
Yet cycles turn as leaders come and go.

Yet cycles turn as leaders come and go,
And still we vote for change that feels like fake.

And still we vote for change that feels like fake.
History repeats itself, they always say.",,,
history & politics,FALSE,figurative,"
We thought the past was buried deep and gone,
but old wounds bleed through every morning's news.

These old wounds bleed through every morning's news
the same tired scripts of power and of pride.

The same tired scripts of power and of pride
that toppled kings now topple common trust.

That toppled kings now topple common trust,
while crowds still gather, chanting for their cause.

While crowds still gather, chanting for their cause,
the cycle spins like seasons, worn and true.

The cycle spins like seasons, worn and true:
we thought the past was buried deep and gone.",,,
history & politics,FALSE,specific,"
The concrete barrier splits more than a street
families divided by ideology's cold line.

Families divided by ideology's cold line
learn to whisper love through razor wire.

Learn to whisper love through razor wire,
while guards with rifles patrol the death strip.

While guards with rifles patrol the death strip,
children grow up knowing only half their city.

Children grow up knowing only half their city,
dreaming of the freedom on the other side.

Dreaming of the freedom on the other side,
hammers finally strike what fear had built.

Hammers finally strike what fear had built
the concrete barrier splits more than a street.",,,
home life,FALSE,general,"
The morning light spills through familiar glass,
illuminating dust motes dancing free.
Illuminating dust motes dancing free,
our coffee cups leave rings on weathered wood.
Our coffee cups leave rings on weathered wood
small circles marking time we've shared in peace.
Small circles marking time we've shared in peace,
while outside voices hurry past our door.
While outside voices hurry past our door,
we fold the laundry, sort through yesterday.
We fold the laundry, sort through yesterday,
finding your sock tangled with my sleeve.
Finding your sock tangled with my sleeve,
I think of how our separate lives have merged.
I think of how our separate lives have merged
the morning light spills through familiar glass.",,,
home life,FALSE,figurative,"
The coffee maker gurgles its familiar song each dawn,
A soundtrack to the shuffle of bare feet on cold floors.
The shuffle of bare feet on cold floors marks time,
While toast pops up golden, butter melting in pools.

While toast pops up golden, butter melting in pools,
Children's voices rise like steam from the kitchen below.
Children's voices rise like steam from the kitchen below,
Mixing with the scent of bacon and yesterday's dreams.

Mixing with the scent of bacon and yesterday's dreams,
We gather around the table, eyes still heavy with sleep.
We gather around the table, eyes still heavy with sleep,
Passing jam and small talk, planning the day ahead.

Passing jam and small talk, planning the day ahead,
The coffee maker gurgles its familiar song each dawn.",,,
home life,FALSE,specific,"
The coffee pot gurgles awake at dawn's first light,
steam rising like prayers from the kitchen below.
Steam rising like prayers from the kitchen below,
you shuffle in slippers across the cold floor.

You shuffle in slippers across the cold floor,
searching for warmth in familiar routine.
Searching for warmth in familiar routine,
the newspaper waits, folded and patient.

The newspaper waits, folded and patient,
while silence holds space for the day's slow unfolding.
While silence holds space for the day's slow unfolding,
I watch from the doorway, memorizing this peace.

I watch from the doorway, memorizing this peace
the coffee pot gurgles awake at dawn's first light.",,,
hope,FALSE,general,"
Hope is a seed buried deep in winter's ground,
waiting for spring's first whisper of return.
Waiting for spring's first whisper of return,
we plant our dreams in darkness, faith unbound.

We plant our dreams in darkness, faith unbound,
though storms may rage and tear at tender shoots.
Though storms may rage and tear at tender shoots,
hope rises still where light and love are found.

Hope rises still where light and love are found,
a phoenix born from ashes of despair.
A phoenix born from ashes of despair
spreads golden wings that lift us from the ground.

Spreads golden wings that lift us from the ground
hope is a seed buried deep in winter's ground.",,,
hope,FALSE,figurative,"
The seed beneath the snow knows spring will come,
though winter's grip seems permanent and cold.

Though winter's grip seems permanent and cold,
the buried bulb still dreams of breaking through.

The buried bulb still dreams of breaking through
the frozen earth that holds it prisoner.

The frozen earth that holds it prisoner
will soften when the sun returns again.

Will soften when the sun returns again
this promise whispers through the longest night.

This promise whispers through the longest night
to hearts that beat despite their heavy load.

To hearts that beat despite their heavy load,
the seed beneath the snow knows spring will come.",,,
hope,FALSE,specific,"
The doctor's words still echo in this room,
but morning light finds cracks between the blinds.

But morning light finds cracks between the blinds
small golden threads that weave through gathering gloom.

Small golden threads that weave through gathering gloom,
your hand in mine, a bridge across the fear.

Your hand in mine, a bridge across the fear,
we map new paths through territory unknown.

We map new paths through territory unknown,
each breath a choice to tend tomorrow's seeds.

Each breath a choice to tend tomorrow's seeds,
the doctor's words still echo in this room.",,,
humor & satire,FALSE,general,"
We laugh to keep from crying at the truth,
sharp wit that cuts through lies we tell ourselves.
Sharp wit that cuts through lies we tell ourselves
a blade that spares no folly, age nor youth.

A blade that spares no folly, age nor youth,
the mirror shows us more than what we'd see.
The mirror shows us more than what we'd see:
our vanity, our greed, our wasted youth.

Our vanity, our greed, our wasted youth
become the jester's coins, his bitter wealth.
Become the jester's coins, his bitter wealth
he trades in human folly, not in truth.

He trades in human folly, not in truth,
yet somehow shows us who we really are.
Yet somehow shows us who we really are:
we laugh to keep from crying at the truth.",,,
humor & satire,FALSE,figurative,"
We laugh to keep the darkness at arm's length,
Sharp wit becomes our shield against despair.
Sharp wit becomes our shield against despair
Each joke a tiny rebellion we dare.

Each joke a tiny rebellion we dare,
While jesters speak the truths that kings won't hear.
While jesters speak the truths that kings won't hear,
We smile at follies laid completely bare.

We smile at follies laid completely bare,
Yet recognize ourselves within the frame.
Yet recognize ourselves within the frame
This comedy reveals what we all share.

This comedy reveals what we all share:
We laugh to keep the darkness at arm's length.",,,
humor & satire,FALSE,specific,"
The robots learned to tell jokes yesterday,
but punchlines came in binary code.

Their punchlines came in binary code
ones and zeros that made no one laugh.

Ones and zeros that made no one laugh,
while humans scrolled past, seeking real wit.

While humans scrolled past, seeking real wit,
the AI tried harder, parsed every meme.

The AI tried harder, parsed every meme,
calculated timing, dissected each gag.

Calculated timing, dissected each gag
but comedy died in the data stream.

But comedy died in the data stream.
The robots learned to tell jokes yesterday.",,,
indoor activities,FALSE,general,"
The rain drums softly on the windowpane,
While puzzle pieces scatter cross the floor.
While puzzle pieces scatter cross the floor,
We build our castles from forgotten games.

We build our castles from forgotten games,
The kitchen fills with scents of rising bread.
The kitchen fills with scents of rising bread,
As books lie open, stories yet untold.

As books lie open, stories yet untold,
The fireplace crackles, warming winter bones.
The fireplace crackles, warming winter bones,
While candlelight dances through the evening calm.

While candlelight dances through the evening calm,
The rain drums softly on the windowpane.",,,
indoor activities,FALSE,figurative,"
The kettle whistles while I read beside the window pane,
Four walls become my universe when storm clouds gather near.

Four walls become my universe when storm clouds gather near,
I shuffle cards and deal myself a game of solitaire.

I shuffle cards and deal myself a game of solitaire,
Then sketch the shadows dancing on the lampshade by my chair.

Then sketch the shadows dancing on the lampshade by my chair,
While bread rises slowly in the warmth of kitchen air.

While bread rises slowly in the warmth of kitchen air,
I organize old photographs and memories we share.

I organize old photographs and memories we share,
The kettle whistles while I read beside the window pane.",,,
indoor activities,FALSE,specific,"
The coffee table holds our thousand-piece dream,
scattered fragments of a mountain scene.

Scattered fragments of a mountain scene
we sort by color, edge pieces first.

We sort by color, edge pieces first,
your fingers finding what mine cannot.

Your fingers finding what mine cannot,
we build the border of our small world.

We build the border of our small world
while rain drums stories on the glass.

While rain drums stories on the glass,
piece by piece, the peaks take shape.

Piece by piece, the peaks take shape
the coffee table holds our thousand-piece dream.",,,
life choices,FALSE,general,"
The paths diverge beneath my restless feet,
Each choice a door that closes ten behind.

Each choice a door that closes ten behind,
I wonder which regrets I'll call complete.

I wonder which regrets I'll call complete
When looking back at roads I didn't find.

When looking back at roads I didn't find,
Will phantom lives feel bitter or feel sweet?

Will phantom lives feel bitter or feel sweet?
The heart that chose still wanders, still resigned.

The heart that chose still wanders, still resigned
The paths diverge beneath my restless feet.",,,
life choices,FALSE,figurative,"
We stand where paths diverge in morning light,
Each road a promise wrapped in mystery.

The heart weighs heavy with each choice we write
Each road a promise wrapped in mystery.
What might have been haunts every sleepless night,
Yet forward still we walk through history.

What might have been haunts every sleepless night,
We stand where paths diverge in morning light.",,,
life choices,FALSE,specific,"
The college gate swings shut behind my back
while father's voice still echoes ""law degree""

But father's voice still echoes ""law degree""
as paint-stained hands reach for the easel rack

My paint-stained hands reach for the easel rack
though empty pockets whisper ""you're not free""

Though empty pockets whisper ""you're not free""
I trace the light where gold meets fading black

I trace the light where gold meets fading black
and feel the weight of what I choose to be

I feel the weight of what I choose to be
the college gate swings shut behind my back",,,
lgbtq+,FALSE,general,"
We are the colors that bloom in between
purple and gold where the boundaries blur.

Love finds its voice in the space unforeseen,
we are the colors that bloom in between
binary lines. Every shade can be seen
when hearts speak truths that were once just a slur.

Purple and gold where the boundaries blur,
we paint new worlds with each story we tell.",,,
