poem_title,poem_text,author,form
A Thought of the Nile,"It flows through old hushed Egypt and its sands,
   Like some grave mighty thought threading a dream,
   And times and things, as in that vision, seem
Keeping along it their eternal stands,—
Caves, pillars, pyramids, the shepherd bands
   That roamed through the young world, the glory extreme
   Of high Sesostris, and that southern beam,
The laughing queen that caught the world's great hands.

Then comes a mightier silence, stern and strong,
As of a world left empty of its throng,
   And the void weighs on us; and then we wake,
And hear the fruitful stream lapsing along
   Twixt villages, and think how we shall take
   Our own calm journey on for human sake.",Leigh Hunt,sonnet
Ozymandias,"I met a traveller from an antique land
Who said: “Two vast and trunkless legs of stone
Stand in the desert . . . Near them, on the sand,
Half sunk, a shattered visage lies, whose frown,
And wrinkled lip, and sneer of cold command,
Tell that its sculptor well those passions read
Which yet survive, stamped on these lifeless things,
The hand that mocked them, and the heart that fed:
And on the pedestal these words appear:
‘My name is Ozymandias, king of kings:
Look on my works, ye Mighty, and despair!’
Nothing beside remains. Round the decay
Of that colossal wreck, boundless and bare
The lone and level sands stretch far away.”",Percy Bysshe Shelley,sonnet
To Wordsworth,"Poet of Nature, thou hast wept to know
That things depart which never may return:
Childhood and youth, friendship and love’s first glow,
Have fled like sweet dreams, leaving thee to mourn.
These common woes I feel. One loss is mine
Which thou too feel’st, yet I alone deplore.
Thou wert as a lone star, whose light did shine
On some frail bark in winter’s midnight roar:
Thou hast like to a rock-built refuge stood
Above the blind and battling multitude:
In honoured poverty thy voice did weave
Songs consecrate to truth and liberty,—
Deserting these, thou leavest me to grieve,
Thus having been, that thou shouldst cease to be.",Percy Bysshe Shelley,sonnet
England in 1819,"An old, mad, blind, despised, and dying King;
Princes, the dregs of their dull race, who flow
Through public scorn,—mud from a muddy spring;
Rulers who neither see nor feel nor know,
But leechlike to their fainting country cling
Till they drop, blind in blood, without a blow.
A people starved and stabbed in th' untilled field;
An army, whom liberticide and prey
Makes as a two-edged sword to all who wield;
Golden and sanguine laws which tempt and slay;
Religion Christless, Godless—a book sealed;
A senate, Time’s worst statute, unrepealed—
Are graves from which a glorious Phantom may
Burst, to illumine our tempestuous day.",Percy Bysshe Shelley,sonnet
Sheep in Winter,"The sheep get up and make their many tracks 
And bear a load of snow upon their backs, 
And gnaw the frozen turnip to the ground 
With sharp quick bite, and then go noising round 
The boy that pecks the turnips all the day 
And knocks his hands to keep the cold away 
And laps his legs in straw to keep them warm 
And hides behind the hedges from the storm. 
The sheep, as tame as dogs, go where he goes 
And try to shake their fleeces from the snows, 
Then leave their frozen meal and wander round 
The stubble stack that stands beside the ground, 
And lie all night and face the drizzling storm 
And shun the hovel where they might be warm.",John Clare,sonnet
To John Clare,"Well, honest John, how fare you now at home?
The spring is come, and birds are building nests;
The old cock-robin to the sty is come,
With olive feathers and its ruddy breast;
And the old cock, with wattles and red comb,
Struts with the hens, and seems to like some best,
Then crows, and looks about for little crumbs,
Swept out by little folks an hour ago;
The pigs sleep in the sty; the bookman comes—
The little boy lets home-close nesting go,
And pockets tops and taws, where daisies blow,
To look at the new number just laid down,
With lots of pictures, and good stories too,
And Jack the Giant-killer's high renown.",John Clare,sonnet
Sonnet—Mutation,"They talk of short-lived pleasure—be it so—
Pain dies as quickly: stern, hard-featured pain
Expires, and lets her weary prisoner go.
The fiercest agonies have shortest reign;
And after dreams of horror, comes again
The welcome morning with its rays of peace.
Oblivion, softly wiping out the stain,
Makes the strong secret pangs of shame to cease:
Remorse is virtue’s root; its fair increase
Are fruits of innocence and blessedness:
Thus joy, o’erborne and bound, doth still release
His young limbs from the chains that round him press.
Weep not that the world changes—did it keep
A stable changeless state, ’twere cause indeed to weep.",William Cullen Bryant,sonnet
Mutation,"They talk of short-lived pleasure–be it so–
   Pain dies as quickly: stern, hard-featured pain 
Expires, and lets her weary prisoner go.
   The fiercest agonies have shortest reign;
   And after dreams of horror, comes again 
The welcome morning with its rays of peace.
   Oblivion, softly wiping out the stain,
Makes the strong secret pangs of shame to cease:
Remorse is virtue’s root; its fair increase
   Are fruits of innocence and blessedness:
Thus joy, o’erborne and bound, doth still release
   His young limbs from the chains that round him press. 
Weep not that the world changes–did it keep
A stable, changeless state, ’twere cause indeed to weep.",William Cullen Bryant,sonnet
Sonnet X [To one who has been long in city pent],"To one who has been long in city pent,
  ’Tis very sweet to look into the fair
  And open face of heaven,—to breathe a prayer
Full in the smile of the blue firmament.
Who is more happy, when, with hearts content,
  Fatigued he sinks into some pleasant lair
  Of wavy grass, and reads a debonair
And gentle tale of love and languishment?
Returning home at evening, with an ear
  Catching the notes of Philomel,—an eye
Watching the sailing cloudlet’s bright career,
  He mourns that day so soon has glided by:
E’en like the passage of an angel’s tear
  That falls through the clear ether silently.",John Keats,sonnet
Sonnet VII [O Solitude! if I must with thee dwell],"O Solitude! if I must with thee dwell,
Let it not be among the jumbled heap
Of murky buildings; climb with me the steep,—
Nature’s observatory—whence the dell,
Its flowery slopes, its river’s crystal swell,
May seem a span; let me thy vigils keep
’Mongst boughs pavillion’d, where the deer’s swift leap
Startles the wild bee from the fox-glove bell.
But though I’ll gladly trace these scenes with thee,
Yet the sweet converse of an innocent mind,
Whose words are images of thoughts refin’d,
Is my soul’s pleasure; and it sure must be
Almost the highest bliss of human-kind,
When to thy haunts two kindred spirits flee.",John Keats,sonnet
To Haydon with a Sonnet Written on Seeing the Elgin Marbles,"Haydon! Forgive me, that I cannot speak
   Definitively on these mighty things;
   Forgive me that I have not Eagle's wings—
That what I want I know not where to seek:
And think that I would not be over meek
   In rolling out upfollow'd thunderings,
   Even to the steep of Helciconian springs,
Were I of ample strength for such a freak—
Think too that all those numbers should be thine;
   Whose else? In this who touch thy vesture's hem?
For when men star'd at what was most divine
   With browless idiotism—o'erwise phlegm—
Thou hadst beheld the Hesperean shine
   Of their star in the East, and gone to worship them.",John Keats,sonnet
On First Looking into Chapman's Homer,"Much have I travell'd in the realms of gold,
 And many goodly states and kingdoms seen;
 Round many western islands have I been
Which bards in fealty to Apollo hold.
Oft of one wide expanse had I been told
 That deep-brow'd Homer ruled as his demesne;
 Yet did I never breathe its pure serene
Till I heard Chapman speak out loud and bold:
Then felt I like some watcher of the skies
 When a new planet swims into his ken;
Or like stout Cortez when with eagle eyes
 He star'd at the Pacific—and all his men
Look'd at each other with a wild surmise—
 Silent, upon a peak in Darien.",John Keats,sonnet
To One Who Has Been Long in City Pent,"To one who has been long in city pent, 
         'Tis very sweet to look into the fair 
         And open face of heaven,—to breathe a prayer 
Full in the smile of the blue firmament. 
Who is more happy, when, with heart's content, 
         Fatigued he sinks into some pleasant lair 
         Of wavy grass, and reads a debonair 
And gentle tale of love and languishment? 
Returning home at evening, with an ear 
         Catching the notes of Philomel,—an eye 
Watching the sailing cloudlet's bright career, 
         He mourns that day so soon has glided by: 
E'en like the passage of an angel's tear 
         That falls through the clear ether silently.",John Keats,sonnet
The Human Seasons,"Four Seasons fill the measure of the year;
     There are four seasons in the mind of man:
He has his lusty Spring, when fancy clear
     Takes in all beauty with an easy span:
He has his Summer, when luxuriously
     Spring's honied cud of youthful thought he loves
To ruminate, and by such dreaming high
     Is nearest unto heaven: quiet coves
His soul has in its Autumn, when his wings
     He furleth close; contented so to look
On mists in idleness—to let fair things
     Pass by unheeded as a threshold brook.
He has his Winter too of pale misfeature,
Or else he would forego his mortal nature.",John Keats,sonnet
"“Bright star, would I were stedfast as thou art”","Bright star, would I were stedfast as thou art— 
         Not in lone splendour hung aloft the night 
And watching, with eternal lids apart, 
         Like nature's patient, sleepless Eremite, 
The moving waters at their priestlike task 
         Of pure ablution round earth's human shores, 
Or gazing on the new soft-fallen mask 
         Of snow upon the mountains and the moors— 
No—yet still stedfast, still unchangeable, 
         Pillow'd upon my fair love's ripening breast, 
To feel for ever its soft fall and swell, 
         Awake for ever in a sweet unrest, 
Still, still to hear her tender-taken breath, 
And so live ever—or else swoon to death.",John Keats,sonnet
On Sitting Down to Read King Lear Once Again,"O golden-tongued Romance with serene lute! 
   Fair plumed Syren! Queen of far away! 
   Leave melodizing on this wintry day, 
Shut up thine olden pages, and be mute: 
Adieu! for once again the fierce dispute, 
   Betwixt damnation and impassion'd clay 
   Must I burn through; once more humbly assay 
The bitter-sweet of this Shakespearian fruit. 
Chief Poet! and ye clouds of Albion, 
   Begetters of our deep eternal theme, 
When through the old oak forest I am gone, 
   Let me not wander in a barren dream, 
But when I am consumed in the fire, 
Give me new Phoenix wings to fly at my desire.",John Keats,sonnet
If By Dull Rhymes Our English Must Be Chain'd,"If by dull rhymes our English must be chain'd, 
   And, like Andromeda, the Sonnet sweet 
Fetter'd, in spite of pained loveliness; 
Let us find out, if we must be constrain'd, 
   Sandals more interwoven and complete 
To fit the naked foot of poesy; 
Let us inspect the lyre, and weigh the stress 
Of every chord, and see what may be gain'd 
   By ear industrious, and attention meet: 
Misers of sound and syllable, no less 
   Than Midas of his coinage, let us be 
   Jealous of dead leaves in the bay wreath crown; 
So, if we may not let the Muse be free, 
   She will be bound with garlands of her own.",John Keats,sonnet
To Homer,"Standing aloof in giant ignorance, 
   Of thee I hear and of the Cyclades, 
As one who sits ashore and longs perchance 
   To visit dolphin-coral in deep seas. 
So thou wast blind;—but then the veil was rent, 
   For Jove uncurtain'd Heaven to let thee live, 
And Neptune made for thee a spumy tent, 
   And Pan made sing for thee his forest-hive; 
Aye on the shores of darkness there is light, 
   And precipices show untrodden green, 
There is a budding morrow in midnight, 
   There is a triple sight in blindness keen; 
Such seeing hadst thou, as it once befel 
To Dian, Queen of Earth, and Heaven, and Hell.",John Keats,sonnet
To Sleep,"O soft embalmer of the still midnight,
      Shutting, with careful fingers and benign,
Our gloom-pleas'd eyes, embower'd from the light,
      Enshaded in forgetfulness divine:
O soothest Sleep! if so it please thee, close
      In midst of this thine hymn my willing eyes,
Or wait the ""Amen,"" ere thy poppy throws
      Around my bed its lulling charities.
Then save me, or the passed day will shine
Upon my pillow, breeding many woes,—
      Save me from curious Conscience, that still lords
Its strength for darkness, burrowing like a mole;
      Turn the key deftly in the oiled wards,
And seal the hushed Casket of my Soul.",John Keats,sonnet
When I have Fears That I May Cease to Be,"When I have fears that I may cease to be 
   Before my pen has gleaned my teeming brain, 
Before high-pilèd books, in charactery, 
   Hold like rich garners the full ripened grain; 
When I behold, upon the night’s starred face, 
   Huge cloudy symbols of a high romance, 
And think that I may never live to trace 
   Their shadows with the magic hand of chance; 
And when I feel, fair creature of an hour, 
   That I shall never look upon thee more, 
Never have relish in the faery power 
   Of unreflecting love—then on the shore 
Of the wide world I stand alone, and think 
Till love and fame to nothingness do sink.",John Keats,sonnet
"Long time a child, and still a child, when years","Long time a child, and still a child, when years
Had painted manhood on my cheek, was I,—
For yet I lived like one not born to die;
A thriftless prodigal of smiles and tears,
No hope I needed, and I knew no fears.
But sleep, though sweet, is only sleep, and waking,
I waked to sleep no more, at once o’ertaking
The vanguard of my age, with all arrears
Of duty on my back. Nor child, nor man,
Nor youth, nor sage, I find my head is grey,
For I have lost the race I never ran:
A rathe December blights my lagging May;
And still I am a child, tho’ I be old,
Time is my debtor for my years untold.",Hartley Coleridge,sonnet
To a Deaf and Dumb Little Girl,"Like a loose island on the wide expanse,
Unconscious floating on the fickle sea,
Herself her all, she lives in privacy;
Her waking life as lonely as a trance,
Doom’d to behold the universal dance,
And never hear the music which expounds
The solemn step, coy slide, the merry bounds.
The vague, mute language of the countenance.
In vain for her I smooth my antic rhyme;
She cannot hear it. All her little being
Concentrated in her solitary seeing—
What can she know of beauty or sublime?
And yet methinks she looks so calm and good,
God must be with her in her solitude!",Hartley Coleridge,sonnet
"“No, I wasn’t meant to love and be loved”","No, I wasn’t meant to love and be loved.   
If I’d lived longer, I would have waited longer.   

Knowing you are faithless keeps me alive and hungry.   
Knowing you faithful would kill me with joy.   

Delicate are you, and your vows are delicate, too,   
so easily do they break.   

You are a laconic marksman. You leave me   
not dead but perpetually dying.   

I want my friends to heal me, succor me.   
Instead, I get analysis.   

Conflagrations that would make stones drip blood   
are campfires compared to my anguish.   

Two-headed, inescapable anguish!—
Love’s anguish or the anguish of time.   

Another dark, severing, incommunicable night.   
Death would be fine, if I only died once.   

I would have liked a solitary death,   
not this lavish funeral, this grave anyone can visit.   

You are mystical, Ghalib, and, also, you speak beautifully.   
Are you a saint, or just drunk as usual?",Mirza Asadullah Khan Ghalib,ghazal
Silence,"There is a silence where hath been no sound, 
   There is a silence where no sound may be, 
   In the cold grave—under the deep deep sea, 
Or in the wide desert where no life is found, 
Which hath been mute, and still must sleep profound; 
   No voice is hush’d—no life treads silently, 
   But clouds and cloudy shadows wander free, 
That never spoke, over the idle ground: 
But in green ruins, in the desolate walls 
   Of antique palaces, where Man hath been, 
Though the dun fox, or wild hyena, calls, 
   And owls, that flit continually between, 
Shriek to the echo, and the low winds moan, 
There the true Silence is, self-conscious and alone.",Thomas Hood,sonnet
Sonnet to Vauxhall,"“The English Garden.”—Mason

The cold transparent ham is on my fork—
 It hardly rains—and hark the bell!—ding-dingle—
Away! Three thousand feet at gravel work,
 Mocking a Vauxhall shower!—Married and Single
Crush—rush;—Soak’d Silks with wet white Satin mingle.
 Hengler! Madame! round whom all bright sparks lurk
Calls audibly on Mr. and Mrs. Pringle
 To study the Sublime, &c.—(vide Burke)
All Noses are upturn’d!—Whish-ish!—On high
 The rocket rushes—trails—just steals in sight—
Then droops and melts in bubbles of blue light—
 And Darkness reigns—Then balls flare up and die—
Wheels whiz—smack crackers—serpents twist—and then
 Back to the cold transparent ham again!",Thomas Hood,sonnet
To -,"Vainly my heart had with thy sorceries striven:
It had no refuge from thy love,—no Heaven
But in thy fatal presence;—from afar
It owned thy power and trembled like a star
O’erfraught with light and splendor. Could I deem
How dark a shadow should obscure its beam?—
Could I believe that pain could ever dwell
Where thy bright presence cast its blissful spell?
Thou wert my proud palladium;—could I fear
The avenging Destinies when thou wert near?—
Thou wert my Destiny;—thy song, thy fame,
The wild enchantments clustering round thy name,
Were my soul’s heritage, its royal dower;
Its glory and its kingdom and its power!",Sarah Helen Whitman,sonnet
Sonnet V,"I lift my heavy heart up solemnly,
As once Electra her sepulchral urn,
And, looking in thine eyes, I overturn
The ashes at thy feet. Behold and see
What a great heap of grief lay hid in me,
And how the red wild sparkles dimly burn
Through the ashen greyness. If thy foot in scorn
Could tread them out to darkness utterly,
It might be well perhaps. But if instead
Thou wait beside me for the wind to blow
The grey dust up….—those laurels on thine head
O my belovèd, will not shield thee so.
That none of all the fires shall scorch and shred
The hair beneath. Stand further off then! go.",Elizabeth Barrett Browning,sonnet
Sonnet VI,"Go from me. Yet I feel that I shall stand
Henceforward in thy shadow. Nevermore
Alone upon the threshold of my door
Of individual life, I shall command
The uses of my soul, nor lift my hand
Serenely in the sunshine as before,
Without the sense of that which I forbore—
Thy touch upon the palm. The widest land
Doom takes to part us, leaves thy heart in mine
With pulses that beat double. What I do
And what I dream include thee, as the wine
Must taste of its own grapes. And when I sue
God for myself, He hears that name of thine,
And sees within my eyes the tears of two.",Elizabeth Barrett Browning,sonnet
Grief,"I tell you, hopeless grief is passionless—
That only men incredulous of despair,
Half-taught in anguish, through the midnight air,
Beat upward to God’s throne in loud access
Of shrieking and reproach. Full desertness
In souls, as countries, lieth silent-bare
Under the blenching, vertical eye-glare
Of the absolute Heavens. Deep-hearted man, express
Grief for thy Dead in silence like to death;
Most like a monumental statue set
In everlasting watch and moveless woe,
Till itself crumble to the dust beneath!
Touch it! the marble eyelids are not wet—
If it could weep, it could arise and go.",Elizabeth Barrett Browning,sonnet
How Do I Love Thee? (Sonnet 43),"How do I love thee? Let me count the ways.
I love thee to the depth and breadth and height
My soul can reach, when feeling out of sight
For the ends of being and ideal grace.
I love thee to the level of every day’s
Most quiet need, by sun and candle-light.
I love thee freely, as men strive for right.
I love thee purely, as they turn from praise.
I love thee with the passion put to use
In my old griefs, and with my childhood’s faith.
I love thee with a love I seemed to lose
With my lost saints. I love thee with the breath,
Smiles, tears, of all my life; and, if God choose,
I shall but love thee better after death.",Elizabeth Barrett Browning,sonnet
The Face of All the World (Sonnet 7),"The face of all the world is changed, I think,
Since first I heard the footsteps of thy soul
Move still, oh, still, beside me, as they stole
Betwixt me and the dreadful outer brink
Of obvious death, where I, who thought to sink,
Was caught up into love, and taught the whole
Of life in a new rhythm. The cup of dole
God gave for baptism, I am fain to drink,
And praise its sweetness, Sweet, with thee anear.
The names of country, heaven, are changed away
For where thou art or shalt be, there or here;
And this... this lute and song... loved yesterday,
(The singing angels know) are only dear,
Because thy name moves right in what they say.",Elizabeth Barrett Browning,sonnet
"Beloved, my Beloved... (Sonnet 20) ","Beloved, my Beloved, when I think
That thou wast in the world a year ago,
What time I sate alone here in the snow
And saw no footprint, heard the silence sink
No moment at thy voice ... but, link by link,
Went counting all my chains, as if that so
They never could fall off at any blow
Struck by thy possible hand ... why, thus I drink
Of life's great cup of wonder! Wonderful,
Never to feel thee thrill the day or night
With personal act or speech,—nor ever cull
Some prescience of thee with the blossoms white
Thou sawest growing! Atheists are as dull,
Who cannot guess God's presence out of sight.",Elizabeth Barrett Browning,sonnet
Say over again... (Sonnet 21),"Say over again, and yet once over again,
That thou dost love me. Though the word repeated
Should seem ""a cuckoo-song,"" as thou dost treat it,
Remember, never to the hill or plain,
Valley and wood, without her cuckoo-strain
Comes the fresh Spring in all her green completed.
Belovèd, I, amid the darkness greeted
By a doubtful spirit-voice, in that doubt’s pain
Cry, ""Speak once more—thou lovest!"" Who can fear
Too many stars, though each in heaven shall roll,
Too many flowers, though each shall crown the year?
Say thou dost love me, love me, love me—toll
The silver iterance!—only minding, Dear,
To love me also in silence with thy soul.",Elizabeth Barrett Browning,sonnet
My Letters! all dead paper... (Sonnet 28),"My letters! all dead paper, mute and white!
And yet they seem alive and quivering
Against my tremulous hands which loose the string
And let them drop down on my knee tonight.
This said—he wished to have me in his sight
Once, as a friend: this fixed a day in spring
To come and touch my hand. . . a simple thing,
Yes I wept for it—this . . . the paper's light. . .
Said, Dear, I love thee; and I sank and quailed
As if God's future thundered on my past.
This said, I am thine—and so its ink has paled
With lying at my heart that beat too fast.
And this . . . 0 Love, thy words have ill availed
If, what this said, I dared repeat at last!",Elizabeth Barrett Browning,sonnet
Past and Future,"MY future will not copy fair my past
On any leaf but Heaven's. Be fully done,
Supernal Will ! I would not fain be one
Who, satisfying thirst and breaking fast
Upon the fulness of the heart, at last
Saith no grace after meat. My wine hath run
Indeed out of my cup, and there is none
To gather up the bread of my repast
Scattered and trampled ! Yet I find some good
In earth's green herbs, and streams that bubble up
Clear from the darkling ground, — content until
I sit with angels before better food.
Dear Christ ! when thy new vintage fills my cup,
This hand shall shake no more, nor that wine spill.",Elizabeth Barrett Browning,sonnet
Sonnets from the Portuguese  1: I thought once how Theocritus had sung,"I thought once how Theocritus had sung 
Of the sweet years, the dear and wished for years, 
Who each one in a gracious hand appears 
To bear a gift for mortals, old or young: 
And, as I mused it in his antique tongue, 
I saw, in gradual vision through my tears, 
The sweet, sad years, the melancholy years, 
Those of my own life, who by turns had flung 
A shadow across me. Straightway I was 'ware, 
So weeping, how a mystic Shape did move 
Behind me, and drew me backward by the hair, 
And a voice said in mastery, while I strove, ... 
Guess now who holds thee?'—Death,' I said. But there, 
The silver answer rang ... Not Death, but Love.'",Elizabeth Barrett Browning,sonnet
Sonnets from the Portuguese  6: Go from me. Yet I feel that I shall stand,"Go from me. Yet I feel that I shall stand 
Henceforward in thy shadow. Nevermore 
Alone upon the threshold of my door 
Of individual life, I shall command 
The uses of my soul, nor lift my hand 
Serenely in the sunshine as before, 
Without the sense of that which I forbore, .. 
Thy touch upon the palm. The widest land 
Doom takes to part us, leaves thy heart in mine 
With pulses that beat double. What I do 
And what I dream include thee, as the wine 
Must taste of its own grapes. And when I sue 
God for myself, He hears that name of thine, 
And sees within my eyes, the tears of two.",Elizabeth Barrett Browning,sonnet
"Sonnets from the Portuguese  7: The face of all the world is changed, I think","The face of all the world is changed, I think, 
Since first I heard the footsteps of thy soul 
Move still, oh, still, beside me, as they stole 
Betwixt me and the dreadful outer brink 
Of obvious death, where I, who thought to sink, 
Was caught up into love, and taught the whole 
Of life in a new rhythm. The cup of dole 
God gave for baptism, I am fain to drink, 
And praise its sweetness, Sweet, with thee anear. 
The names of country, heaven, are changed away 
For where thou art or shalt be, there or here; 
And this ... this lute and song ... loved yesterday, 
(The singing angels know) are only dear, 
Because thy name moves right in what they say.",Elizabeth Barrett Browning,sonnet
"Sonnets from the Portuguese 14: If thou must love me, let it be for nought","If thou must love me, let it be for nought 
Except for love's sake only. Do not say 
I love her for her smile ... her look ... her way 
Of speaking gently, ... for a trick of thought 
That falls in well with mine, and certes brought 
A sense of pleasant ease on such a day'— 
For these things in themselves, Belovèd, may 
Be changed, or change for thee,—and love, so wrought, 
May be unwrought so. Neither love me for 
Thine own dear pity's wiping my cheeks dry,— 
A creature might forget to weep, who bore 
Thy comfort long, and lose thy love thereby! 
But love me for love's sake, that evermore 
Thou may'st love on, through love's eternity.",Elizabeth Barrett Browning,sonnet
"Sonnets from the Portuguese 20: Beloved, my Beloved, when I think","Beloved, my Beloved, when I think 
That thou wast in the world a year ago, 
What time I sate alone here in the snow 
And saw no footprint, heard the silence sink 
No moment at thy voice ... but, link by link, 
Went counting all my chains, as if that so 
They never could fall off at any blow 
Struck by thy possible hand ... why, thus I drink 
Of life's great cup of wonder! Wonderful, 
Never to feel thee thrill the day or night 
With personal act or speech,—nor ever cull 
Some prescience of thee with the blossoms white 
Thou sawest growing! Atheists are as dull, 
Who cannot guess God's presence out of sight.",Elizabeth Barrett Browning,sonnet
Sonnets from the Portuguese 22: When our two souls stand up erect and strong,"When our two souls stand up erect and strong, 
Face to face, silent, drawing nigh and nigher, 
Until the lengthening wings break into fire 
At either curvéd point, — what bitter wrong 
Can the earth do to us, that we should not long 
Be here contented ? Think. In mounting higher, 
The angels would press on us, and aspire 
To drop some golden orb of perfect song 
Into our deep, dear silence. Let us stay 
Rather on earth, Belovèd, — where the unfit 
Contrarious moods of men recoil away 
And isolate pure spirits, and permit 
A place to stand and love in for a day, 
With darkness and the death-hour rounding it.",Elizabeth Barrett Browning,sonnet
Sonnets from the Portuguese 26: I lived with visions for my company,"I lived with visions for my company, 
Instead of men and women, years ago, 
And found them gentle mates, nor thought to know 
A sweeter music than they played to me. 
But soon their trailing purple was not free 
Of this world's dust, — their lutes did silent grow, 
And I myself grew faint and blind below 
Their vanishing eyes. Then THOU didst come ... to be, 
Belovèd, what they seemed. Their shining fronts, 
Their songs, their splendours, (better, yet the same, 
As river-water hallowed into fonts) 
Met in thee, and from out thee overcame 
My soul with satisfaction of all wants — 
Because God's gifts put man's best dreams to shame.",Elizabeth Barrett Browning,sonnet
"Sonnets from the Portuguese 28: My letters! all dead paper, ... mute and white !","My letters! all dead paper, ... mute and white ! —
And yet they seem alive and quivering
Against my tremulous hands which loose the string
And let them drop down on my knee to-night.
This said, ... he wished to have me in his sight
Once, as a friend: this fixed a day in spring
To come and touch my hand ... a simple thing,
Yet I wept for it! — this, ... the paper's light ...
Said, Dear, I love thee; and I sank and quailed
As if God's future thundered on my past.
This said, I am thine — and so its ink has paled
With lying at my heart that beat too fast.
And this ... O Love, thy words have ill availed,
If, what this said, I dared repeat at last!",Elizabeth Barrett Browning,sonnet
"Sonnets from the Portuguese 35: If I leave all for thee, wilt thou exchange","If I leave all for thee, wilt thou exchange 
And be all to me? Shall I never miss 
Home-talk and blessing and the common kiss 
That comes to each in turn, nor count it strange, 
When I look up, to drop on a new range 
Of walls and floors ... another home than this? 
Nay, wilt thou fill that place by me which is 
Filled by dead eyes too tender to know change? 
That's hardest. If to conquer love, has tried, 
To conquer grief, tries more ... as all things prove; 
For grief indeed is love and grief beside. 
Alas, I have grieved so I am hard to love. 
Yet love me—wilt thou? Open thine heart wide, 
And fold within, the wet wings of thy dove.",Elizabeth Barrett Browning,sonnet
Sonnets from the Portuguese 43: How do I love thee? Let me count the ways,"How do I love thee? Let me count the ways.
I love thee to the depth and breadth and height
My soul can reach, when feeling out of sight
For the ends of being and ideal grace.
I love thee to the level of every day’s
Most quiet need, by sun and candle-light.
I love thee freely, as men strive for right;
I love thee purely, as they turn from praise.
I love thee with the passion put to use
In my old griefs, and with my childhood’s faith.
I love thee with a love I seemed to lose
With my lost saints. I love thee with the breath,
Smiles, tears, of all my life; and, if God choose,
I shall but love thee better after death.",Elizabeth Barrett Browning,sonnet
Nature,"As a fond mother, when the day is o'er,
   Leads by the hand her little child to bed,
   Half willing, half reluctant to be led,
   And leave his broken playthings on the floor,
Still gazing at them through the open door,
   Nor wholly reassured and comforted
   By promises of others in their stead,
   Which, though more splendid, may not please him more;
So Nature deals with us, and takes away
   Our playthings one by one, and by the hand
   Leads us to rest so gently, that we go
Scarce knowing if we wish to go or stay,
   Being too full of sleep to understand
   How far the unknown transcends the what we know.",Henry Wadsworth Longfellow,sonnet
