poem_title,poem_text,author,form,poetic_form,rationale,summary,confidence
What of Fire?,"My therapist has approved my drinking of three whiskeys per night,
her eyes forbearing, knowing well the ruthlessness of night.

The sun having fled as a father might flee, my cousin fathered
a narrow terror while he robbed, with a pistol, a fellow citizen one night.

The encouraging lies of a mother are greatly underpaid job-keepers;
slovenly kings have dealt much wrong money to generals and knights.

My childhood was a lengthy scene of make believe and disaccord—
my favorite things being rain and watching my mother’s cigarettes ignite.

What of fire, among its timelessness and musculature, is not
more divine when burning past the open gates of night?",Marcus Jackson,ghazal,Ghazal,"This poem is a ghazal because it consists of multiple couplets, each of which can stand on its own while also connecting thematically through motifs of night, memory, and personal struggle. Additionally, the structure adheres to the ghazal's characteristic of ending couplets with the same refrain (in this case, thematic echoes of night and darkness), as well as the presence of rich imagery and emotional depth.",Structure,0.85
Ghazal !,"A lot more malaise and a little more grief every day,

aware that all seasons, the stormy, the sunlit, are brief every day. 

I don’t know the name of the hundredth drowned child, just the names

of the oligarchs trampling the green, eating beef every day,

while luminous creatures flick, stymied, above and around

the plastic detritus that’s piling up over the reef every day.

A tiny white cup of black coffee in afternoon shade,

while an oud or a sax plays brings breath and relief every day. 

Another beginning, no useful conclusion in sight‚—

another first draft that I tear out and add to the sheaf every day. 

One name, three-in-one, ninety-nine, or a matrix of tales 

that are one story only, well-springs of belief every day.

But I wake before dawn to read news that arrived overnight

on a minuscule screen , and exclaim  ?? ???? every day.",Marilyn Hacker,ghazal,Ghazal,"This poem embodies the structure of a ghazal as it contains couplets that reflect on varied themes related to grief, loss, and the mundane repetitions of life, each ending in the refrain ""every day."" The lack of a narrative progression and the thematic consistency across the couplets are key characteristics. Furthermore, the presence of personal reflection alongside universal concerns aligns with traditional ghazal themes.",Refrain,0.85
Vindication,"They signed The Declaration of Sentiments

with nib of rib, the right to suffrage their daring

Called ugly then witch, pretty then weak

to be at once woman and voter, their daring

Hunger, headaches, heartaches, hatred, death

all this, and more, it cost them, their daring

As men are born, with God’s grace, so are women

they urged and argued with brains and daring

With firm convictions and hopes of fallen yokes

steadfast they marched nursing dreams of future daring

Sojourner, Dolores, their daughters left behind

now work against voter suppression with daring

There is more work on the horizon, more

yeast to knead into the bread of their daring

Persist Claudia! in mind and body be

not ugly, not pretty, but ablaze with daring.",Claudia Castro Luna,ghazal,Ghazal,"This poem exhibits the characteristics of a ghazal, primarily through its use of couplets and the repetition of the word ""daring"" at the end of multiple verses. Each couplet stands alone, delving into different themes of female empowerment and suffrage while maintaining a cohesive emotional resonance. The refrain contributes to the lyrical quality typical in ghazals, emphasizing the depth of the struggles faced by women throughout history.",Refrain,0.85
Ghazal,"The sky is a dry pitiless white. The wide rows stretch on into death.
Like famished birds, my hands strip each stalk of its stolen crop: our name.
History is a ship forever setting sail. On either shore: mountains of men,
Oceans of bone, an engine whose teeth shred all that is not our name.

Can you imagine what will sound from us, what we’ll rend and claim
When we find ourselves alone with all we’ve ever sought: our name?

Or perhaps what we seek lives outside of speech, like a tribe of goats
On a mountain above a lake, whose hooves nick away at rock. Our name

Is blown from tree to tree, scattered by the breeze. Who am I to say what,
In that marriage, is lost? For all I know, the grass has caught our name.

Having risen from moan to growl, growl to a hound’s low bray,
The voices catch. No priest, no sinner has yet been taught our name.

Will it thunder up, the call of time? Or lie quiet as bedrock beneath
Our feet? Our name our name our name our fraught, fraught name.",Tracy K. Smith,ghazal,Ghazal,"This poem is a ghazal because it adheres to the structural characteristics typical of the form: it features couplets, each standing alone in meaning while also being thematically connected. Additionally, the poem has a refrain (""our name"") that is repeated at the end of several couplets, which is a hallmark of the ghazal. The exploration of personal and collective identity, as well as the existential queries presented throughout, resonate with the emotional depth often found in ghazals.",Refrain,0.85
Reservoirs,"The apple was not an apple when the rains came
The grave spurned the groundskeeper’s shovel when the rains came

No sacrament    no scripture        There were no reservoirs
save an ark beneath the steeple when the rains came

First the river wouldn’t fill             Then the valley’s hills
rose like the back of a camel when the rains came

The piano pursed its mouth of strings      The tenor kissed
his weathered hymnal when the rains came

There was no weathered landscape           there were neither
the hanging gardens nor Babel when the rains came

Lying on his back            the shepherd fanned his arms and legs
No one told him he couldn’t impress an angel when the rains came

our glosses / wanting in this world    Can you remember?
My name in Hebrew means Beloved or      blissful when the rains came",David Welch,ghazal,Ghazal,"This poem is a ghazal because it adheres to the structure typical of this form, comprising several couplets that are thematically connected yet can stand alone. Each couplet ends with the refrain ""when the rains came,"" which repeats throughout the poem, a defining feature of the ghazal. Moreover, the individual lines present poignant reflections or observations that evoke emotional depth, aligning with the personal and often lyrical nature of the ghazal.",Refrain,0.90
"Speak Now, Or Forever. Hold Your Peace.","Draped in thick silk the hue of hemorrhage and bone, you fondle
your butt stocks, muffled lust needles your cheeks. Your aim? To
make America great. Again,

your terse-lipped Lord has nudged you into the glare—numbed
and witless in His name, you preen and re-glue blessed unions,
mistake America straight, contend

your unloosed crave for the sugared heat of triggers. Besotted beneath
your crowns of unspent shells, you hard-rhyme vows and
quake, aware of that weight again,

the gawky, feral gush of fetish. Every uncocked groom and rigid
bride is greased and un-tongued, struck dumb by what’s at
stake. A miracle waits. You men

and women kaboom your hearts with skewered Spam and searing
pink Walmart wine, graze idly on ammo and blood-frosted
cake. A prayer is the bait. Amen

woos guests in their ball gowns and bird suits, hallows your blind
obsession with your incendiary intended. Though you’ve
faked America, hate upends

all this odd holy—its frayed altars, fumbled psalms, assault rifles
chic in itty veils. And we marvel at this
outbreak, bewaring that gate again,

left unlatched so this bright foolish can flow through. This ilk
of stupid blares blue enough to rouse ancestors—y’all ’bout to
make Amiri berate again,

’bout to conjure Fannie Lou and her tree-trunk wrists. While you
snot-weep, caress mute carbines, wed your unfathomable
ache, America waits. ’Cause when

the sacrament cools, and the moon is pocked with giggling, who’ll
fall naked first, whose shuddering tongue will dare the barrel?
Take that dare. Consummate. And then,

whose blood will that be?",Patricia Smith,ghazal,Ghazal,"This poem is a ghazal because it features couplets that stand alone yet relate through themes and imagery. Each couplet contains a self-contained thought while weaving a narrative around American identity, violence, and societal issues. The poem's refrain (""again"") connects the stanzas, which is a hallmark of the ghazal form. The themes of longing, obsession, and the interplay between the sacred and the profane further resonate with traditional ghazal motifs. Additionally, the emotional intensity and the imagery used evoke a deep sense of relationship with the subjects discussed, synonymous with ghazals.",Couplet,0.88
Cast-Iron Ghazal,"My mouth won’t ever forget her skill with a skillet,
my father’s mother, cooking
with her mother’s skillet.

Looking deep into its heavy antique mirror, I see
her wedding day: white dress
and this coal-dark skillet.

Heaven was bacon’s sizzle waking my ears and nose.
Or was it one of her chickens 
slow-frying in the skillet?

Her husband once took it hunting without asking:
she said she’d bust his skull 
with that upraised skillet.

Fire-born bell whose clapper was a plain dinner fork,
juicy fauna and flora notes
rang out from her skillet.

I see early widowhood, cooked-for children gone:
darkness lends its seasoning
to every cast-iron skillet.

She hid its teardrop handle inside her strong grip
when pouring red-eye gravy
from one lip of the skillet.

What went into the oven as batter we two mixed
came out as cornbread glory,
steaming amen in a skillet.

Black as her Bible, black as her once-maiden hair,
black as a panther howling
at midnight, this skillet.

I see her funeral day, the kitchen filled with food
not made by her, no flame
kissing the empty skillet.

I say McFee into its circle, hear her savory voice 
giving back the family name 
from her (now my) skillet.",Michael McFee,ghazal,Ghazal,"This poem is a ghazal because it consists of couplets, each able to stand alone while contributing to an overarching theme of memory and a familial connection to a specific object, the skillet. It uses a refrain (""skillet"") in the second line of each couplet, which is characteristic of a ghazal. The poem explores personal history, longing, and the sensory experiences tied to cooking and family, common themes found in the ghazal form.",Refrain,0.88
how to say,"in the divorce i separate to two piles                 books: english      love songs: arabic
my angers   my schooling    my long repeating name       english    english     arabic

i am someone’s daughter but i am american born        it shows in my short memory
my ahistoric glamour     my clumsy tongue when i forget the word for [   ] in arabic

i sleep         unbroken dark hours on airplanes home           & dream i’ve missed my
connecting flight      i dream a new & fluent mouth full of gauzy swathes of arabic

i dream my alternate selves               each with a face borrowed from photographs of
the girl who became my grandmother   brows & body rounded & cursive like arabic

but wake to the usual borderlands     i crowd shining slivers of english to my mouth
iris    crocus   inlet   heron         how dare i love a word without knowing it in arabic

& what even is translation       is immigration        without irony         safia
means pure           all my life it’s been true           even in my clouded arabic",Safia Elhillo,ghazal,Ghazal,"This poem exemplifies the ghazal form because it features couplets that stand independently yet are thematically linked, exploring personal identity, language, and cultural dislocation. Each couplet acts as a distinct reflection on the speaker's experiences, reminiscent of the ghazal tradition where repetition and the exploration of love, loss, and fragmentation are central. The use of refrains, particularly in the line ""what even is translation"" together with references to Arabic and English, aligns with the emotional depth and lyrical nature characteristic of ghazals.",Identity,0.88
Ghazal: The Dark Times,"Tell us that line again, the thing about the dark times…
“When the dark times come, we will sing about the dark times.”

They’ll always be wrong about peace when they’re wrong about justice…
Were you wrong, were you right, insisting about the dark times?

The traditional fears, the habitual tropes of exclusion
Like ominous menhirs, close into their ring about the dark times.

Naysayers in sequins or tweeds, libertine or ascetic
Find a sensual frisson in what they’d call bling about the dark times.

Some of the young can project themselves into a Marshall Plan future
Where they laugh and link arms, reminiscing about the dark times.

From every spot-lit glitz tower with armed guards around it
Some huckster pronounces his fiats, self-sacralized king, about the dark times.

In a tent, in a queue, near barbed wire, in a shipping container,
Please remember ya akhy, we too know something about the dark times.

Sindbad’s roc, or Ganymede’s eagle, some bird of rapacious ill omen
From bleak skies descends, and wraps an enveloping wing about the dark times.

You come home from your meeting, your clinic, make coffee and look in the mirror
And ask yourself once more what you did to bring about the dark times.",Marilyn Hacker,ghazal,Ghazal,"This poem is a ghazal because it consists of a series of couplets that maintain thematic continuity while allowing for variation in line length and structure. Each couplet (sher) presents a self-contained thought or idea, yet all return to a central motif: the ""dark times."" Moreover, there is a refrain (""about the dark times"") that is repeated at the end of multiple couplets, a hallmark feature of ghazals. The use of personal reflection and a contemplative tone also aligns with the emotional depth typical of ghazal poetry.",Refrain,0.94
Ghazal: America the Beautiful,"Do you remember our earnestness our sincerity
in first grade when we learned to sing America

The Beautiful along with the Star-Spangled Banner
and say the Pledge of Allegiance to America

We put our hands over our first grade hearts
we felt proud to be citizens of America

I said One Nation Invisible until corrected
maybe I was right about America

School days school days dear old Golden Rule Days
when we learned how to behave in America

What to wear, how to smoke, how to despise our parents
who didn’t understand us or America

Only later learning the Banner and the Beautiful
live on opposite sides of the street in America

Only later discovering the Nation is divisible
by money by power by color by gender by sex America

We comprehend it now this land is two lands
one triumphant bully one still hopeful America

Imagining amber waves of grain blowing in the wind
purple mountains and no homeless in America

Sometimes I still put my hand tenderly on my heart
somehow or other still carried away by America",Alicia Ostriker,ghazal,Ghazal,"This poem resembles a ghazal due to its use of couplets that can stand alone, while weaving together common themes and reflections. Each couplet presents a variation on the central idea of America, concluding with a consistent refrain, ""America."" The emotional depth, personal reflection, and exploration of contrasting ideas align well with the ghazal's typical themes. Additionally, the lack of a fixed rhyme scheme throughout and the focus on both love and social commentary further support its classification as a ghazal.",Couplet,0.85
WWE,"Here’s your auntie, in her best gold-threaded shalwaar
kameez, made small by this land of american men.

Everyday she prays. Rolls attah & pounds the keema
at night watches the bodies of these glistening men.

Big and muscular, neck full of veins, bulging in the pen.
Her eyes kajaled & wide, glued to sweaty american men.

She smiles as guilty as a bride without blood, her love
of this new country, cold snow & naked american men.

“Stop living in a soap opera” yells her husband, fresh
from work, demanding his dinner: american. Men

take & take & yet you idolize them still, watch
your auntie as she builds her silent altar to them—

her knees fold on the rundown mattress, a prayer to WWE
Her tasbeeh & TV: the only things she puts before her husband. 

She covers bruises & never lets us eat leftovers: a good wife.
It’s something in their nature: what america does to men.

They can’t touch anyone without teeth & spit
unless one strips the other of their human skin.

Even now, you don’t get it. But whenever it’s on you watch
them snarl like mad dogs in a cage—these american men.

Now that you’re older your auntie calls to say he hit
her again, that this didn’t happen before he became american. 

You know its true & try to help, but what can you do?
You, little Fatimah, who still worships him?  
 ",Fatimah Asghar,ghazal,Ghazal,"This poem fits the form of a ghazal because it consists of couplets that contain a refrain (the phrase ""american men"") at the end of each stanza, and there is a thematic exploration of love, longing, and pain associated with the subject matter. The poem captures a sense of personal emotional experience, which is central to the ghazal form, while maintaining a distinct structural pattern. The repetition of specific lines reinforces the emotional resonance throughout the poem, a hallmark of ghazals.",Refrain,0.85
Ghazal,"Does exile begin at birth? I lived beside a wide river
For so long I stopped hearing it.

As when a glass shatters during an argument,
And we are secretly thrilled. . . . We wanted it to break.

Always something missing now in the cry of one bird,
Its wings flared against the wood.

Still, everything that is singular has a name:
Stone, song, trembling, waist, & snow. I remember how

My old psychiatrist would pinch his nose between
A thumb & forefinger, look up at me & sigh.",Larry Levis,ghazal,Ghazal,"This poem resembles a ghazal because it contains multiple couplets that explore themes of longing, loss, and memory, traits often found in ghazals. The use of evocative imagery and introspective tones aligns with the traditional structure of a ghazal, where each couplet can stand alone yet contributes to an overall emotional landscape. Additionally, the poem invokes a sense of fragmentation and reminiscence, characteristics of this form.",Fragmentation,0.85
Ghazal: In Silence,"Let them be, the battles you fought, in silence.
Bury your shame, the worst you thought, in silence.

At last my Beloved has haggled with death.
'One more day' was the pearl she bought in silence.

At night she heard the blacksmith hammering chains,
at dawn the saw, the fretwork wrought in silence.

'The only wrong I've done is to live too long,'
my Beloved's eyes tell the court in silence.

She's as young as the month of Ordibehesht,
month of my birth, spring's mid-leap caught in silence.

My Beloved, under the shade of a palm,
was the girl, the mother I sought in silence.

Loneliness is innumerate. Days slip by,
suns rise that daylight moons distort in silence.

The bell on her wrist was silent, her fingers
ice cold as the julep she brought in silence.

'Mimijune! Mimijune!' My Beloved's voice
climbs three steep notes for tears to thwart in silence.

Three syllables of equal weight, equal stress,
dropped in a well, keep falling short in silence.",Mimi Khalvati,ghazal,Ghazal,"This poem is a ghazal because it adheres to several characteristics of the form, including the use of couplets, the theme of longing and love, and the repetitive refrain ""in silence"" at the end of multiple stanzas. Each couplet stands alone thematically yet relates to the overall emotion of the poem, a hallmark of ghazals. Additionally, the poem reflects a musical quality through its rhythmic structure, echoing the lyrical nature typical of the form.",Refrain,0.95
The Ghazal of What Hurt,"Pain froze you, for years—and fear—leaving scars. 
But now, as though miraculously, it seems, here you are 

walking easily across the ground, and into town 
as though you were floating on air, which in part you are, 

or riding a wave of what feels like the world's good will—
though helped along by something foreign and older than you are 

and yet much younger too, inside you, and so palpable 
an X-ray, you're sure, would show it, within the body you are,
 
not all that far beneath the skin, and even in 
some bones. Making you wonder: Are you what you are—

with all that isn't actually you having flowed 
through and settled in you, and made you what you are? 

The pain was never replaced, nor was it quite erased. 
It's memory now—so you know just how lucky you are. 

You didn't always. Were you then? And where's the fear?
Inside your words, like an engine? The car you are?! 

Face it, friend, you most exist when you're driven 
away, or on—by forms and forces greater than you are. ",Peter Cole,ghazal,Ghazal,"This poem exhibits the characteristics of a ghazal through its thematic structure, couplet form, and the use of a refrain-like repetition of certain ideas (such as self-identity and the interplay between pain and existence). Each couplet presents a standalone idea while still connecting to the overarching theme of introspection and identity, which is typical of ghazals. Additionally, there is a consistent exploration of the duality of being shaped by external forces that enhance the emotional undertone characteristic of ghazals.",Duality,0.85
Ghazal of the Better-Unbegun,"Too volatile, am I?  too voluble?  too much a word-person?
I blame the soup:  I'm a primordially
stirred person.

Two pronouns and a vehicle was Icarus with wings.
The apparatus of his selves made an ab-
surd person.

The sound I make is sympathy's:  sad dogs are tied afar.
But howling I become an ever more un-
heard person.

I need a hundred more of you to make a likelihood.
The mirror's not convincing-- that at-best in-
ferred person.

As time's revealing gets revolting, I start looking out.
Look in and what you see is one unholy
blurred person.

The only cure for birth one doesn't love to contemplate.
Better to be an unsung song, an unoc-
curred person.

McHugh, you'll be the death of me -- each self and second studied!
Addressing you like this, I'm halfway to the
third person.",Heather McHugh,ghazal,Ghazal,"This poem is a ghazal because it consists of a series of couplets that stand independently, with each stanza reflecting on themes of identity and self-perception, which are common in ghazal poetry. The repeated use of the phrase ""person"" at the end of several lines echoes the traditional structure of a ghazal, where a refrain occurs at the end of the couplets. The emotional introspection and exploration of multiple selves also align with the thematic essence often found in ghazals.",Refrain,0.85
Duplex (p. 18),"A poem is a gesture toward home.
It makes dark demands I call my own.

     Memory makes demands darker than my own:
     My last love drove a burgundy car. 

My first love drove a burgundy car. 
He was fast and awful, tall as my father.

     Steadfast and awful, my tall father
     Hit hard as a hailstorm. He'd leave marks. 

Light rain hits easy but leaves its own mark
Like the sound of a mother weeping again.

     Like the sound of my mother weeping again,
     No sound beating ends where it began. 

None of the beaten end up how we began. 
A poem is a gesture toward home. ",Jericho Brown,duplex,Duplex,"This poem is a duplex because it follows the form’s distinctive structure of six lines divided into three couplets where the second line of each couplet repeats as the first line of the following couplet, culminating in the repetition of the opening line at the end. The poem's effective use of refrain and the strong connections between each couplet emphasize the themes of memory and home while maintaining a cohesive flow, characteristic of the duplex form.",Refrain,0.85
Duplex (p. 27),"The opposite of rape is understanding
A field of flowers called paintbrushes—

     A field of flowers called paintbrushes,
     Though the spring be less than actual.

Though the spring be less than actual,
Men roam shirtless as if none ever hurt me.

     Men roam that myth. In truth, one hurt me.
     I want to obliterate the flowered field,

To obliterate my need for the field
And raise a building above the grasses,

     A building of prayer against the grasses,
     My body a temple in disrepair.

My body is a temple in disrepair.
The opposite of rape is understanding.",Jericho Brown,duplex,Duplex,"This poem fits the form of a duplex because it consists of repeated lines that interweave throughout the stanzas, creating a structure that both echoes and alters the meaning of the initial lines. In a duplex, the first line of each stanza is usually the last line of the preceding stanza, and the poem displays this characteristic with the lines repeating and evolving in context, alongside the alternating rhymes. This structural play aligns the poem with the duplex form, emphasizing themes of transformation and recurring reflections.",Repetition,0.95
Duplex (p. 49),"I begin with love, hoping to end there.
I don't want to leave a messy corpse.

     I don't want to leave a messy corpse
     Full of medicines that turn in the sun.

Some of my medicines turn in the sun.
Some of us don't need hell to be good.

     Those who need most, need hell to be good.
     What are the symptoms of your sickness?

Here is one symptom of my sickness:
Men who love me are men who miss me.

     Men who leave me are men who miss me
     In the dream where I am an island.

In the dream where I am an island,
I grow green with hope. I'd like to end there.",Jericho Brown,duplex,Ghazal,"This poem is a ghazal because it contains a series of rhyming couplets and thematic echoes typical of the form. Each couplet stands alone while being linked by recurring themes of love, longing, and existential reflection. The repetition of specific phrases, such as ""I don't want to leave a messy corpse"" and ""in the dream where I am an island,"" reinforces this structure. Additionally, the poem adheres to the ghazal's characteristic structure where every couplet operates independently, yet contributes to an overarching narrative of the speaker’s emotional landscape.",Repetition,0.88
Duplex (p. 68),"Don't accuse me of sleeping with your man
When I didn't know you had a man.

     Back when I didn't know you had a man,
     The moon glowed above the city's blackout.

I walked home by moonlight through the blackout.
I was too young to be reasonable.

     He was so young, so unreasonable,
     He dipped weed in embalming fluid.

He'd dip our weed in embalming fluid.
We'd make love on trains and in dressing rooms.

     Love in the subway, love in mall restrooms.
     A bore at home, he transformed in the city.

What's yours at home is a wolf in my city.
You can't accuse me of sleeping with a man.",Jericho Brown,duplex,Duplex,"This poem follows the structure of a duplex as it utilizes a repeated line in an alternating pattern, creating a weaving of thoughts and emotions. Each stanza consists of two lines, with the second line of each stanza echoing a sentiment from the previous stanza, while also pushing the narrative forward. The lack of fixed rhyme or meter also aligns this piece with the duplex form, which is characterized by the refrain and the reflective nature of the text.",Structure,0.88
Duplex: Cento (p. 72),"My last love drove a burgundy car,
Color of a rash, a symptom of sickness.

     We were the symptoms, the road our sickness:
     None of our fights ended where they began.

None of the beaten end where they begin.
Any man in love can cause a messy corpse,

     But I didn't want to leave a messy corpse
     Obliterated in some lilied field,

Stench obliterating lilies of the field,
The murderer, young and unreasonable.

     He was so young, so unreasonable,
     Steadfast and awful, tall as my father.

Steadfast and awful, my tall father
Was my first love. He drove a burgundy car.",Jericho Brown,duplex,Duplex,"This poem is a duplex because it follows the structural pattern characteristic of this form, which includes repetition of lines and a two-part refraining mechanism. Each stanza consists of two lines, where the second line of each stanza is a repetition or a transformation of the first line. Additionally, the poem explores themes of love, memory, and loss, which are common in duplex poetry.",Repetition,0.88
The Weary Blues,"Droning a drowsy syncopated tune,
Rocking back and forth to a mellow croon,
     I heard a Negro play.
Down on Lenox Avenue the other night
By the pale dull pallor of an old gas light
     He did a lazy sway . . .
     He did a lazy sway . . .
To the tune o’ those Weary Blues.
With his ebony hands on each ivory key
He made that poor piano moan with melody.
     O Blues!
Swaying to and fro on his rickety stool
He played that sad raggy tune like a musical fool.
     Sweet Blues!
Coming from a black man’s soul.
     O Blues!
In a deep song voice with a melancholy tone
I heard that Negro sing, that old piano moan—
     ""Ain’t got nobody in all this world,
       Ain’t got nobody but ma self.
       I’s gwine to quit ma frownin’
       And put ma troubles on the shelf.""

Thump, thump, thump, went his foot on the floor.
He played a few chords then he sang some more—
     ""I got the Weary Blues
       And I can’t be satisfied.
       Got the Weary Blues
       And can’t be satisfied—
       I ain’t happy no mo’
       And I wish that I had died.""
And far into the night he crooned that tune.
The stars went out and so did the moon.
The singer stopped playing and went to bed
While the Weary Blues echoed through his head.
He slept like a rock or a man that's dead.",Langston Hughes,blues poem,Blues Poem,"This poem is a blues poem because it embodies the thematic elements associated with blues music, such as sorrow, loneliness, and a longing for satisfaction. The structure includes repeated refrains, reminiscent of a typical blues song format, which emphasizes the emotional weight of the singer's experience. The vivid imagery, coupled with the rhythmic qualities and musicality of the language, reflects the essence of the blues genre.",Emotion,0.95
Those Everlasting Blues,"There ain’t
gonna be
any more
mad parties
between
you and me
and it ain’t
gonna be
because I
love you less
but love you more.
And there ain’t
gonna be
any more
sad parties
between us two
because I’m
gonna forget
what I want
till I see
what I want
is you.
And I ain’t
gonna find
what you are
till I find
what it is
that you want
of me
and how
am I
gonna see
what it is
till all
of myself
loves you.
And I don’t
really love
you though I
love you more
than the world
till I learn
to swallow
whatever
you’d like
me to do.
And I ain’t
gonna down
whatever
that little
may be
till I love
me less and
love you more
and love you
for yourself
alone.
If there ain’t
gonna be
any loving
just you
alone
then it’s up
to me to
be taking
myself and
moving myself
off home.
And I’ll
be dragging
what’s left of me
to my lonely
room in the blue
and never
come back
and never
crawl back
till I’m through
just hugging
me.
And I ain’t
no I ain’t
gonna stop
doing that as
I ought to do
till I’m ab-
solutely and
positively
in love and
in love with
you.
And when I’ve
done that and
done only that
and done all of that
for you
you’ll hear me
on the doorstep
ringing at the
doorbell
for one more
party for two.
With nothing
mad in it
nothing sad
in it but
a long glad
lifelong spree
with me myself
loving you yourself
and you
loving me
for me.",Alfred Kreymborg,blues poem,Blues Poem,"This poem closely resembles a blues poem due to its repetitive structure, conversational tone, and exploration of complex emotional themes related to love and self-identity. The use of repetition—particularly in phrases emphasizing the dichotomy of love and self-reflection—mirrors the musical form of blues. Additionally, the poem expresses feelings of melancholy and longing, which are common elements in blues poetry. Its narrative flow and personal confession style further anchor it within this poetic tradition.",Emotion,0.85
Blues Franchise,"Blues as art as theme as exhibition

Up on a midtown metropolis edifice

Billboard façade 50 feet tall thirty feet wide: BLUE SMOKE

Of a black femme-like face framed by her fingers tapered upward in the V of her palms

Looking off, her eyes below her painted on eyebrows

And Caucasoid wig solid black

touching off of a violet plunging deeper into the decorated pigment

A frame furls hints of blue in a spectral geometry

Framing tightly the face, reposed

A white strap over one deep ochre shoulder as background

 
Could be trans-shim or a delightful Caledonia,

red skein of a lipstick kiss imprinted invisibly in a nano dimension

 
Replications across the marquees of legions of subway cars

Her face on the mini billboard above the seat next to

The moving doors

Always looking somewhere else as the

Masses travel to all destinations

Blues smoke surrounding whatever stage as forum

For the franchise

Forever after for as far as the past goes.

 
Entering the negative space of a corporate behemoth

A lobby of the skyscraper museum or loft like enclosures

interlocking directorates of high art residencies.

 
Consumer beware of what you purchase with your eyes,

The presence of your body

 
                                              *

Out of the blue

You

Out of the blue

And into the blues

You

Out of the blue

You

Out of the blue

Vanish into the blue

you",David Henderson,blues poem,Duplex,"This poem is a duplex because it features a repeating structure and a specific refrain that is characteristic of this form. The lines ""Out of the blue"" and ""You"" serve as the repeated refrains, creating a musicality and cyclical feeling that is integral to the duplex style. The phrasing and use of repetition also contribute to the poem's thematic development, characteristic of this form. Overall, the interlocking nature of the lines enhances the lyrical quality, aligning it with the duplex form.",Repetition,0.85
Incognito Grief: A Blues,"Who knows the secrets in my gaze?
What holds me back when I might choke?
Who sees beyond my taut hellos
To see the grief etched on my face?
Nobody knows what lurks within;
Nobody brings me back again.
Who needs to disappear for a while?
Who sings my name beyond the veil?
Who has my memories, my tales?
Who’s lurking in my carpet’s dust?
Nobody feels this weight beneath my skin.
Who knows I’m grieving as I walk?
Who has the list of gravity’s costs?
Nobody but the man I’ve lost.",Allison Joseph,blues poem,Ghazal,"This poem is a ghazal because it follows the traditional structure of this form, which often consists of several couplets, where each couplet stands alone but is connected thematically. The repeated refrains, notably the phrase ""Nobody"" and the questioning format help reinforce the emotive, introspective nature characteristic of ghazals, which often explore themes of love, loss, and longing. The shift from personal to universal questions aligns well with the duality often found in ghazals.",Structure,0.85
Come On in the Song of the Changes,"it’s the listener determine what it is
be singing that come on    ain no siren

in that song    ‘cept going off in the hearing
if you can’t    sing how you know a song

from anything else    what you think
be callin’  you but song —

the sound of your thoughts’ running come on
baby don’t you want to     go —

and everything pulls over to the side
traffic lights stop sayin’ what they sayin’

and suddenly sally ride sally’s ride
right on    by —

peoples wives and children disappear    out of nowhere
some drive their gold teeth back home  a deepened run in gear.

 

 

you can come on in that kitchen
if you willing to let rain scare you to.

outside be coming down its cats and dogs
at each other   bright as gold    as is its in

-escapable cache of day  its pots and pan sky ringing
its belly purses fat       full or not —    the song

rain or shine. or
you better    come on in that kitchen.

that siren not a devil    that mercy seat less
savior    than common sense calling you to right

your seating rather than fall over your chair
ship voted out flat    on yo misled ass —  not up in the air

any throne   any call’s adventure leads you
to pay attention       to the ground your standing come on in",Ed Roberson,blues poem,Blues Poem,"This poem captures the essence of a blues poem through its rhythmic quality and conversational tone, with themes surrounding life's struggles and a deep exploration of personal experiences. The repeated phrases and call-and-response style echo traditional blues music, connecting the listener to the speaker's emotions and creating an intimate atmosphere. The imagery of rain and cooking ties into everyday life, common in blues, illustrating resilience and community amidst challenges.",Resilience,0.85
Poem,"Little brown boy,
Slim, dark, big-eyed,
Crooning love songs to your banjo
Down at the Lafayette—
Gee, boy, I love the way you hold your head,
High sort of and a bit to one side,
Like a prince, a jazz prince. And I love
Your eyes flashing, and your hands,
And your patent-leathered feet,
And your shoulders jerking the jig-wa.
And I love your teeth flashing,
And the way your hair shines in the spotlight
Like it was the real stuff.
Gee, brown boy, I loves you all over.
I’m glad I’m a jig. I’m glad I can
Understand your dancin’ and your
Singin’, and feel all the happiness
And joy and don’t care in you.
Gee, boy, when you sing, I can close my ears
And hear tom toms just as plain.
Listen to me, will you, what do I know
About tom toms? But I like the word, sort of,
Don’t you? It belongs to us.
Gee, boy, I love the way you hold your head,
And the way you sing, and dance,
And everything.
Say, I think you’re wonderful. You’re
Allright with me,
You are.",Helene Johnson,blues poem,Blues Poem,"This poem is classified as a blues poem because it embodies the characteristics typical of the blues genre, such as expressing love and admiration through a conversational and emotional tone. The repetition of phrases like ""Gee, boy, I love"" creates a lyrical and rhythmic quality similar to blues music. Additionally, the poem reflects on personal feelings and experiences, capturing a sense of joy and cultural identity, which is central to blues poetry. The use of colloquial language and the emphasis on music and dance further solidify its connection to the blues tradition.",Emotion,0.88
