poem_title,poem_text,author,form,poetic_form,rationale,summary,confidence,blocked
Orange,"If I have a gender, let it be a history learned from orange
Freak            Sun Sucker           Queer            Orange Boy

Rumor of 6th grade sunrise, dressed in you I was a child
of unspeakable obsession. Archaic language, Giolureade

Until Margaret Tudor, Queen of Scots. Her lips unlocked
your sarcenet line, my fingers knew taste before the orange

Dared on Norwood apartments, Dutch colonies
hunted man straight into your family crests of orange

Scraped from dust to crown our bruises, warriors we
stared directly into the sun, Tainos dyed in orange

As if we always knew we were history. Amber hardened into gold
tricking mortals, mortals tricking gods asking Was it the fruit or the color?

First, Tibbets’ grove, millions of fruits grafted
instead of born, from two parent orange trees

The key to a philosopher’s stone: Colormen flirting
with volcanos to retrieve your arsenic orpiment

Forever in danger of sliding into another color, I ran
after you, tracing rivers and creeks and streams of citrus

The Washington Navel Orange, a second fruit protruding:
not a twin, nor translation, but a new name every season.",Noel Quiñones,ghazal,Ghazal,"This poem is a ghazal because it exhibits the key features of the form: it consists of couplets or tercets with a repeated end rhyme (here, the recurring “orange” and “history” sounds), a meditative or reflective tone, and a sense of personal history intertwined with cultural and historical references. The poem also hints at an implied traditional refrain or pakhshi (a concluding line or couplet linking stanzas), though it is presented as a continuous block. The structure suggests a narrative that moves through time and memory, which is typical in ghazals.",Memory,0.88,False
Ghazal Circling Fatherhood,"My mother exalts her long-gone father.
Driving home, laments the failings of my father.

Sees her ex-husband in my excuses,
tells me: That’s just like your father. 

On holiday, he sneaks away to work;
I take a work call. Like son, like father.

Before, I tried to outrun my shadow
when sun met twilight, like Earth’s late father.

God sacrificed his son for his life’s work.
So we sing heavenward to honor the Father,

the Son, and the Holy Spirit—Forgive me,
for I have sinned, become my own father—

not who raised me, but those who claim me
as theirs. The stone-jawed men who father

havoc through absence, posture a myth for
any gaze. How many don’t know their father?

I’m at my kids’ school, bath time, rubbing their backs
before bed. They will know their father

as the one who showed up & always stayed,
bleary-eyed, did anything to father.

My mother fears she will be forgotten,
invoking Time, like others, as a father.

My wife notes the shifting sky above us.
What gravity gives birth to a father?",Carlos Andrés Gómez,ghazal,Blues Poem,"This poem is a blues poem because it expresses personal lamentation and reflection on generational patterns, using repetitive motifs (like ""father,"" ""my father,"" ""like son, like father""), a conversational tone, and a sense of sorrow or unresolved tension that is characteristic of the blues tradition. The structure lacks the strict metrical or rhyming patterns of a sonnet or ghazal, and the themes of inherited flaws, personal struggles, and emotional pain align with the expressive style of the blues.",Lament,0.91,False
Ghazal: Sea,"As Karen Blixen said, the cure’s the sea
—or sweat, or tears—but I prefer the sea.

In fact, it’s homeopathy. Why cry
with eyes baptised (if reddened) by the sea?

The metaphors of fabric come to mind:
cool silk or aqua velvet, summer sea

            (or better, come to body: intimate,
            enveloped skin on skin, the lover sea).

The bone-ache deep, the pains gone unexplained:
for now just dive, ameliorator sea.

The “mermaid’s tears,” smoothed glass or plastic: lovely
but hazardous to creatures of the sea.

This evening’s rough: Poseidon snaps my straps.
Pathetic fallacy, bipolar sea.

And in their one-piece suits, the ladies age
and silver, laugh and rage: September sea.

For whatever we lose(like a you or a me)
it’s always ourselves we find in the sea.",Moira Egan,ghazal,Ghazal,"This poem is a ghazal because it consists of multiple stanzas without a consistent rhyme scheme across the whole poem, yet each stanza typically ends with a rhyming couplet. Ghazals often explore themes of love, loss, and the sublime, as seen here with references to the sea, healing, and emotional states, and they feature a distinctive pattern of rhymed couplets within verses. Additionally, the poem’s reflective tone and exploration of metaphor align with the typical introspective quality of ghazals.",Metaphor,0.89,False
Swan Song,"They say when the time comes for a swan to die,
it goes where other swans have gone to die.

They say as the last night begins to fall,
it trails behind the setting sun to die.

And it sings ghazals, as though it wished between
the pages of its own divan to die.

They say a swan loves only once and will
return to where its love was won to die.

Making its deathbed where it first made love,
it can forget it has withdrawn to die.

Are these tales true? In the desert, where I live,
no swan has come, not a single one, to die.

But then they say that swans return to water,
in whose embrace life was begun, to die.

Open your arms, my dear, and slake my thirst:
the time has come for one more swan to die.",Armen Davoudian,ghazal,Ghazal,"This poem is a ghazal because it employs a repeated refrain (""They say..."") at the beginning of each stanza, which is a hallmark of the ghazal form. Additionally, the poem explores themes of mortality, longing, and the natural cycle of life with a contemplative, slightly melancholic tone characteristic of ghazals. The presence of a central, persistent motif (the fate and dying of the swan) and the lyrical, reflective style further support this classification. While the poem does not strictly follow the traditional meter or rhyme scheme of a ghazal, the structural repetition and thematic depth align most closely with the ghazal tradition among the provided forms.",Repetition,0.87,False
Ghazal of Oranges,"On New Year’s Eve, my father overfills the baskets with oranges,
mangoes, grapes, grapefruits, other citrus too, but mostly oranges.

The morning of the first, he opens every window to let the new year in.
In Chinatown, red bags sag with mustard greens and mandarin oranges.

A farmer in a fallow season kneels to know the dirt. More silt than soil,
he wipes his brow and mumbles to his dog: time to give up this crop of oranges.

The woman knows she let herself say too much to someone undeserving.
She lays her penance on her sister’s doorstep: a case of expensive oranges.

At the Whitney, I take a photo of a poem in a book behind the glass.
Above it, a painting: smears of blue, Frank O’Hara, his messy oranges.

The handsome server speaks with his hands: Tonight is grilled octopus
with braised fennel and olives, topped with peppercress, cara caras, and blood oranges.

No one at the table looks up, ashamed by the prices on the chic menus.
The busser fills my water and I inhale him: his faraway scent of oranges.

Seventh grade, Southern California: we monitored the daily smog alerts.
Red: stay inside. White: play outside. I forget what warning orange is.

Clutch was serious about art and said our final projects could be
whatever . . . performative . . . like, just show up with a wheelbarrow full of oranges.

Jan, in all of those first six years, why is all you can remember this:
the mist rising in the sunny air as you watched her peeling oranges.",Jan-Henry Gray,ghazal,Blues Poem,"This poem is a blues poem because it expresses a narrative of personal reflection, loss, or longing—particularly through memories and moments involving oranges—using a repetitive structure (recurring references to oranges), a conversational tone, and a sense of unresolved tension or sorrow. The speaker moves through various scenes and memories, suggesting a journey through grief or nostalgia, a hallmark of the blues form.",Memory,0.88,False
What of Fire?,"My therapist has approved my drinking of three whiskeys per night,
her eyes forbearing, knowing well the ruthlessness of night.

The sun having fled as a father might flee, my cousin fathered
a narrow terror while he robbed, with a pistol, a fellow citizen one night.

The encouraging lies of a mother are greatly underpaid job-keepers;
slovenly kings have dealt much wrong money to generals and knights.

My childhood was a lengthy scene of make believe and disaccord—
my favorite things being rain and watching my mother’s cigarettes ignite.

What of fire, among its timelessness and musculature, is not
more divine when burning past the open gates of night?",Marcus Jackson,ghazal,Blues Poem,"This poem is a blues poem because it expresses personal distress and sorrow, focusing on themes of loss, disappointment, and emotional pain—hallmarks of the traditional blues form. The conversational tone, direct address (to the therapist, mother, etc.), and the use of repetition and unresolved feeling (""her eyes forbearing,"" ""the encouraging lies..."") align with the structure and mood of classic blues poetry. The poem’s fragmented, confessional style also fits the colloquial, rhythmic quality often found in blues.",Sorrow,0.87,False
Ghazal !,"A lot more malaise and a little more grief every day,

aware that all seasons, the stormy, the sunlit, are brief every day. 

I don’t know the name of the hundredth drowned child, just the names

of the oligarchs trampling the green, eating beef every day,

while luminous creatures flick, stymied, above and around

the plastic detritus that’s piling up over the reef every day.

A tiny white cup of black coffee in afternoon shade,

while an oud or a sax plays brings breath and relief every day. 

Another beginning, no useful conclusion in sight‚—

another first draft that I tear out and add to the sheaf every day. 

One name, three-in-one, ninety-nine, or a matrix of tales 

that are one story only, well-springs of belief every day.

But I wake before dawn to read news that arrived overnight

on a minuscule screen , and exclaim  ?? ???? every day.",Marilyn Hacker,ghazal,Blues Poem,"This poem is a blues poem because it employs a repetitive structure with recurring phrases (""every day""), expresses themes of lament, hardship, and routine struggle, and uses an ABAB rhyme scheme in stanzas, which are common features of the blues tradition. The speaker's focus on personal pain (""malaise,"" ""grief,"" ""drowned child,"" ""relief""), cyclical despair, and the daily grind aligns with the emotional tone and form of the blues. Additionally, the use of direct address (""exclaim ??? ??? every day"") and the conversational tone reinforce the blues aesthetic.",Lament,0.89,False
Vindication,"They signed The Declaration of Sentiments

with nib of rib, the right to suffrage their daring

Called ugly then witch, pretty then weak

to be at once woman and voter, their daring

Hunger, headaches, heartaches, hatred, death

all this, and more, it cost them, their daring

As men are born, with God’s grace, so are women

they urged and argued with brains and daring

With firm convictions and hopes of fallen yokes

steadfast they marched nursing dreams of future daring

Sojourner, Dolores, their daughters left behind

now work against voter suppression with daring

There is more work on the horizon, more

yeast to knead into the bread of their daring

Persist Claudia! in mind and body be

not ugly, not pretty, but ablaze with daring.",Claudia Castro Luna,ghazal,Ghazal,"This poem is a ghazal because it consists of decoupled couplets (or tercets) that explore a central theme—the struggle for women's suffrage and empowerment—ending each stanza with a couplet that often contains a rhyming couplet (or a rhyming end). Ghazals are characterized by their rhyming pattern (usually a qafiʿ and a maqṣid or similar scheme), thematic depth, and often a philosophical or social undertone. While the provided text appears as a series of unrhymed stanzas here, the recurring motifs, the imperative tone, and the structure of interlocking arguments are highly suggestive of the ghazal form, particularly in its historical and literary usage for social commentary. The poem's focus on enduring courage (""daring""), the legacy of suffragists (Sojourner, Dolores), and the call to action also echo the didactic and motivational spirit often found in ghazals.",Courage,0.89,False
Ghazal,"The sky is a dry pitiless white. The wide rows stretch on into death.
Like famished birds, my hands strip each stalk of its stolen crop: our name.
History is a ship forever setting sail. On either shore: mountains of men,
Oceans of bone, an engine whose teeth shred all that is not our name.

Can you imagine what will sound from us, what we’ll rend and claim
When we find ourselves alone with all we’ve ever sought: our name?

Or perhaps what we seek lives outside of speech, like a tribe of goats
On a mountain above a lake, whose hooves nick away at rock. Our name

Is blown from tree to tree, scattered by the breeze. Who am I to say what,
In that marriage, is lost? For all I know, the grass has caught our name.

Having risen from moan to growl, growl to a hound’s low bray,
The voices catch. No priest, no sinner has yet been taught our name.

Will it thunder up, the call of time? Or lie quiet as bedrock beneath
Our feet? Our name our name our name our fraught, fraught name.",Tracy K. Smith,ghazal,Blues Poem,"This poem is a blues poem because it employs a repetitive refrain (""Our name""), a focus on suffering and hardship (the harsh land, the stripping of crops, the idea of being alone with one's legacy), and a structure that echoes the AAB pattern common in traditional blues lyrics. The poem also evokes a sense of personal lament and existential questioning, which are hallmarks of the blues form.",Refrain,0.87,False
Reservoirs,"The apple was not an apple when the rains came
The grave spurned the groundskeeper’s shovel when the rains came

No sacrament    no scripture        There were no reservoirs
save an ark beneath the steeple when the rains came

First the river wouldn’t fill             Then the valley’s hills
rose like the back of a camel when the rains came

The piano pursed its mouth of strings      The tenor kissed
his weathered hymnal when the rains came

There was no weathered landscape           there were neither
the hanging gardens nor Babel when the rains came

Lying on his back            the shepherd fanned his arms and legs
No one told him he couldn’t impress an angel when the rains came

our glosses / wanting in this world    Can you remember?
My name in Hebrew means Beloved or      blissful when the rains came",David Welch,ghazal,Ghazal,"This poem is a ghazal because it features a repeating refrain (“when the rains came”) at the end of each stanza, a common characteristic of the ghazal form. Additionally, the poem explores themes of loss, memory, and transcendence, with a contemplative tone that aligns with the introspective and emotional nature of ghazals. The structure, while not explicitly laid out in the provided text, strongly suggests multiple stanzas punctuated by a unifying motif (the rain), which is a hallmark of the ghazal's thematic and structural design.",Refrain,0.87,False
"Speak Now, Or Forever. Hold Your Peace.","Draped in thick silk the hue of hemorrhage and bone, you fondle
your butt stocks, muffled lust needles your cheeks. Your aim? To
make America great. Again,

your terse-lipped Lord has nudged you into the glare—numbed
and witless in His name, you preen and re-glue blessed unions,
mistake America straight, contend

your unloosed crave for the sugared heat of triggers. Besotted beneath
your crowns of unspent shells, you hard-rhyme vows and
quake, aware of that weight again,

the gawky, feral gush of fetish. Every uncocked groom and rigid
bride is greased and un-tongued, struck dumb by what’s at
stake. A miracle waits. You men

and women kaboom your hearts with skewered Spam and searing
pink Walmart wine, graze idly on ammo and blood-frosted
cake. A prayer is the bait. Amen

woos guests in their ball gowns and bird suits, hallows your blind
obsession with your incendiary intended. Though you’ve
faked America, hate upends

all this odd holy—its frayed altars, fumbled psalms, assault rifles
chic in itty veils. And we marvel at this
outbreak, bewaring that gate again,

left unlatched so this bright foolish can flow through. This ilk
of stupid blares blue enough to rouse ancestors—y’all ’bout to
make Amiri berate again,

’bout to conjure Fannie Lou and her tree-trunk wrists. While you
snot-weep, caress mute carbines, wed your unfathomable
ache, America waits. ’Cause when

the sacrament cools, and the moon is pocked with giggling, who’ll
fall naked first, whose shuddering tongue will dare the barrel?
Take that dare. Consummate. And then,

whose blood will that be?",Patricia Smith,ghazal,Ghazal,"This poem is a ghazal because it features a repeated refrain (""Amen"" and "" Pick that dare. Consummate."") at the end of several stanzas, a hallmark of the ghazal form. Additionally, the poem uses intricate rhyme schemes, subtle imagery, and a meditative tone that aligns with the traditional themes and structure of the ghazal, which often explores love, faith, or existential reflection with a refrain that echoes throughout the poem. The structure suggests multiple stanzas with a shared end-rhyme or rhyme scheme, though the provided text may be an excerpt or condensed form, but the refrain usage and thematic depth are characteristic of the ghazal.",Refrain,0.87,False
Cast-Iron Ghazal,"My mouth won’t ever forget her skill with a skillet,
my father’s mother, cooking
with her mother’s skillet.

Looking deep into its heavy antique mirror, I see
her wedding day: white dress
and this coal-dark skillet.

Heaven was bacon’s sizzle waking my ears and nose.
Or was it one of her chickens 
slow-frying in the skillet?

Her husband once took it hunting without asking:
she said she’d bust his skull 
with that upraised skillet.

Fire-born bell whose clapper was a plain dinner fork,
juicy fauna and flora notes
rang out from her skillet.

I see early widowhood, cooked-for children gone:
darkness lends its seasoning
to every cast-iron skillet.

She hid its teardrop handle inside her strong grip
when pouring red-eye gravy
from one lip of the skillet.

What went into the oven as batter we two mixed
came out as cornbread glory,
steaming amen in a skillet.

Black as her Bible, black as her once-maiden hair,
black as a panther howling
at midnight, this skillet.

I see her funeral day, the kitchen filled with food
not made by her, no flame
kissing the empty skillet.

I say McFee into its circle, hear her savory voice 
giving back the family name 
from her (now my) skillet.",Michael McFee,ghazal,Ghazal,"This poem is a ghazal because it exhibits the characteristic features of the form: it is composed of couplets (or tercets) with a consistent rhyme scheme, often with a refrain or theme that is repeated or alluded to throughout the poem. While the provided text is not divided explicitly into ghazal couplets or tercets here, the poem's reflective, lyrical quality, the use of recurring motifs (the skillet), and the meditative movement through memory and time align well with the spirit of the ghazal. Additionally, the poem's introspective, almost Sufi-like tone—exploring memory, legacy, and the persistence of family objects—matches the typical emotional and thematic depth found in ghazals.",Memory,0.87,False
how to say,"in the divorce i separate to two piles                 books: english      love songs: arabic
my angers   my schooling    my long repeating name       english    english     arabic

i am someone’s daughter but i am american born        it shows in my short memory
my ahistoric glamour     my clumsy tongue when i forget the word for [   ] in arabic

i sleep         unbroken dark hours on airplanes home           & dream i’ve missed my
connecting flight      i dream a new & fluent mouth full of gauzy swathes of arabic

i dream my alternate selves               each with a face borrowed from photographs of
the girl who became my grandmother   brows & body rounded & cursive like arabic

but wake to the usual borderlands     i crowd shining slivers of english to my mouth
iris    crocus   inlet   heron         how dare i love a word without knowing it in arabic

& what even is translation       is immigration        without irony         safia
means pure           all my life it’s been true           even in my clouded arabic",Safia Elhillo,ghazal,Ghazal,"This poem is a ghazal because it features repeated thematic concerns—identity, language, and cultural duality—often articulated through contrasts and juxtapositions. Ghazals are known for their lyrical, often personal voice, exploration of love or longing, and the use of a traditional rhyming pattern (qafiya). While the provided poem does not have a strict traditional rhyme scheme or the classic structure (like the explicit rhyming couplets), the poem’s preoccupation with the tensions between English and Arabic, memory and loss, and selfhood echoes the introspective and often emotional tone typical of ghazals. Additionally, the recurring references to language and translation align with the ghazal’s frequent meditation on love, place, and the complexities of communication.",Duality,0.85,False
Ghazal: The Dark Times,"Tell us that line again, the thing about the dark times…
“When the dark times come, we will sing about the dark times.”

They’ll always be wrong about peace when they’re wrong about justice…
Were you wrong, were you right, insisting about the dark times?

The traditional fears, the habitual tropes of exclusion
Like ominous menhirs, close into their ring about the dark times.

Naysayers in sequins or tweeds, libertine or ascetic
Find a sensual frisson in what they’d call bling about the dark times.

Some of the young can project themselves into a Marshall Plan future
Where they laugh and link arms, reminiscing about the dark times.

From every spot-lit glitz tower with armed guards around it
Some huckster pronounces his fiats, self-sacralized king, about the dark times.

In a tent, in a queue, near barbed wire, in a shipping container,
Please remember ya akhy, we too know something about the dark times.

Sindbad’s roc, or Ganymede’s eagle, some bird of rapacious ill omen
From bleak skies descends, and wraps an enveloping wing about the dark times.

You come home from your meeting, your clinic, make coffee and look in the mirror
And ask yourself once more what you did to bring about the dark times.",Marilyn Hacker,ghazal,Ghazal,"This poem is a ghazal because it features a repeated refrain or central theme—“the dark times”—appearing in multiple stanzas (as seen in the lines such as “we will sing about the dark times” and “about the dark times” repeated throughout). Ghazals are characterized by their refrain (maqta), which serves as a unifying thread, and their lyrical, often introspective tone that explores personal and communal experiences. The poem also exhibits the typical ghazal structure of couplets (though not always strictly two lines per stanza here), and the interplay between individual and collective reflection, as well as the use of musicality and emotional depth, align with the conventions of the ghazal form.",Refrain,0.89,False
Ghazal: America the Beautiful,"Do you remember our earnestness our sincerity
in first grade when we learned to sing America

The Beautiful along with the Star-Spangled Banner
and say the Pledge of Allegiance to America

We put our hands over our first grade hearts
we felt proud to be citizens of America

I said One Nation Invisible until corrected
maybe I was right about America

School days school days dear old Golden Rule Days
when we learned how to behave in America

What to wear, how to smoke, how to despise our parents
who didn’t understand us or America

Only later learning the Banner and the Beautiful
live on opposite sides of the street in America

Only later discovering the Nation is divisible
by money by power by color by gender by sex America

We comprehend it now this land is two lands
one triumphant bully one still hopeful America

Imagining amber waves of grain blowing in the wind
purple mountains and no homeless in America

Sometimes I still put my hand tenderly on my heart
somehow or other still carried away by America",Alicia Ostriker,ghazal,Ghazal,"This poem is a ghazal because it features a recurring refrain (“America”) at the end of several stanzas, a characteristic device in the ghazal form. The poem also explores themes of national identity, duality, and memory, which are common in ghazals that often reflect on love, loss, or national and personal identity. The structure hints at multiple voices or memories addressing a central motif (America), which aligns with the ghazal’s tradition of multiple couplets (padas) around a central theme or form. While the poem is not strictly in the classical Persian ghazal meter, the thematic and structural features—especially the repeated keyword and reflective tone—strongly suggest a ghazal.",Refrain,0.87,False
WWE,"Here’s your auntie, in her best gold-threaded shalwaar
kameez, made small by this land of american men.

Everyday she prays. Rolls attah & pounds the keema
at night watches the bodies of these glistening men.

Big and muscular, neck full of veins, bulging in the pen.
Her eyes kajaled & wide, glued to sweaty american men.

She smiles as guilty as a bride without blood, her love
of this new country, cold snow & naked american men.

“Stop living in a soap opera” yells her husband, fresh
from work, demanding his dinner: american. Men

take & take & yet you idolize them still, watch
your auntie as she builds her silent altar to them—

her knees fold on the rundown mattress, a prayer to WWE
Her tasbeeh & TV: the only things she puts before her husband. 

She covers bruises & never lets us eat leftovers: a good wife.
It’s something in their nature: what america does to men.

They can’t touch anyone without teeth & spit
unless one strips the other of their human skin.

Even now, you don’t get it. But whenever it’s on you watch
them snarl like mad dogs in a cage—these american men.

Now that you’re older your auntie calls to say he hit
her again, that this didn’t happen before he became american. 

You know its true & try to help, but what can you do?
You, little Fatimah, who still worships him?  
 ",Fatimah Asghar,ghazal,Ghazal,"This poem is a ghazal because it features a consistent, often enjambed structure with multiple stanzas of varying lengths, each ending in a rhyming couplet or couplet-like resolution. The poem explores a personal, almost confessional tone focused on an individual’s relationship with an external cultural force (America and its men), using thematic turns (purs, prayer, abuse, identity) that are typical of the ghazal’s manti (themes) structure. The recurring motifs and the intimate, reflective voice also align with the ghazal’s tradition of personal meditation, often with a touch of irony or social observation.",Observation,0.89,False
Ghazal,"Does exile begin at birth? I lived beside a wide river
For so long I stopped hearing it.

As when a glass shatters during an argument,
And we are secretly thrilled. . . . We wanted it to break.

Always something missing now in the cry of one bird,
Its wings flared against the wood.

Still, everything that is singular has a name:
Stone, song, trembling, waist, & snow. I remember how

My old psychiatrist would pinch his nose between
A thumb & forefinger, look up at me & sigh.",Larry Levis,ghazal,Ghazal,"This poem is a ghazal because it features a consistent yet subtle rhyme scheme (often ABAB or similar), an emphasis on themes of memory, loss, and introspection, and the presence of personal, confessional voice—hallmarks of the ghazal form. While the poem is brief, its meditative tone, indirect references to psychology and nature, and the repeated questioning about origins and identity align with the introspective and lyrical nature of the ghazal. The structure is not clearly defined by stanza breaks but demonstrates the ghazal's characteristic blending of emotion and philosophical inquiry.",Reflection,0.85,False
Ghazal: In Silence,"Let them be, the battles you fought, in silence.
Bury your shame, the worst you thought, in silence.

At last my Beloved has haggled with death.
'One more day' was the pearl she bought in silence.

At night she heard the blacksmith hammering chains,
at dawn the saw, the fretwork wrought in silence.

'The only wrong I've done is to live too long,'
my Beloved's eyes tell the court in silence.

She's as young as the month of Ordibehesht,
month of my birth, spring's mid-leap caught in silence.

My Beloved, under the shade of a palm,
was the girl, the mother I sought in silence.

Loneliness is innumerate. Days slip by,
suns rise that daylight moons distort in silence.

The bell on her wrist was silent, her fingers
ice cold as the julep she brought in silence.

'Mimijune! Mimijune!' My Beloved's voice
climbs three steep notes for tears to thwart in silence.

Three syllables of equal weight, equal stress,
dropped in a well, keep falling short in silence.",Mimi Khalvati,ghazal,Ghazal,"This poem is a ghazal because it consists of couplets (tercets with a rhyming pattern) that explore themes of silence, longing, and loss, with a recurring phrase ""in silence"" at the end of each line, a hallmark of the ghazal’s concluding motif. The poem’s reflective tone, meditative structure, and the intimate, often melancholic relationship with a beloved also align with the traditional ghazal, which often centers on love and existential contemplation.",Silence,0.88,False
The Ghazal of What Hurt,"Pain froze you, for years—and fear—leaving scars. 
But now, as though miraculously, it seems, here you are 

walking easily across the ground, and into town 
as though you were floating on air, which in part you are, 

or riding a wave of what feels like the world's good will—
though helped along by something foreign and older than you are 

and yet much younger too, inside you, and so palpable 
an X-ray, you're sure, would show it, within the body you are,
 
not all that far beneath the skin, and even in 
some bones. Making you wonder: Are you what you are—

with all that isn't actually you having flowed 
through and settled in you, and made you what you are? 

The pain was never replaced, nor was it quite erased. 
It's memory now—so you know just how lucky you are. 

You didn't always. Were you then? And where's the fear?
Inside your words, like an engine? The car you are?! 

Face it, friend, you most exist when you're driven 
away, or on—by forms and forces greater than you are. ",Peter Cole,ghazal,Ghazal,"This poem is a ghazal because it features a repeated end rhyme scheme (notably ""you are"" appearing in several stanzas), the exploration of philosophical and personal themes of identity and transformation, and the use of a conversational, reflective tone common in ghazals. While the structure is not perfectly divided into paks (traditional stanzas) and the poem is somewhat shorter than the typical 14-line ghazal, the emphasis on introspection, metaphor, and rhyming scheme strongly aligns with the form, especially in contemporary or modern ghazals that may vary in length.",Rhyme,0.88,False
Ghazal of the Better-Unbegun,"Too volatile, am I?  too voluble?  too much a word-person?
I blame the soup:  I'm a primordially
stirred person.

Two pronouns and a vehicle was Icarus with wings.
The apparatus of his selves made an ab-
surd person.

The sound I make is sympathy's:  sad dogs are tied afar.
But howling I become an ever more un-
heard person.

I need a hundred more of you to make a likelihood.
The mirror's not convincing-- that at-best in-
ferred person.

As time's revealing gets revolting, I start looking out.
Look in and what you see is one unholy
blurred person.

The only cure for birth one doesn't love to contemplate.
Better to be an unsung song, an unoc-
curred person.

McHugh, you'll be the death of me -- each self and second studied!
Addressing you like this, I'm halfway to the
third person.",Heather McHugh,ghazal,Duplex,"This poem is a duplex because it repeatedly reflects on the multiplicity of self and voice, with the speaker addressing, confronting, or mirroring different aspects of themselves (""I blame the soup: I'm a primordially stirred person,"" ""Two pronouns and a vehicle... made an absurd person,"" ""the mirror's not convincing... inferred person""). The poem oscillates between internal perspectives and external address (to McHugh), showing a back-and-forth or duality within the self. The recurring use of ""person"" and the exploration of fragmented identity are hallmarks of the duplex form, which often presents two contrasting or complementary voices or perspectives within a single poem.",Duality,0.89,False
Duplex (p. 18),"A poem is a gesture toward home.
It makes dark demands I call my own.

     Memory makes demands darker than my own:
     My last love drove a burgundy car. 

My first love drove a burgundy car. 
He was fast and awful, tall as my father.

     Steadfast and awful, my tall father
     Hit hard as a hailstorm. He'd leave marks. 

Light rain hits easy but leaves its own mark
Like the sound of a mother weeping again.

     Like the sound of my mother weeping again,
     No sound beating ends where it began. 

None of the beaten end up how we began. 
A poem is a gesture toward home. ",Jericho Brown,duplex,Duplex,"This poem is a duplex because it presents two contrasting yet thematically linked stanzas or ideas—memories of past and present lovers—each echoing the other through mirrored imagery (burgundy car, similar feelings of speed, violence, and parental resemblance). The structure mirrors itself between the stanzas, a hallmark of the duplex form, which typically juxtaposes two related but distinct parts. The poem’s cyclical and reflective tone, looping back to the opening line (“A poem is a gesture toward home”), further supports this form’s dual, mirrored composition.",Mirror,0.88,False
Duplex (p. 27),"The opposite of rape is understanding
A field of flowers called paintbrushes—

     A field of flowers called paintbrushes,
     Though the spring be less than actual.

Though the spring be less than actual,
Men roam shirtless as if none ever hurt me.

     Men roam that myth. In truth, one hurt me.
     I want to obliterate the flowered field,

To obliterate my need for the field
And raise a building above the grasses,

     A building of prayer against the grasses,
     My body a temple in disrepair.

My body is a temple in disrepair.
The opposite of rape is understanding.",Jericho Brown,duplex,Ghazal,"This poem is a ghazal because it consists of several unrhymed couplets (or tercets) that explore a central theme of trauma, recovery, and transformation, typical of the ghazal’s structure of multiple stanzas linked by a refrain or thematic thread. The poem moves through fragmented images and emotional shifts, with a repeated motif (“A field of flowers called paintbrushes”) that functions similarly to the patora or kavita that can appear in ghazals, though the refrain here is embedded within stanzas rather than as a closing line. Ghazals often deal with personal experience, emotional depth, and philosophical reflection, which are evident in the poem’s exploration of suffering, healing, and the search for restoration.",Reflection,0.88,False
Duplex (p. 49),"I begin with love, hoping to end there.
I don't want to leave a messy corpse.

     I don't want to leave a messy corpse
     Full of medicines that turn in the sun.

Some of my medicines turn in the sun.
Some of us don't need hell to be good.

     Those who need most, need hell to be good.
     What are the symptoms of your sickness?

Here is one symptom of my sickness:
Men who love me are men who miss me.

     Men who leave me are men who miss me
     In the dream where I am an island.

In the dream where I am an island,
I grow green with hope. I'd like to end there.",Jericho Brown,duplex,Ghazal,"This poem is a ghazal because it features a repeated refrain or couplet structure (""I don't want to leave a messy corpse"" and ""Those who need most, need hell to be good,"" etc.), which is characteristic of the ghazal form. Ghazals often include a pakhbad (repeating line or couplet) and a distinctive rhyme scheme, as well as themes of love, longing, and existential inquiry. The poem also exhibits the common emotional tone of yearning and introspection found in ghazals.",Refrain,0.89,False
Duplex (p. 68),"Don't accuse me of sleeping with your man
When I didn't know you had a man.

     Back when I didn't know you had a man,
     The moon glowed above the city's blackout.

I walked home by moonlight through the blackout.
I was too young to be reasonable.

     He was so young, so unreasonable,
     He dipped weed in embalming fluid.

He'd dip our weed in embalming fluid.
We'd make love on trains and in dressing rooms.

     Love in the subway, love in mall restrooms.
     A bore at home, he transformed in the city.

What's yours at home is a wolf in my city.
You can't accuse me of sleeping with a man.",Jericho Brown,duplex,Ghazal,"This poem is a ghazal because it features a repeated phrase (""When I didn't know you had a man"") functioning as the closing line to multiple stanzas (or couplets), a hallmark of the ghazal structure. Ghazals often incorporate a qafiʿ (repeating line) and explore themes of love, irony, or introspection, which align with the tone and structure of the given poem. The conversational tone, conversational rhymes, and the exploration of personal vulnerability also fit the traditional ghazal style, though the poem is presented in a more modern or free-verse form than the classical metered ghazal.",Refrain,0.89,False
