poem_title,poem_text,author,form,poetic_form,rationale,summary,confidence
Ghazal,"The sky is a dry pitiless white. The wide rows stretch on into death.
Like famished birds, my hands strip each stalk of its stolen crop: our name.
History is a ship forever setting sail. On either shore: mountains of men,
Oceans of bone, an engine whose teeth shred all that is not our name.

Can you imagine what will sound from us, what we’ll rend and claim
When we find ourselves alone with all we’ve ever sought: our name?

Or perhaps what we seek lives outside of speech, like a tribe of goats
On a mountain above a lake, whose hooves nick away at rock. Our name

Is blown from tree to tree, scattered by the breeze. Who am I to say what,
In that marriage, is lost? For all I know, the grass has caught our name.

Having risen from moan to growl, growl to a hound’s low bray,
The voices catch. No priest, no sinner has yet been taught our name.

Will it thunder up, the call of time? Or lie quiet as bedrock beneath
Our feet? Our name our name our name our fraught, fraught name.",Tracy K. Smith,ghazal,Ghazal,"This poem is a ghazal because it utilizes the ghazal's traditional structure of couplets (shers), with the first couplet establishing a rhyme/refrain scheme (""our name"") that recurs in the second line of each following couplet. Additionally, the poem explores themes of identity, loss, and seeking, which are common in ghazals. The frequent repetition of ""our name"" at the end of many couplets aligns with the customary anchor in ghazals, while each couplet could stand alone as an independent thought or image. This independence, paired with the refrain's repetition, firmly connects this poem with the ghazal form.",Refrain,0.98
Reservoirs,"The apple was not an apple when the rains came
The grave spurned the groundskeeper’s shovel when the rains came

No sacrament    no scripture        There were no reservoirs
save an ark beneath the steeple when the rains came

First the river wouldn’t fill             Then the valley’s hills
rose like the back of a camel when the rains came

The piano pursed its mouth of strings      The tenor kissed
his weathered hymnal when the rains came

There was no weathered landscape           there were neither
the hanging gardens nor Babel when the rains came

Lying on his back            the shepherd fanned his arms and legs
No one told him he couldn’t impress an angel when the rains came

our glosses / wanting in this world    Can you remember?
My name in Hebrew means Beloved or      blissful when the rains came",David Welch,ghazal,,,,
"Speak Now, Or Forever. Hold Your Peace.","Draped in thick silk the hue of hemorrhage and bone, you fondle
your butt stocks, muffled lust needles your cheeks. Your aim? To
make America great. Again,

your terse-lipped Lord has nudged you into the glare—numbed
and witless in His name, you preen and re-glue blessed unions,
mistake America straight, contend

your unloosed crave for the sugared heat of triggers. Besotted beneath
your crowns of unspent shells, you hard-rhyme vows and
quake, aware of that weight again,

the gawky, feral gush of fetish. Every uncocked groom and rigid
bride is greased and un-tongued, struck dumb by what’s at
stake. A miracle waits. You men

and women kaboom your hearts with skewered Spam and searing
pink Walmart wine, graze idly on ammo and blood-frosted
cake. A prayer is the bait. Amen

woos guests in their ball gowns and bird suits, hallows your blind
obsession with your incendiary intended. Though you’ve
faked America, hate upends

all this odd holy—its frayed altars, fumbled psalms, assault rifles
chic in itty veils. And we marvel at this
outbreak, bewaring that gate again,

left unlatched so this bright foolish can flow through. This ilk
of stupid blares blue enough to rouse ancestors—y’all ’bout to
make Amiri berate again,

’bout to conjure Fannie Lou and her tree-trunk wrists. While you
snot-weep, caress mute carbines, wed your unfathomable
ache, America waits. ’Cause when

the sacrament cools, and the moon is pocked with giggling, who’ll
fall naked first, whose shuddering tongue will dare the barrel?
Take that dare. Consummate. And then,

whose blood will that be?",Patricia Smith,ghazal,Ghazal,"This poem is a ghazal because it adheres to several key characteristics of the traditional form, albeit with a modern twist. The poem is composed of a series of couplets (a significant feature of the ghazal form), with each couplet capable of standing on its own as a self-contained thought. Additionally, the repeated refrain ""again"" at the end of several couplets mirrors the radif, or refrain, typically found in ghazals, creating a thematic unity. The rhyme scheme before the refrain in adjacent couplets also reflects the monorhyme (qaafiya/rhyme before the refrain) structure commonly used. Furthermore, the poem contains a turn inward, with a reflective and often melancholic tone, which is a hallmark of the ghazal form. While the imagery is contemporary and political, the structure and thematic elements adhere closely to the conventions of a ghazal.",Refrain,0.95
Cast-Iron Ghazal,"My mouth won’t ever forget her skill with a skillet,
my father’s mother, cooking
with her mother’s skillet.

Looking deep into its heavy antique mirror, I see
her wedding day: white dress
and this coal-dark skillet.

Heaven was bacon’s sizzle waking my ears and nose.
Or was it one of her chickens 
slow-frying in the skillet?

Her husband once took it hunting without asking:
she said she’d bust his skull 
with that upraised skillet.

Fire-born bell whose clapper was a plain dinner fork,
juicy fauna and flora notes
rang out from her skillet.

I see early widowhood, cooked-for children gone:
darkness lends its seasoning
to every cast-iron skillet.

She hid its teardrop handle inside her strong grip
when pouring red-eye gravy
from one lip of the skillet.

What went into the oven as batter we two mixed
came out as cornbread glory,
steaming amen in a skillet.

Black as her Bible, black as her once-maiden hair,
black as a panther howling
at midnight, this skillet.

I see her funeral day, the kitchen filled with food
not made by her, no flame
kissing the empty skillet.

I say McFee into its circle, hear her savory voice 
giving back the family name 
from her (now my) skillet.",Michael McFee,ghazal,Ghazal,"This poem is a ghazal because it follows the traditional structure and thematic approach of the ghazal form. Each couplet is loosely self-contained yet thematically linked to the central focus on the skillet. The poem adheres to the ghazal’s typical repeated refrain, with ""skillet"" serving as the refrain at the end of each couplet. Additionally, the poem plays with rich imagery and emotional depth, exploring themes of memory, loss, and heritage, which are common in the ghazal tradition. The inclusion of the poet's name ""McFee"" in the final couplet serves as a takhallus, a traditional signature feature of the ghazal form.",Refrain,0.98
how to say,"in the divorce i separate to two piles                 books: english      love songs: arabic
my angers   my schooling    my long repeating name       english    english     arabic

i am someone’s daughter but i am american born        it shows in my short memory
my ahistoric glamour     my clumsy tongue when i forget the word for [   ] in arabic

i sleep         unbroken dark hours on airplanes home           & dream i’ve missed my
connecting flight      i dream a new & fluent mouth full of gauzy swathes of arabic

i dream my alternate selves               each with a face borrowed from photographs of
the girl who became my grandmother   brows & body rounded & cursive like arabic

but wake to the usual borderlands     i crowd shining slivers of english to my mouth
iris    crocus   inlet   heron         how dare i love a word without knowing it in arabic

& what even is translation       is immigration        without irony         safia
means pure           all my life it’s been true           even in my clouded arabic",Safia Elhillo,ghazal,,,,
Ghazal: The Dark Times,"Tell us that line again, the thing about the dark times…
“When the dark times come, we will sing about the dark times.”

They’ll always be wrong about peace when they’re wrong about justice…
Were you wrong, were you right, insisting about the dark times?

The traditional fears, the habitual tropes of exclusion
Like ominous menhirs, close into their ring about the dark times.

Naysayers in sequins or tweeds, libertine or ascetic
Find a sensual frisson in what they’d call bling about the dark times.

Some of the young can project themselves into a Marshall Plan future
Where they laugh and link arms, reminiscing about the dark times.

From every spot-lit glitz tower with armed guards around it
Some huckster pronounces his fiats, self-sacralized king, about the dark times.

In a tent, in a queue, near barbed wire, in a shipping container,
Please remember ya akhy, we too know something about the dark times.

Sindbad’s roc, or Ganymede’s eagle, some bird of rapacious ill omen
From bleak skies descends, and wraps an enveloping wing about the dark times.

You come home from your meeting, your clinic, make coffee and look in the mirror
And ask yourself once more what you did to bring about the dark times.",Marilyn Hacker,ghazal,Ghazal,"This poem is a ghazal because of its use of a repeating refrain (""about the dark times"") at the end of each couplet, a defining characteristic of the ghazal form. Furthermore, the independent nature of the couplets, each acting as a self-contained thought or image while still tying into the central theme, aligns with the traditional structure of a ghazal. The first couplet introduces the rhyme and refrain, and subsequent couplets maintain the refrain, a hallmark feature of this form.",Refrain,0.95
Ghazal: America the Beautiful,"Do you remember our earnestness our sincerity
in first grade when we learned to sing America

The Beautiful along with the Star-Spangled Banner
and say the Pledge of Allegiance to America

We put our hands over our first grade hearts
we felt proud to be citizens of America

I said One Nation Invisible until corrected
maybe I was right about America

School days school days dear old Golden Rule Days
when we learned how to behave in America

What to wear, how to smoke, how to despise our parents
who didn’t understand us or America

Only later learning the Banner and the Beautiful
live on opposite sides of the street in America

Only later discovering the Nation is divisible
by money by power by color by gender by sex America

We comprehend it now this land is two lands
one triumphant bully one still hopeful America

Imagining amber waves of grain blowing in the wind
purple mountains and no homeless in America

Sometimes I still put my hand tenderly on my heart
somehow or other still carried away by America",Alicia Ostriker,ghazal,,,,
WWE,"Here’s your auntie, in her best gold-threaded shalwaar
kameez, made small by this land of american men.

Everyday she prays. Rolls attah & pounds the keema
at night watches the bodies of these glistening men.

Big and muscular, neck full of veins, bulging in the pen.
Her eyes kajaled & wide, glued to sweaty american men.

She smiles as guilty as a bride without blood, her love
of this new country, cold snow & naked american men.

“Stop living in a soap opera” yells her husband, fresh
from work, demanding his dinner: american. Men

take & take & yet you idolize them still, watch
your auntie as she builds her silent altar to them—

her knees fold on the rundown mattress, a prayer to WWE
Her tasbeeh & TV: the only things she puts before her husband. 

She covers bruises & never lets us eat leftovers: a good wife.
It’s something in their nature: what america does to men.

They can’t touch anyone without teeth & spit
unless one strips the other of their human skin.

Even now, you don’t get it. But whenever it’s on you watch
them snarl like mad dogs in a cage—these american men.

Now that you’re older your auntie calls to say he hit
her again, that this didn’t happen before he became american. 

You know its true & try to help, but what can you do?
You, little Fatimah, who still worships him?  
 ",Fatimah Asghar,ghazal,,,,
Ghazal,"Does exile begin at birth? I lived beside a wide river
For so long I stopped hearing it.

As when a glass shatters during an argument,
And we are secretly thrilled. . . . We wanted it to break.

Always something missing now in the cry of one bird,
Its wings flared against the wood.

Still, everything that is singular has a name:
Stone, song, trembling, waist, & snow. I remember how

My old psychiatrist would pinch his nose between
A thumb & forefinger, look up at me & sigh.",Larry Levis,ghazal,Duplex,"This poem is a duplex because it follows a structure that mirrors the form's focus on couplets, where the second line of each pair often echoes or reinterprets the sentiment or imagery of the previous one. The meditation on themes like loss, fragmentation, and self-reflection is also consistent with the duplex's intimate tone and circular motion. While the poem doesn't have the strict rhyme or refrain patterns of a ghazal or blues poem, its recursive nature aligns well with the sensibility of a duplex.",Reflection,0.85
Ghazal: In Silence,"Let them be, the battles you fought, in silence.
Bury your shame, the worst you thought, in silence.

At last my Beloved has haggled with death.
'One more day' was the pearl she bought in silence.

At night she heard the blacksmith hammering chains,
at dawn the saw, the fretwork wrought in silence.

'The only wrong I've done is to live too long,'
my Beloved's eyes tell the court in silence.

She's as young as the month of Ordibehesht,
month of my birth, spring's mid-leap caught in silence.

My Beloved, under the shade of a palm,
was the girl, the mother I sought in silence.

Loneliness is innumerate. Days slip by,
suns rise that daylight moons distort in silence.

The bell on her wrist was silent, her fingers
ice cold as the julep she brought in silence.

'Mimijune! Mimijune!' My Beloved's voice
climbs three steep notes for tears to thwart in silence.

Three syllables of equal weight, equal stress,
dropped in a well, keep falling short in silence.",Mimi Khalvati,ghazal,,,,
The Ghazal of What Hurt,"Pain froze you, for years—and fear—leaving scars. 
But now, as though miraculously, it seems, here you are 

walking easily across the ground, and into town 
as though you were floating on air, which in part you are, 

or riding a wave of what feels like the world's good will—
though helped along by something foreign and older than you are 

and yet much younger too, inside you, and so palpable 
an X-ray, you're sure, would show it, within the body you are,
 
not all that far beneath the skin, and even in 
some bones. Making you wonder: Are you what you are—

with all that isn't actually you having flowed 
through and settled in you, and made you what you are? 

The pain was never replaced, nor was it quite erased. 
It's memory now—so you know just how lucky you are. 

You didn't always. Were you then? And where's the fear?
Inside your words, like an engine? The car you are?! 

Face it, friend, you most exist when you're driven 
away, or on—by forms and forces greater than you are. ",Peter Cole,ghazal,,,,
Ghazal of the Better-Unbegun,"Too volatile, am I?  too voluble?  too much a word-person?
I blame the soup:  I'm a primordially
stirred person.

Two pronouns and a vehicle was Icarus with wings.
The apparatus of his selves made an ab-
surd person.

The sound I make is sympathy's:  sad dogs are tied afar.
But howling I become an ever more un-
heard person.

I need a hundred more of you to make a likelihood.
The mirror's not convincing-- that at-best in-
ferred person.

As time's revealing gets revolting, I start looking out.
Look in and what you see is one unholy
blurred person.

The only cure for birth one doesn't love to contemplate.
Better to be an unsung song, an unoc-
curred person.

McHugh, you'll be the death of me -- each self and second studied!
Addressing you like this, I'm halfway to the
third person.",Heather McHugh,ghazal,,,,
Duplex (p. 18),"A poem is a gesture toward home.
It makes dark demands I call my own.

     Memory makes demands darker than my own:
     My last love drove a burgundy car. 

My first love drove a burgundy car. 
He was fast and awful, tall as my father.

     Steadfast and awful, my tall father
     Hit hard as a hailstorm. He'd leave marks. 

Light rain hits easy but leaves its own mark
Like the sound of a mother weeping again.

     Like the sound of my mother weeping again,
     No sound beating ends where it began. 

None of the beaten end up how we began. 
A poem is a gesture toward home. ",Jericho Brown,duplex,Duplex,"This poem is a duplex because it follows the structure of a modern duplex poem, which is a hybrid form created by Jericho Brown. The duplex combines aspects of the sonnet, the ghazal, and the blues poem but is distinguished by its specific pattern. The poem comprises seven couplets, and each line within a couplet repeats or echoes language from the prior line. The couplets are linked through repetition with variation, creating a cyclical, meditative rhythm, and the final line mirrors the opening line to close the circle and emphasize the theme of returning ""home,"" both figuratively and literally.",Repetition,0.98
Duplex (p. 27),"The opposite of rape is understanding
A field of flowers called paintbrushes—

     A field of flowers called paintbrushes,
     Though the spring be less than actual.

Though the spring be less than actual,
Men roam shirtless as if none ever hurt me.

     Men roam that myth. In truth, one hurt me.
     I want to obliterate the flowered field,

To obliterate my need for the field
And raise a building above the grasses,

     A building of prayer against the grasses,
     My body a temple in disrepair.

My body is a temple in disrepair.
The opposite of rape is understanding.",Jericho Brown,duplex,,,,
Duplex (p. 49),"I begin with love, hoping to end there.
I don't want to leave a messy corpse.

     I don't want to leave a messy corpse
     Full of medicines that turn in the sun.

Some of my medicines turn in the sun.
Some of us don't need hell to be good.

     Those who need most, need hell to be good.
     What are the symptoms of your sickness?

Here is one symptom of my sickness:
Men who love me are men who miss me.

     Men who leave me are men who miss me
     In the dream where I am an island.

In the dream where I am an island,
I grow green with hope. I'd like to end there.",Jericho Brown,duplex,,,,
Duplex (p. 68),"Don't accuse me of sleeping with your man
When I didn't know you had a man.

     Back when I didn't know you had a man,
     The moon glowed above the city's blackout.

I walked home by moonlight through the blackout.
I was too young to be reasonable.

     He was so young, so unreasonable,
     He dipped weed in embalming fluid.

He'd dip our weed in embalming fluid.
We'd make love on trains and in dressing rooms.

     Love in the subway, love in mall restrooms.
     A bore at home, he transformed in the city.

What's yours at home is a wolf in my city.
You can't accuse me of sleeping with a man.",Jericho Brown,duplex,,,,
Duplex: Cento (p. 72),"My last love drove a burgundy car,
Color of a rash, a symptom of sickness.

     We were the symptoms, the road our sickness:
     None of our fights ended where they began.

None of the beaten end where they begin.
Any man in love can cause a messy corpse,

     But I didn't want to leave a messy corpse
     Obliterated in some lilied field,

Stench obliterating lilies of the field,
The murderer, young and unreasonable.

     He was so young, so unreasonable,
     Steadfast and awful, tall as my father.

Steadfast and awful, my tall father
Was my first love. He drove a burgundy car.",Jericho Brown,duplex,Duplex,"This poem is a duplex because it blends repetition and couplets in a way that follows the structure of the form. A duplex is a contemporary poetic form invented by Jericho Brown that combines elements of the sonnet, ghazal, and blues poem. The poem alternates between repetitive lines, creating a cyclical and interconnected narrative. The poem’s use of repeated lines, slight variations, and a circular structure (ending where it began) are hallmarks of the duplex.",Repetition,0.95
The Weary Blues,"Droning a drowsy syncopated tune,
Rocking back and forth to a mellow croon,
     I heard a Negro play.
Down on Lenox Avenue the other night
By the pale dull pallor of an old gas light
     He did a lazy sway . . .
     He did a lazy sway . . .
To the tune o’ those Weary Blues.
With his ebony hands on each ivory key
He made that poor piano moan with melody.
     O Blues!
Swaying to and fro on his rickety stool
He played that sad raggy tune like a musical fool.
     Sweet Blues!
Coming from a black man’s soul.
     O Blues!
In a deep song voice with a melancholy tone
I heard that Negro sing, that old piano moan—
     ""Ain’t got nobody in all this world,
       Ain’t got nobody but ma self.
       I’s gwine to quit ma frownin’
       And put ma troubles on the shelf.""

Thump, thump, thump, went his foot on the floor.
He played a few chords then he sang some more—
     ""I got the Weary Blues
       And I can’t be satisfied.
       Got the Weary Blues
       And can’t be satisfied—
       I ain’t happy no mo’
       And I wish that I had died.""
And far into the night he crooned that tune.
The stars went out and so did the moon.
The singer stopped playing and went to bed
While the Weary Blues echoed through his head.
He slept like a rock or a man that's dead.",Langston Hughes,blues poem,,,,
Those Everlasting Blues,"There ain’t
gonna be
any more
mad parties
between
you and me
and it ain’t
gonna be
because I
love you less
but love you more.
And there ain’t
gonna be
any more
sad parties
between us two
because I’m
gonna forget
what I want
till I see
what I want
is you.
And I ain’t
gonna find
what you are
till I find
what it is
that you want
of me
and how
am I
gonna see
what it is
till all
of myself
loves you.
And I don’t
really love
you though I
love you more
than the world
till I learn
to swallow
whatever
you’d like
me to do.
And I ain’t
gonna down
whatever
that little
may be
till I love
me less and
love you more
and love you
for yourself
alone.
If there ain’t
gonna be
any loving
just you
alone
then it’s up
to me to
be taking
myself and
moving myself
off home.
And I’ll
be dragging
what’s left of me
to my lonely
room in the blue
and never
come back
and never
crawl back
till I’m through
just hugging
me.
And I ain’t
no I ain’t
gonna stop
doing that as
I ought to do
till I’m ab-
solutely and
positively
in love and
in love with
you.
And when I’ve
done that and
done only that
and done all of that
for you
you’ll hear me
on the doorstep
ringing at the
doorbell
for one more
party for two.
With nothing
mad in it
nothing sad
in it but
a long glad
lifelong spree
with me myself
loving you yourself
and you
loving me
for me.",Alfred Kreymborg,blues poem,,,,
Blues Franchise,"Blues as art as theme as exhibition

Up on a midtown metropolis edifice

Billboard façade 50 feet tall thirty feet wide: BLUE SMOKE

Of a black femme-like face framed by her fingers tapered upward in the V of her palms

Looking off, her eyes below her painted on eyebrows

And Caucasoid wig solid black

touching off of a violet plunging deeper into the decorated pigment

A frame furls hints of blue in a spectral geometry

Framing tightly the face, reposed

A white strap over one deep ochre shoulder as background

 
Could be trans-shim or a delightful Caledonia,

red skein of a lipstick kiss imprinted invisibly in a nano dimension

 
Replications across the marquees of legions of subway cars

Her face on the mini billboard above the seat next to

The moving doors

Always looking somewhere else as the

Masses travel to all destinations

Blues smoke surrounding whatever stage as forum

For the franchise

Forever after for as far as the past goes.

 
Entering the negative space of a corporate behemoth

A lobby of the skyscraper museum or loft like enclosures

interlocking directorates of high art residencies.

 
Consumer beware of what you purchase with your eyes,

The presence of your body

 
                                              *

Out of the blue

You

Out of the blue

And into the blues

You

Out of the blue

You

Out of the blue

Vanish into the blue

you",David Henderson,blues poem,Blues poem,"This poem takes on the characteristics of a blues poem due to its themes of identity, reflection, and the repetitive refrains infused with the word ""blues."" The poem uses these repetitions both as a structural and thematic device, echoing the blues song tradition of recurring lines that evoke a deep emotional resonance. The focus on a ""blue"" theme—both in color and metaphor—further aligns with the stylistic and tonal elements of blues poems. Themes of cultural identity and emotional depth (often tied to sorrow, struggle, or reflection) are prevalent, making ""blues poem"" the most fitting categorization.",Repetition,0.94
Incognito Grief: A Blues,"Who knows the secrets in my gaze?
What holds me back when I might choke?
Who sees beyond my taut hellos
To see the grief etched on my face?
Nobody knows what lurks within;
Nobody brings me back again.
Who needs to disappear for a while?
Who sings my name beyond the veil?
Who has my memories, my tales?
Who’s lurking in my carpet’s dust?
Nobody feels this weight beneath my skin.
Who knows I’m grieving as I walk?
Who has the list of gravity’s costs?
Nobody but the man I’ve lost.",Allison Joseph,blues poem,Ghazal,"This poem is a **ghazal** because it follows the most defining characteristic of the form: a series of couplets that are thematically linked but also capable of standing independently. Each couplet maintains its own complete idea while contributing to the overall theme of grief and loss. The repetition of the word ""Nobody"" functions similarly to the refrain (radif) seen in ghazals, and the reflective tone aligns with the traditional emotional resonance of the form.",Couplet,0.87
Come On in the Song of the Changes,"it’s the listener determine what it is
be singing that come on    ain no siren

in that song    ‘cept going off in the hearing
if you can’t    sing how you know a song

from anything else    what you think
be callin’  you but song —

the sound of your thoughts’ running come on
baby don’t you want to     go —

and everything pulls over to the side
traffic lights stop sayin’ what they sayin’

and suddenly sally ride sally’s ride
right on    by —

peoples wives and children disappear    out of nowhere
some drive their gold teeth back home  a deepened run in gear.

 

 

you can come on in that kitchen
if you willing to let rain scare you to.

outside be coming down its cats and dogs
at each other   bright as gold    as is its in

-escapable cache of day  its pots and pan sky ringing
its belly purses fat       full or not —    the song

rain or shine. or
you better    come on in that kitchen.

that siren not a devil    that mercy seat less
savior    than common sense calling you to right

your seating rather than fall over your chair
ship voted out flat    on yo misled ass —  not up in the air

any throne   any call’s adventure leads you
to pay attention       to the ground your standing come on in",Ed Roberson,blues poem,Blues Poem,"This poem is a blues poem because it captures the themes and rhythm characteristic of the blues tradition. The poem uses a conversational and musical tone, often repeating phrases such as ""come on"" to evoke a rhythmic, call-and-response structure consistent with blues. The imagery of life’s struggles (e.g., rain, misfortune, and hardship) paired with resilience and motion (""come on in that kitchen"") aligns with the thematic core of the blues. Additionally, the informal vernacular and direct address to the listener anchor it in the blues tradition, which tends to center working-class or everyday experiences.",Rhythm,0.92
Poem,"Little brown boy,
Slim, dark, big-eyed,
Crooning love songs to your banjo
Down at the Lafayette—
Gee, boy, I love the way you hold your head,
High sort of and a bit to one side,
Like a prince, a jazz prince. And I love
Your eyes flashing, and your hands,
And your patent-leathered feet,
And your shoulders jerking the jig-wa.
And I love your teeth flashing,
And the way your hair shines in the spotlight
Like it was the real stuff.
Gee, brown boy, I loves you all over.
I’m glad I’m a jig. I’m glad I can
Understand your dancin’ and your
Singin’, and feel all the happiness
And joy and don’t care in you.
Gee, boy, when you sing, I can close my ears
And hear tom toms just as plain.
Listen to me, will you, what do I know
About tom toms? But I like the word, sort of,
Don’t you? It belongs to us.
Gee, boy, I love the way you hold your head,
And the way you sing, and dance,
And everything.
Say, I think you’re wonderful. You’re
Allright with me,
You are.",Helene Johnson,blues poem,Blues Poem,"This poem is a blues poem because it engages with themes of lived Black experience, emotional expression, and cultural identity, which are central elements of blues poetry. The speaker admires and celebrates the ""brown boy"" as a culturally significant and beautiful figure, while using a conversational, improvisational style. Additionally, the repeating phrases, such as ""Gee, boy, I love the way you hold your head,"" evoke a sense of refrains commonly seen in blues poems. The tone, language, and focus on music, dance, and emotional connection strongly align with the blues tradition.",Blues,0.95
I’ve Got the Covid Blues,"I got the Covid blues
Hazmat outfit to read the news
I gots that damn viral blues
Mystifying perspiring invisible shit
Blowing through the wind like

Yesterday’s news blues
I can’t think breathe or snooze
I gots the rumble rumble chest-rattly 
Bubble gut blues 
I’ve been sanitized ostracized hydrogen peroxide

Cleaner than hospital sheet blues
My tears are sterilized 
My fears capsized spilling
Out over my broke bedtime blues
So much so I’m afraid 

To read the news
I got the Covid-19 stockpile
Body bag blues
Them refrigerated truck blues
Them Roto-Rooter blues

Them hack and wheeze double-
Sneeze Vicks VapoRub Robitussin
Preparation H body ache earthquake 
Ha-cha-cha-cha-cha-cha blues
I’ve got them we wear the mask blues

Them hand sanitizer hydroxychloroquine booze blues
Them broke heel hole in the sole blues
Squeaky wheel lungs like shredded wheat blues
I got them lockdown shutdown god awful blues
Them loveless touchless cold sheet blues

I got it real bad, them blues
My head is heavy as a brick
I can’t sleep I’m scared to get sick
I’m so paranoid I can’t stop my eye twitch 
Wake up in a hyperventilating sweat blues

I gots them Hail Mary, full of grace
Garlic string around my neck 
Get thee behind me, Satan blues 
Them TB smallpox blanket diphtheria Typhoid Mary
Love in the time of cholera blues blues

Them Brueghel Triumph of Death
Black lungs matter Black Orpheus
Peach Schnapps Doctor Schnabel von Rom
Beak-nosed bleary-eyed cloak and swagger
Death, with occasional smiling blues

I gots them backwater fever swamp 
Florida Water espíritu santos Tuskegee 
What had happened was anti-vax
Death be not proud snot-nosed 
Sitting shiva novena reincarnation

Take it all back blues",Tony Medina,blues poem,,,,
All the Time Blues Villanelle,"Hard to watch somebody lose their mind
Maybe everybody    should just go get stoned
My father said it happens all the time

I knew a woman    lost her to soul to wine
But who doesn’t live with their life on loan?
Shame to watch somebody lose their mind

Don’tchu gotta wonder when people say they’re fine?
Given what we’re given, I guess they actin grown
I think I used to say that      all the time

When my parents died, I coined a little shrine
And thought about all the stuff they used to own
Felt like I was gonna lose my mind

Used to have a friend    who smiled all the time
Then he started sayin he could hear the devil moan
Hate to see a brotha lose his gotdam mind

Doesn’t matter how you pull, the hours break the line
Mirror, Mirror on the wall, how come nobody’s home?
Broke my soul for real, when my mother lost her mind

Tried to keep my head right, but sanity’s a climb
Been workin on the straight face—I guess my cover’s blown
My father tried to tell me     all the time

Had one last question, baby, but maybe never mind
After’while, even springtime starts to drone

Hard to see somebody lose their mind
My pop said, “Boy, it happens all the time”",Tim Seibles,blues poem,Blues Poem,"This poem is a blues poem because it contains repeated lines and refrains, which are characteristic of the blues form, mimicking the structure of traditional blues music. Additionally, the themes of loss, grief, hardship, and emotional struggle are central to the poem, which are common themes in blues poetry. The conversational tone and the use of vernacular language (""don’tchu gotta wonder,"" ""gonna lose my mind"") also reinforce its blues-inspired nature. The repetition of the line ""lose their mind"" ties the stanzas together in a way that mirrors the cyclical and reflective nature of blues lyrics.",Refrain,0.95
Blues on Yellow,"The canary died in the gold mine, her dreams got lost in the sieve.
The canary died in the gold mine, her dreams got lost in the sieve.
Her husband the crow killed under the railroad, the spokes hath shorn his wings.

Something’s cookin’ in Chin’s kitchen, ten thousand yellow-bellied sapsuckers baked in a pie.
Something’s cookin’ in Chin’s kitchen, ten thousand yellow-bellied sapsuckers baked in a pie.
Something’s cookin’ in Chin’s kitchen, die die yellow bird, die die.

O crack an egg on the griddle, yellow will ooze into white.
O crack an egg on the griddle, yellow will ooze into white.
Run, run, sweet little Puritan, yellow will ooze into white.

If you cut my yellow wrists, I’ll teach my yellow toes to write.
If you cut my yellow wrists, I’ll teach my yellow toes to write.
If you cut my yellow fists, I’ll teach my yellow toes to fight.

Do not be afraid to perish, my mother, Buddha’s compassion is nigh.
Do not be afraid to perish, my mother, our boat will sail tonight.
Your babies will reach the promised land, the stars will be their guide.

I am so mellow yellow, mellow yellow, Buddha sings in my veins.
I am so mellow yellow, mellow yellow, Buddha sings in my veins.
O take me to the land of the unreborn, there’s no life on earth without pain.",Marilyn Chin,blues poem,,,,
Sence you went away,"Seems lak to me de stars don’t shine so bright,
Seems lak to me de sun done loss his light,
Seems lak to me der’s nothin’ goin’ right,
          Sence you went away.

Seems lak to me de sky ain’t half so blue,
Seems lak to me dat ev’ything wants you,
Seems lak to me I don’t know what to do,
          Sence you went away.

Seems lake to me dat ev’ything is wrong,
Seems lak to me de day’s jes twice es long,
Seems lak to me de bird’s forgot his song,
          Sence you went away.

Seems lak to me I jes can’t he’p but sigh,
Seems lak to me ma th’oat keeps gettin’ dry,
Seems lak to me a tear stays in ma eye,
          Sence you went away.",James Weldon Johnson,blues poem,,,,
Blind Boone’s Apparitions,"C

my motto for life

                      —merit, not sympathy, wins—

                                              my song against death.

E?

i stroke piano’s

                           eighty eight mouths. each one sings

                                        hot colors of joy

                                                                                                 F

                                                                                     pentatonic black

                                                                 keys raise up high into bliss,

                                                 born to sing my name

                       F#

                    whippoorwill, hawk, crow

                                   sing madrigals for blind men.

                    forests blooms through each note.

                                   G

                               my eyes: buried deep

                                             beneath earth’s skin. my vision

                               begins in her womb.

                             B?

                         darkness sounds like God

                                             flowering from earth’s molten tomb ...

                         writhed wind. chorded cries.

C

rain, flower, sea, wind

           map my dark horizon. i

                                              inhale earth’s songbook",Tyehimba Jess,blues poem,Duplex,"This poem is a duplex because it carries the hallmarks of the duplex form: a blend of the ghazal's couplet structure and the blues poem's repetition of lines, alongside thematic focus on personal and existential reflection. The poem is constructed with couplets where images build on each other from one stanza to the next in a circular or recursive manner, and the voice has an intimate, introspective nature, which is characteristic of the duplex. It also weaves musical and natural imagery, themes often found in duplex poems.",Recursive,0.83
