pair_index,pair_type,matches,num_matches,max_phrase_len,max_phrase_example,passes_echo,poem_id,subject,with_brown_rules,prompt_type
5,adjacent,,0,0,,False,118,urban environment,True,figurative
6,adjacent,"echo, footstep, know, our, story, street",6,8,our footsteps echo stories only streets know well,True,118,urban environment,True,figurative
7,adjacent,,0,0,,False,118,urban environment,True,figurative
8,adjacent,"dream, learn, small, survive, tower",5,9,between the towers small dreams learn how to survive,True,118,urban environment,True,figurative
9,adjacent,,0,1,to,False,118,urban environment,True,figurative
10,adjacent,"alive, crack, hope, our, plant, sidewalk, stay, we",8,10,we plant our hopes in sidewalk cracks to stay alive,True,118,urban environment,True,figurative
11,adjacent,,0,0,,False,118,urban environment,True,figurative
12,adjacent,"breathe, city, glow, gold, warm, window",6,9,the city breathes through windows glowing warm and gold,True,118,urban environment,True,figurative
13,adjacent,,0,1,the,False,118,urban environment,True,figurative
14,adjacent,prayer,1,1,the,True,118,urban environment,True,figurative
15,first_last,"broken, flicker, like, neon, prayer, sign, tonight",7,8,the neon signs flicker like broken prayers tonight,True,118,urban environment,True,figurative
0,adjacent,"broken, doubt, flicker, like, my, streetlight",6,7,the broken streetlight flickers like my doubt,True,119,urban environment,True,specific
1,adjacent,,0,1,the,False,119,urban environment,True,specific
2,adjacent,"dark, surface, truth",3,8,some truths can only surface in the dark,True,119,urban environment,True,specific
3,adjacent,,0,0,,False,119,urban environment,True,specific
4,adjacent,"block, find, i, lose, walk, what",6,10,i walk these blocks to find what i have lost,True,119,urban environment,True,specific
5,adjacent,,0,0,,False,119,urban environment,True,specific
6,adjacent,"hold, my, pavement, weight, year",5,9,the pavement holds the weight of all my years,True,119,urban environment,True,specific
7,adjacent,,0,0,,False,119,urban environment,True,specific
8,adjacent,"apart, crack, fall, i, remind, we",6,8,each crack reminds me how we fall apart,True,119,urban environment,True,specific
9,adjacent,,0,0,,False,119,urban environment,True,specific
10,adjacent,"blue, city, lonesome, sing, siren, their",6,7,the sirens sing their lonesome city blues,True,119,urban environment,True,specific
11,adjacent,,0,1,the,False,119,urban environment,True,specific
12,adjacent,"break, corner, heart, know, sound",5,8,this corner knows the sound of breaking hearts,True,119,urban environment,True,specific
13,adjacent,,0,1,the,False,119,urban environment,True,specific
14,first_last,"broken, doubt, flicker, like, my, streetlight",6,7,the broken streetlight flickers like my doubt,True,119,urban environment,True,specific
0,adjacent,"battlefield, quilt, sleep, snow",4,8,the battlefield sleeps under a quilt of snow,True,120,war & conflict,True,general
1,adjacent,,0,0,,False,120,war & conflict,True,general
2,adjacent,"all, bury, her, mother, son, tuck, what",7,8,what mother tucked in all her buried sons,True,120,war & conflict,True,general
3,adjacent,,0,1,in,False,120,war & conflict,True,general
4,adjacent,"cost, count, i, letter, send",5,8,i count the cost in letters never sent,True,120,war & conflict,True,general
5,adjacent,i,1,1,i,True,120,war & conflict,True,general
6,adjacent,"gunpowder, i, swallow, taste, word",5,7,each word i swallow tastes of gunpowder,True,120,war & conflict,True,general
7,adjacent,,0,1,of,False,120,war & conflict,True,general
8,adjacent,"language, loss, my, speak, tongue",5,9,my tongue speaks only in the language of loss,True,120,war & conflict,True,general
9,adjacent,,0,1,the,False,120,war & conflict,True,general
10,adjacent,"dead, forgive, i, you",4,9,how do you say forgive me to the dead,True,120,war & conflict,True,general
11,adjacent,,0,1,the,False,120,war & conflict,True,general
12,adjacent,"answer, silence, stone, their, weight",5,8,their silence answers with the weight of stone,True,120,war & conflict,True,general
13,adjacent,,0,1,the,False,120,war & conflict,True,general
14,first_last,"battlefield, quilt, sleep, snow",4,8,the battlefield sleeps under a quilt of snow,True,120,war & conflict,True,general
0,adjacent,"speak, thunder, tongue, we",4,9,the thunder speaks in tongues we can not name,True,121,war & conflict,True,figurative
1,adjacent,,0,1,in,False,121,war & conflict,True,figurative
2,adjacent,"bullet, child, count, learn, sound",5,8,when children learn to count in bullet sounds,True,121,war & conflict,True,figurative
3,adjacent,,0,0,,False,121,war & conflict,True,figurative
4,adjacent,"grief, like, pendulum, playground, swing",5,7,the playground swings like pendulums of grief,True,121,war & conflict,True,figurative
5,adjacent,,0,1,of,False,121,war & conflict,True,figurative
6,adjacent,"lullaby, mother, peace, sing",4,7,where mothers once sang lullabies of peace,True,121,war & conflict,True,figurative
7,adjacent,,0,0,,False,121,war & conflict,True,figurative
8,adjacent,"night, siren, their, wail, warning",5,8,now sirens wail their warnings through the night,True,121,war & conflict,True,figurative
9,adjacent,,0,1,the,False,121,war & conflict,True,figurative
10,adjacent,"choose, earth, forget, remember, we, what",6,8,the earth remembers what we choose to forget,True,121,war & conflict,True,figurative
11,adjacent,,0,1,the,False,121,war & conflict,True,figurative
12,adjacent,"carve, land, like, scar, trench",5,8,in trenches carved like scars across the land,True,121,war & conflict,True,figurative
13,adjacent,,0,1,in,False,121,war & conflict,True,figurative
14,first_last,"speak, thunder, tongue, we",4,9,the thunder speaks in tongues we can not name,True,121,war & conflict,True,figurative
0,adjacent,"arrive, bury, day, envelope, hope, we",6,8,the envelope arrived the day we buried hope,True,122,war & conflict,True,specific
1,adjacent,we,1,0,,True,122,war & conflict,True,specific
2,adjacent,"barely, cope, help, paper, promise, that, thin, we",8,9,paper thin as promises that helped us barely cope,True,122,war & conflict,True,specific
3,adjacent,,0,0,,False,122,war & conflict,True,specific
4,adjacent,"come, handwriting, steady, undo, world, your",6,10,your handwriting still steady though the world had come undone,True,122,war & conflict,True,specific
5,adjacent,,0,0,,False,122,war & conflict,True,specific
6,adjacent,"beloved, late, month, my, son, word",6,10,three months too late these words from my beloved son,True,122,war & conflict,True,specific
7,adjacent,,0,0,,False,122,war & conflict,True,specific
8,adjacent,"come, fall, home, i, mortar, write, you",7,10,i 'm coming home you wrote before the mortar fell,True,122,war & conflict,True,specific
9,adjacent,"home, i",2,1,i,True,122,war & conflict,True,specific
10,adjacent,"ghost, home, i, mean, story, tell, this, your",8,11,now home means this your ghost story i ca n't tell,True,122,war & conflict,True,specific
11,adjacent,,0,0,,False,122,war & conflict,True,specific
12,adjacent,"end, find, miss, their, war, way",6,10,the war ends but the missing never find their way,True,122,war & conflict,True,specific
13,adjacent,,0,1,the,False,122,war & conflict,True,specific
14,first_last,"arrive, bury, day, envelope, hope, we",6,8,the envelope arrived the day we buried hope,True,122,war & conflict,True,specific
0,adjacent,,0,1,the,False,123,weather,True,general
1,adjacent,"come, mean, mother, my, silence, storm",6,9,my mother 's silence meant the storm would come,True,123,weather,True,general
2,adjacent,,0,1,would,False,123,weather,True,general
3,adjacent,"closing, fold, hand, her, like, quiet, wing",7,8,her quiet hands would fold like closing wings,True,123,weather,True,general
4,adjacent,,0,0,,False,123,weather,True,general
5,adjacent,"air, carve, its, lightning, warning",5,8,while lightning carved its warnings in the air,True,123,weather,True,general
6,adjacent,,0,0,,False,123,weather,True,general
7,adjacent,"distant, i, learn, like, love, rain, sound",7,9,i learned that love could sound like distant rain,True,123,weather,True,general
8,adjacent,,0,1,that,False,123,weather,True,general
9,adjacent,"fall, kind, promise, that",4,7,the kind that promises but never falls,True,123,weather,True,general
10,adjacent,,0,0,,False,123,weather,True,general
11,adjacent,"drink, ground, hard, heaven, send, what",6,9,on ground too hard to drink what heaven sends,True,123,weather,True,general
12,adjacent,,0,0,,False,123,weather,True,general
13,first_last,"break, breath, hold, its, sky, thunder",6,9,the sky holds its breath before the thunder breaks,True,123,weather,True,general
0,adjacent,"arrive, change, expect, i, storm",5,8,the storm arrives when i least expect change,True,124,weather,True,figurative
1,adjacent,,0,0,,False,124,weather,True,figurative
2,adjacent,"break, heart, like, my, open, rain, unexpected",7,7,my heart breaks open like unexpected rain,True,124,weather,True,figurative
3,adjacent,,0,0,,False,124,weather,True,figurative
4,adjacent,"allow, drought, fall, hard, tear",5,8,these tears fall harder than the drought allows,True,124,weather,True,figurative
5,adjacent,,0,1,the,False,124,weather,True,figurative
6,adjacent,"silence, speak, thunder, what",4,7,the thunder speaks what silence never could,True,124,weather,True,figurative
7,adjacent,,0,0,,False,124,weather,True,figurative
8,adjacent,"fear, hide, illuminate, lightning, my",5,5,lightning illuminates my hidden fears,True,124,weather,True,figurative
9,adjacent,my,1,1,my,True,124,weather,True,figurative
10,adjacent,"careful, leaf, my, plan, strip, wind",6,9,the wind strips leaves from all my careful plans,True,124,weather,True,figurative
11,adjacent,"deluge, new, root, something, take",5,7,after the deluge something new takes root,True,124,weather,True,figurative
12,adjacent,,0,1,the,False,124,weather,True,figurative
13,first_last,"arrive, change, expect, i, storm",5,8,the storm arrives when i least expect change,True,124,weather,True,figurative
0,adjacent,"crackle, radio, storm, tomorrow",4,7,the radio crackles with tomorrow 's storm,True,125,weather,True,specific
1,adjacent,,0,1,the,False,125,weather,True,specific
2,adjacent,"fill, space, static, talk, we",5,9,static fills the spaces where we used to talk,True,125,weather,True,specific
3,adjacent,,0,1,the,False,125,weather,True,specific
4,adjacent,"louder, rain, silence, thunder, your",5,7,your silence thunders louder than the rain,True,125,weather,True,specific
5,adjacent,your,1,1,your,True,125,weather,True,specific
6,adjacent,"i, leaving, memorize, pattern, your",5,7,i memorize the pattern of your leaving,True,125,weather,True,specific
7,adjacent,,0,0,,False,125,weather,True,specific
8,adjacent,"goodbye, like, rehearse, report, weather",5,6,each goodbye rehearsed like weather reports,True,125,weather,True,specific
9,adjacent,,0,0,,False,125,weather,True,specific
10,adjacent,"barometer, drop, heart, my, pressure",5,8,the barometer drops with my heart 's pressure,True,125,weather,True,specific
11,adjacent,,0,1,the,False,125,weather,True,specific
12,adjacent,"board, i, we, what, window",5,9,i board the windows of what we once were,True,125,weather,True,specific
13,adjacent,,0,1,the,False,125,weather,True,specific
14,first_last,"crackle, radio, storm, tomorrow",4,7,the radio crackles with tomorrow 's storm,True,125,weather,True,specific
0,adjacent,"heart, hold, our, think, we, wide, world",7,10,we thought our hearts could hold the whole wide world,True,126,youth,True,general
1,adjacent,,0,0,,False,126,youth,True,general
2,adjacent,"break, curl, leave, like, that, weight, you",7,10,but weight like that will break you leave you curled,True,126,youth,True,general
3,adjacent,that,1,1,that,True,126,youth,True,general
4,adjacent,"dream, promise, that, they, unfurl",5,8,around the dreams that promised they 'd unfurl,True,126,youth,True,general
5,adjacent,,0,0,,False,126,youth,True,general
6,adjacent,"life, our, start, swirl, their, wait, we",7,9,we waited for our lives to start their swirl,True,126,youth,True,general
7,adjacent,we,1,1,we,True,126,youth,True,general
8,adjacent,"know, pearl, we",3,7,not knowing we were already the pearl,True,126,youth,True,general
9,adjacent,we,1,1,we,True,126,youth,True,general
10,adjacent,"precious, search, something, twirl, we",5,8,we searched for something precious we could twirl,True,126,youth,True,general
11,adjacent,,0,0,,False,126,youth,True,general
12,adjacent,"eager, finger, it, our, watch, whirl",6,7,between our eager fingers watch it whirl,True,126,youth,True,general
13,adjacent,our,1,1,our,True,126,youth,True,general
14,first_last,"heart, hold, our, think, we, wide, world",7,10,we thought our hearts could hold the whole wide world,True,126,youth,True,general
0,adjacent,"forever, hold, i, seventeen, think",5,7,at seventeen i thought i held forever,True,127,youth,True,figurative
1,adjacent,,0,0,,False,127,youth,True,figurative
2,adjacent,"bone, crush, my, tender, want, weight",6,8,the weight of wanting crushed my tender bones,True,127,youth,True,figurative
3,adjacent,,0,0,,False,127,youth,True,figurative
4,adjacent,"break, i, mistook",3,6,i mistook breaking for becoming whole,True,127,youth,True,figurative
5,adjacent,i,1,1,i,True,127,youth,True,figurative
6,adjacent,"i, proud, scar, story, tell",5,9,each scar a story i was proud to tell,True,127,youth,True,figurative
7,adjacent,i,1,0,,True,127,youth,True,figurative
8,adjacent,"i, mirror, show, someone",4,7,until the mirror showed me someone else,True,127,youth,True,figurative
9,adjacent,,0,0,,False,127,youth,True,figurative
10,adjacent,"choose, lesson, teach, that, time, we",6,7,time teaches lessons that we never choose,True,127,youth,True,figurative
11,adjacent,,0,0,,False,127,youth,True,figurative
12,adjacent,"different, girl, i, shoe, walk",5,9,the girl i was now walks in different shoes,True,127,youth,True,figurative
13,adjacent,i,1,1,i,True,127,youth,True,figurative
14,first_last,"forever, hold, i, seventeen, think",5,7,at seventeen i thought i held forever,True,127,youth,True,figurative
0,adjacent,"burn, my, palm, quarter, sticky, teenage",6,7,the sticky quarters burned my teenage palms,True,128,youth,True,specific
1,adjacent,my,1,1,my,True,128,youth,True,specific
2,adjacent,"betrayal, coin, dream, my, small",5,8,each coin a small betrayal of my dreams,True,128,youth,True,specific
3,adjacent,,0,0,,False,128,youth,True,specific
4,adjacent,"beach, classmate, drive, live, scheme, their",6,8,while classmates drove to beaches lived their schemes,True,128,youth,True,specific
5,adjacent,,0,0,,False,128,youth,True,specific
6,adjacent,"fluorescent, i, light, scoop, vanilla",5,6,i scooped vanilla under fluorescent light,True,128,youth,True,specific
7,adjacent,,0,0,,False,128,youth,True,specific
8,adjacent,"cone, dissolve, my, summer, watch",5,8,and watched my summer dissolve cone by cone,True,128,youth,True,specific
9,adjacent,,0,0,,False,128,youth,True,specific
10,adjacent,"bill, i, mother, pay",4,9,as mothers paid with bills i 'd never own,True,128,youth,True,specific
11,adjacent,,0,0,,False,128,youth,True,specific
12,adjacent,"child, face, free, sticky, summer, their",6,7,their children sticky faced and summer free,True,128,youth,True,specific
13,adjacent,,0,0,,False,128,youth,True,specific
14,adjacent,"envy, i, think, what",4,9,i envied what i thought i used to be,True,128,youth,True,specific
15,adjacent,,0,0,,False,128,youth,True,specific
16,first_last,"burn, my, palm, quarter, sticky, teenage",6,7,the sticky quarters burned my teenage palms,True,128,youth,True,specific
0,adjacent,,0,0,,False,129,abuse,False,general
1,adjacent,"dare, room, speak, whisper",4,9,in whispered rooms where no one dares to speak,True,129,abuse,False,general
2,adjacent,,0,0,,False,129,abuse,False,general
3,adjacent,"child, fear, learn, like, look, love",6,9,the children learn that love can look like fear,True,129,abuse,False,general
4,adjacent,,0,0,,False,129,abuse,False,general
5,adjacent,"away, blind, close, neighbor, their, turn",6,8,while neighbors close their blinds and turn away,True,129,abuse,False,general
6,adjacent,,0,0,,False,129,abuse,False,general
7,adjacent,"break, grow, night, strong, voice",5,8,a voice grows stronger through the breaking night,True,129,abuse,False,general
8,adjacent,,0,1,the,False,129,abuse,False,general
9,adjacent,"courage, find, heart, hide",4,8,and finds the courage hidden in the heart,True,129,abuse,False,general
10,adjacent,,0,1,the,False,129,abuse,False,general
11,adjacent,"lose, power, reclaim, what",4,8,the power to reclaim what was once lost,True,129,abuse,False,general
12,adjacent,,0,1,the,False,129,abuse,False,general
13,adjacent,"healing, silence, song, transform",4,6,transforms the silence into healing song,True,129,abuse,False,general
14,adjacent,,0,1,the,False,129,abuse,False,general
15,first_last,"bruise, fade, hold, memory, pain",5,8,the bruises fade but memory holds the pain,True,129,abuse,False,general
0,adjacent,,0,1,never,False,130,abuse,False,figurative
1,adjacent,"mark, she, story, tell, that",5,9,each mark a story that she 'll never tell,True,130,abuse,False,figurative
2,adjacent,,0,0,,False,130,abuse,False,figurative
3,adjacent,"away, choose, look, neighbor",4,8,the neighbors see but choose to look away,True,130,abuse,False,figurative
4,adjacent,,0,0,,False,130,abuse,False,figurative
5,adjacent,"heavy, her, hide, pain, silence, their",6,7,their silence heavy as her hidden pain,True,130,abuse,False,figurative
6,adjacent,,0,0,,False,130,abuse,False,figurative
7,adjacent,"deep, die, inside, learn, she, smile",6,8,she learns to smile while dying deep inside,True,130,abuse,False,figurative
8,adjacent,,0,0,,False,130,abuse,False,figurative
9,adjacent,"excuse, gentle, hand, his, make",5,7,and makes excuses for his gentle hands,True,130,abuse,False,figurative
10,adjacent,,0,0,,False,130,abuse,False,figurative
11,adjacent,"fist, her, skin, yesterday",4,7,that yesterday were fists against her skin,True,130,abuse,False,figurative
12,adjacent,,0,0,,False,130,abuse,False,figurative
13,first_last,"bruise, fade, heal, truly",4,7,the bruises fade but never truly heal,True,130,abuse,False,figurative
0,adjacent,,0,0,,False,131,abuse,False,specific
1,adjacent,"echo, head, her, mother, voice",5,9,her mother 's voice still echoes in her head,True,131,abuse,False,specific
2,adjacent,,0,0,,False,131,abuse,False,specific
3,adjacent,"good, stupid, worthless, you",4,10,you 're worthless stupid why ca n't you be good,True,131,abuse,False,specific
4,adjacent,,0,0,,False,131,abuse,False,specific
5,adjacent,"move, pass, she, year",4,9,now twenty years have passed since she moved out,True,131,abuse,False,specific
6,adjacent,she,1,1,she,True,131,abuse,False,specific
7,adjacent,"apologize, she, space, take",4,7,but still she apologizes for taking space,True,131,abuse,False,specific
8,adjacent,,0,0,,False,131,abuse,False,specific
9,adjacent,"curve, her, inward, like, mark, question, shoulder",7,8,her shoulders curved inward like a question mark,True,131,abuse,False,specific
10,adjacent,,0,0,,False,131,abuse,False,specific
11,adjacent,"come, condition, love, she, wonder",5,7,she wonders if love comes with conditions,True,131,abuse,False,specific
12,adjacent,she,1,1,she,True,131,abuse,False,specific
13,first_last,"door, flinch, learn, she, shut, slam",6,9,she learned to flinch before the door slammed shut,True,131,abuse,False,specific
0,adjacent,,0,0,,False,132,activities,False,general
1,adjacent,"brew, brushing, coffee, tooth",4,6,brushing teeth while coffee brews below,True,132,activities,False,general
2,adjacent,,0,0,,False,132,activities,False,general
3,adjacent,"news, scroll, way, we, weather",5,8,we scroll through news and weather 's ways,True,132,activities,False,general
4,adjacent,,0,1,'s,False,132,activities,False,general
5,adjacent,"dress, flow, weekend, work",4,8,then dress for work or weekend 's flow,True,132,activities,False,general
6,adjacent,,0,0,,False,132,activities,False,general
7,adjacent,"outside, play, step, sunlight, we",5,6,we step outside where sunlight plays,True,132,activities,False,general
8,adjacent,,0,0,,False,132,activities,False,general
9,adjacent,"countless, show, sidewalk, wear",4,6,on sidewalks worn by countless shows,True,132,activities,False,general
10,adjacent,,0,0,,False,132,activities,False,general
11,adjacent,"familiar, join, maze, we, world",5,7,we join the world 's familiar maze,True,132,activities,False,general
12,adjacent,we,1,1,we,True,132,activities,False,general
13,first_last,"day, our, routine, shape, that, wake, we",7,8,we wake to routines that shape our days,True,132,activities,False,general
0,adjacent,,0,0,,False,133,activities,False,figurative
1,adjacent,"light, morning, reveal, what",4,8,the morning light reveals what must be done,True,133,activities,False,figurative
2,adjacent,,0,0,,False,133,activities,False,figurative
3,adjacent,"brewing, child, coffee, rise, voice",5,6,coffee brewing children 's voices rise,True,133,activities,False,figurative
4,adjacent,,0,0,,False,133,activities,False,figurative
5,adjacent,"hum, machine, washing",3,6,above the hum of washing machines,True,133,activities,False,figurative
6,adjacent,,0,0,,False,133,activities,False,figurative
7,adjacent,"fold, life, neat, our, repeat, square, we",7,8,we fold our lives in neat repeated squares,True,133,activities,False,figurative
8,adjacent,,0,1,in,False,133,activities,False,figurative
9,adjacent,"chore, seam, stitch, time, unende",5,9,each chore a stitch in time 's unending seam,True,133,activities,False,figurative
10,adjacent,,0,0,,False,133,activities,False,figurative
11,first_last,"dream, our, task, that, wake, we",6,10,we wake to tasks that call us from our dreams,True,133,activities,False,figurative
0,adjacent,,0,1,the,False,134,activities,False,specific
1,adjacent,"body, dewy, field, small, surge",5,7,small bodies surge across the dewy field,True,134,activities,False,specific
2,adjacent,,0,0,,False,134,activities,False,specific
3,adjacent,"cleat, earth, leave, mark, night, soft, their",7,10,their cleats leave marks in earth still soft with night,True,134,activities,False,specific
4,adjacent,their,1,1,their,True,134,activities,False,specific
5,adjacent,"breath, cloud, clutch, coffee, parent, their",6,8,while parents clutch their coffee breath in clouds,True,134,activities,False,specific
6,adjacent,,0,0,,False,134,activities,False,specific
7,adjacent,"call, coach, grow, hoarse, instruction, voice",6,8,the coach calls out instructions voice grown hoarse,True,134,activities,False,specific
8,adjacent,,0,1,the,False,134,activities,False,specific
9,adjacent,"ball, chase, child, joyful, swarm",5,8,as children chase the ball in joyful swarms,True,134,activities,False,specific
10,adjacent,,0,0,,False,134,activities,False,specific
11,adjacent,"learn, matter, they, try, win",5,8,they learn that trying matters more than winning,True,134,activities,False,specific
12,adjacent,,0,0,,False,134,activities,False,specific
13,first_last,"air, hope, like, morning, pierce, whistle",6,7,the whistle pierces morning air like hope,True,134,activities,False,specific
0,adjacent,,0,0,,False,135,arts & sciences,False,general
1,adjacent,"both, different, seek, truth, way",5,6,both seeking truth in different ways,True,135,arts & sciences,False,general
2,adjacent,,0,0,,False,135,arts & sciences,False,general
3,adjacent,"lab, share, studio",3,7,the lab and studio share the same,True,135,arts & sciences,False,general
4,adjacent,,0,1,the,False,135,arts & sciences,False,general
5,adjacent,"creation, devotion, mystery",3,6,devotion to the mystery of creation,True,135,arts & sciences,False,general
6,adjacent,,0,1,the,False,135,arts & sciences,False,general
7,adjacent,"claim, drive, physicist, poet",4,7,drives the physicist and poet 's claim,True,135,arts & sciences,False,general
8,adjacent,,0,1,and,False,135,arts & sciences,False,general
9,adjacent,"beauty, form, live, pattern",4,8,that beauty lives in pattern and in form,True,135,arts & sciences,False,general
10,adjacent,,0,0,,False,135,arts & sciences,False,general
11,adjacent,"frame, golden, perfect, ratio",4,6,the golden ratio the perfect frame,True,135,arts & sciences,False,general
12,adjacent,,0,0,,False,135,arts & sciences,False,general
13,adjacent,"dance, design, mathematic",3,5,where mathematics dances with design,True,135,arts & sciences,False,general
14,adjacent,,0,0,,False,135,arts & sciences,False,general
15,first_last,"artist, brush, chemist, flame, meet",5,9,the artist 's brush meets the chemist 's flame,True,135,arts & sciences,False,general
0,adjacent,,0,0,,False,136,arts & sciences,False,figurative
1,adjacent,"brush, logic, meet, new, shape, world",6,9,where logic meets the brush new worlds take shape,True,136,arts & sciences,False,figurative
2,adjacent,,0,1,the,False,136,arts & sciences,False,figurative
3,adjacent,"know, microscope, painter, reveal, what",5,7,the microscope reveals what painters always knew,True,136,arts & sciences,False,figurative
4,adjacent,,0,0,,False,136,arts & sciences,False,figurative
5,adjacent,"beauty, live, pattern, small, vast",5,8,that beauty lives in patterns small and vast,True,136,arts & sciences,False,figurative
6,adjacent,,0,0,,False,136,arts & sciences,False,figurative
7,adjacent,"dancer, dna, leap, spiral",4,9,from dna 's spiral to the dancer 's leap,True,136,arts & sciences,False,figurative
8,adjacent,,0,0,,False,136,arts & sciences,False,figurative
9,adjacent,"equation, frequency, light, sing",4,6,equations sing in frequencies of light,True,136,arts & sciences,False,figurative
10,adjacent,,0,1,of,False,136,arts & sciences,False,figurative
11,adjacent,"chart, constellation, heart, poet",4,8,while poets chart the constellations of the heart,True,136,arts & sciences,False,figurative
12,adjacent,,0,0,,False,136,arts & sciences,False,figurative
13,first_last,"bloom, color, dish, like, petri, thought, visible",7,9,in petri dishes colors bloom like thought made visible,True,136,arts & sciences,False,figurative
0,adjacent,,0,1,the,False,137,arts & sciences,False,specific
1,adjacent,"astronomer, hold, mathematic, sketch, what",5,8,the astronomer sketches what mathematics can not hold,True,137,arts & sciences,False,specific
2,adjacent,,0,0,,False,137,arts & sciences,False,specific
3,adjacent,"cratered, shadow, signature, storm, swirl",5,8,each cratered shadow each storm 's swirling signature,True,137,arts & sciences,False,specific
4,adjacent,,0,0,,False,137,arts & sciences,False,specific
5,adjacent,"amber, steel, wash, watercolor",4,8,becomes a watercolor wash of amber and steel,True,137,arts & sciences,False,specific
6,adjacent,,0,1,and,False,137,arts & sciences,False,specific
7,adjacent,"cosmo, pigment, render, wonder",4,7,the cosmos rendered in pigment and wonder,True,137,arts & sciences,False,specific
8,adjacent,,0,1,the,False,137,arts & sciences,False,specific
9,adjacent,"brushstroke, dance, number, page",4,7,numbers dancing with brushstrokes across the page,True,137,arts & sciences,False,specific
10,adjacent,,0,1,the,False,137,arts & sciences,False,specific
11,adjacent,"art, dawn, light, marry, pre, science",6,9,art and science married in the pre dawn light,True,137,arts & sciences,False,specific
12,adjacent,,0,1,the,False,137,arts & sciences,False,specific
13,first_last,"appear, gold, ring, saturn, telescope, thin, wire",7,11,through the telescope saturn 's rings appear as thin gold wire,True,137,arts & sciences,False,specific
0,adjacent,,0,1,the,False,138,christianity,False,general
1,adjacent,,0,1,and,False,138,christianity,False,general
2,adjacent,,0,1,the,False,138,christianity,False,general
3,adjacent,,0,0,,False,138,christianity,False,general
4,adjacent,,0,1,through,False,138,christianity,False,general
5,adjacent,,0,1,through,False,138,christianity,False,general
6,adjacent,,0,0,,False,138,christianity,False,general
7,adjacent,,0,1,the,False,138,christianity,False,general
8,adjacent,,0,1,to,False,138,christianity,False,general
9,first_last,,0,1,the,False,138,christianity,False,general
0,adjacent,,0,0,,False,139,christianity,False,figurative
1,adjacent,"broken, fall, heart, its, peace, seek, shadow",7,8,its shadow falls where broken hearts seek peace,True,139,christianity,False,figurative
2,adjacent,,0,0,,False,139,christianity,False,figurative
3,adjacent,"deny, find, stillness, what, world",5,8,and find in stillness what the world denies,True,139,christianity,False,figurative
4,adjacent,,0,0,,False,139,christianity,False,figurative
5,adjacent,"conquer, death, love, reign, unyielding",5,8,that love can conquer death 's unyielding reign,True,139,christianity,False,figurative
6,adjacent,,0,1,that,False,139,christianity,False,figurative
7,adjacent,"that, we, wound, write",4,9,is written in the wounds that made us whole,True,139,christianity,False,figurative
8,adjacent,,0,1,the,False,139,christianity,False,figurative
9,adjacent,"carpenter, dear, son, story",4,8,the story of a carpenter 's dear son,True,139,christianity,False,figurative
10,adjacent,,0,1,of,False,139,christianity,False,figurative
11,adjacent,"build, cathedral, echo, prayer",4,6,echoes through cathedrals built of prayer,True,139,christianity,False,figurative
12,adjacent,,0,0,,False,139,christianity,False,figurative
13,first_last,"bare, cross, morning, sky, stand",5,8,the cross stands bare against the morning sky,True,139,christianity,False,figurative
0,adjacent,,0,1,the,False,140,christianity,False,specific
1,adjacent,"feast, jar, stone, wait, wedding",5,8,six stone jars waiting by the wedding feast,True,140,christianity,False,specific
2,adjacent,,0,1,the,False,140,christianity,False,specific
3,adjacent,"know, master, servant, taste",4,7,the servants knew before the master tasted,True,140,christianity,False,specific
4,adjacent,,0,1,the,False,140,christianity,False,specific
5,adjacent,"good, ordinary",2,6,that ordinary had become the best,True,140,christianity,False,specific
6,adjacent,,0,0,,False,140,christianity,False,specific
7,adjacent,"his, sign, understand",3,8,was his first sign though few could understand,True,140,christianity,False,specific
8,adjacent,his,1,1,his,True,140,christianity,False,specific
9,first_last,"blush, command, his, water, wine",5,8,the water blushed to wine at his command,True,140,christianity,False,specific
0,adjacent,,0,0,,False,141,chronic illness,False,general
1,adjacent,,0,0,,False,141,chronic illness,False,general
2,adjacent,,0,0,,False,141,chronic illness,False,general
3,adjacent,,0,1,of,False,141,chronic illness,False,general
4,adjacent,,0,1,the,False,141,chronic illness,False,general
5,adjacent,,0,1,the,False,141,chronic illness,False,general
6,adjacent,,0,0,,False,141,chronic illness,False,general
7,adjacent,,0,0,,False,141,chronic illness,False,general
8,adjacent,,0,0,,False,141,chronic illness,False,general
9,adjacent,,0,0,,False,141,chronic illness,False,general
10,adjacent,i,1,1,i,True,141,chronic illness,False,general
11,adjacent,i,1,1,i,True,141,chronic illness,False,general
12,adjacent,,0,0,,False,141,chronic illness,False,general
13,first_last,"body, carry, eye, what",4,9,this body carries what the eye ca n't see,True,141,chronic illness,False,general
0,adjacent,i,1,1,i,True,142,chronic illness,False,figurative
1,adjacent,"bone, i, language, learn, my, speak",6,4,languages i never learned,True,142,chronic illness,False,figurative
2,adjacent,,0,0,,False,142,chronic illness,False,figurative
3,adjacent,"dialect, fatigue, fog, lead",4,5,dialect of lead and fog,True,142,chronic illness,False,figurative
4,adjacent,,0,0,,False,142,chronic illness,False,figurative
5,adjacent,"bright, plan, their, tomorrow",4,6,while others plan their bright tomorrows,True,142,chronic illness,False,figurative
6,adjacent,,0,0,,False,142,chronic illness,False,figurative
7,adjacent,"careful, day, i, measure, pill, step",6,8,i measure days in pills and careful steps,True,142,chronic illness,False,figurative
8,adjacent,,0,0,,False,142,chronic illness,False,figurative
